"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
"0ACDD5A0-2D9F-48AE-3E2A-2525FCFECB0D";"Как получить налоговый вычет за покупку жилья в 2017 году";"kak-poluchit-nalogovyy-vychet-za-pokupku-zhilya";"V4WzpQ5uJC0";"Налоговый вычет в 2017 году при покупке квартиры ...";"null";"27 мар 2017 ... Всё про налоговый вычет за 2016 год при покупке квартиры. ... Это значит, что при покупке квартиры сумма возврата налога в 2017 году не может ... Со второго жилья и последующих получить его уже нельзя.";"Возврат налога при покупке квартиры в 2017 году | ПапаЮрист.ру";"null";"При оформлении налогового вычета посредством налоговых органов ... при покупке квартиры через налогового агента – работодателя в 2017 году, ... необходимости получения вычета;; Предоставить в налоговую полный пакет ... о ранее предоставленных налоговых вычетах за предыдущие годы, и сумму, ...";"Налоговый вычет в 2017 году | Всё про НДФЛ";"null";"12 янв 2017 ... Налоговый вычет на ребенка в 2017 году может получить двумя ... Обратите внимание, что в 2017 году вычет за покупку жилья можно ...";"Налоговый вычет при покупке квартиры в ипотеку в 2017 году: как ...";"null";"Законодательство позволяет получить налоговый вычет также на проценты ... Сумма возврата, получаемая Вами за год, не может быть больше суммы ...";
"96C87DAB-1CF9-5A36-45F4-633EA8613A91";"Как рассчитать единый налог в 2017 году";"kak-rasschitat-edinyy-nalog";"TxtIUO4j9lE";"Единый налог в 2017 году в Украине: что это такое? - Maanimo";"null";"21 июл 2017 ... В упрощённой системе налогообложения расчет ставки налога осуществляется ... Изменения в отношении единого налога в 2017 году.";"Ставки единого налога – 2017 - Газета Частный предприниматель";"null";"10 янв 2017 ... С 1 января 2017 года действуют следующие ставки единого налога.";"Ставка единого налога - 2017 в Украине - Бухучет";"null";"Ставка единого налога на 2017 год для всех групп плательщиков единого ... первой и второй гpупп рассчитывается исходя и3 размера минимальной ...";"Сумма единого налога-2017, 1 и 2 группа (сколько платить ...";"null";"Сумма единого налога в 2017 году для 1 и 2 группы (рассчитаем, сколько платить единый налог в ... Как рассчитать сумму единого налога на 2017 гoд ?";
"4EBF662D-AAF0-BBF4-6D11-CCE82ED8928F";"Как заполнить декларацию по усн";"kak-zapolnit-deklaraciyu-po-usn";"3PVxbhJZiqg";"Налоговая декларация по УСН | Я люблю ИП";"null";"";"Налоговая декларация по УСН | Я люблю ИП";"null";"1 ноя 2017 ... Предприниматели на УСН доходы заполняют титульный лист, разделы 1.1 и 2.1.1 Декларацию следует заполнять с конца — сначала ...";"Заполнение декларации по УСН для ИП и ООО (инструкция ...";"null";"Как заполнить декларацию по УСН? Пошаговая инструкция по заполнению декларации по УСН для ИП и ООО с образцами на сайте ...";"Заполнение декларации по УСН 2016 в системе электронного ...";"null";"1 лип. 2016 - 17 хв - Автор відео Impersant Заполнение декларации по УСН (упрощенке) в 2016 году. В этом видео вы узнаете как самостоятельно заполнить декларацию по ...";
"DB6F4CE8-6AF3-3D2B-D32F-AC55FCD162F3";"Как вернуть переплату по налогам";"kak-vernut-pereplatu-po-nalogam";"_VFNV5wPIKs";"Как вернуть переплату по налогам | ФНС | 52 Нижегородская ...";"null";"";"Переплата по налогам - что делать, как вернуть или зачесть";"null";"12 май 2016 ... Переплата по налогам - зачет или возврат сумм переплаты по налогу на прибыль, УСН и НДФЛ. Как вернуть или зачесть излишне ...";"Как вернуть переплату по налогу - Главная книга";"null";"Для возврата переплаты по налогу подайте в ИФНС заявление. Если переплата возникла из-за ошибки в декларации, вместе с заявлением сдайте ...";"Инструкция по возврату налоговой переплаты | Журнал ...";"null";"А у кого-то уплаченные в течение года авансовые платежи превысили сумму налога по итогам года. Переплату во всех этих случаях можно вернуть или ...";
"238BCFF0-C989-235D-2E18-B074272D77E7";"Как рассчитать авансовый платеж по налогу на прибыль в 2017 году";"kak-rasschitat-avansovyy-platezh-po-nalogu-na-pribyl";"3sAhWYda36I";"Авансовые платежи по налогу на прибыль в 2017 году";"null";"13 янв 2017 ... Авансы по прибыли надо рассчитывать и перечислять в особом порядке. О способах уплаты и расчета авансовых платежей по налогу ...";"Авансовые платежи по налогу на прибыль в 2017 году";"null";"8 фев 2017 ... Авансовые платежи по налогу на прибыль в 2017 году. ... Формула расчета квартального авансового платежа по налогу на прибыль.";"Налог на прибыль в 2017 году в Украине. Ставка налога: как ...";"null";"Налог на прибыль в Украине в 2017 году: ставка и примеры расчета ... изменения и порядок уплаты; Как рассчитать налог на прибыль в 2017 году в Украине по ставке 18 % в цифрах? ... Отмена ежемесячных авансовых платежей.";"Расчет авансовых платежей по налогу на прибыль за 3 квартал ...";"null";"14 авг 2017 ... Скачать таблицу штрафов для бухгалтера и директора в 2017 году>>>. Как рассчитать авансовые платежи по налогу на прибыль за 3 ...";
"D6C0B139-001F-46EC-D716-F52317347FAD";"Как сдавать нулевую отчетность";"kak-sdavat-nulevuyu-otchetnost";"6wSQ5GGIHNA";"Сдача нулевой отчетности в Украине. Подача нулевой ...";"null";"Нулевая отчетность - обязательный вид налогового учета предприятия. ... учет, подготавливать и сдавать отчеты в соответствующие государственные  ...";"outsource-dk.com.ua - Нулевая отчетность";"null";"формы отчетов, которые необходимо подготовить для сдачи нулевой ...";"Нулевая отчетность ИП - как сдать в 2017 | Инструкция";"null";"Как сдать нулевую отчетность в 2017 году? Пошаговая инструкция и нюансы сдачи нулевой налоговой декларации ИП (с работниками и без них).";"Что такое «нулевая» отчетность и кто ее сдает? - iFin - База ...";"null";"«Нулевая» отчетность - это такой вид налоговой отчетности, в которой все сведения, кроме информации о налогоплательщике, равны нулю.";
"96A631AA-91C5-A69A-4CF0-97A1BEB48C64";"Как посчитать налоговый вычет";"kak-poschitat-nalogovyy-vychet";"https://www.youtube.com/watch?v=oqLklaOsFSk&sa=U&ved=0ahUKEwjT9MrY2cfXAhUmP5oKHZ-wCssQtwIIFjAA&usg=AOvVaw2wLHTVNEUJi7dE1KhkbzR3";"Рассчитать налоговый вычет - ВсеВычеты.Ру";"null";"Калькулятор позволяет рассчитать сумму налогового вычета за год: имущественный вычет при покупке квартиры, ипотека, социальный вычет на  ...";"Калькулятор налогового вычета - Возврат налогов онлайн";"null";"Калькулятор налогового вычета позволяет в простой и удобной форме рассчитать возврат вашего налога.";"Расчет налогового вычета по ипотеке онлайн. - Mobile-testing.ru";"null";"Можно рассчитать налоговый вычет как с суммы кредита, так и налоговый вычет на проценты по ипотеке. Пример расчета налогового вычета приведен ...";"Налоговый вычет при покупке квартиры - как получить и сумма ...";"null";"Покупая квартиру, Вы можете рассчитывать на возврат части потраченных денег в размере 260 тысяч рублей. Это и есть налоговый вычет при покупке  ...";
"0ADE5DC7-7E55-16D4-8BD3-8C44ED58EAFA";"Как платить налог на машину";"kak-platit-nalog-na-mashinu";"https://www.youtube.com/watch?v=LZ9y7xnh9Jw&sa=U&ved=0ahUKEwjG1Nn22cfXAhXKIpoKHZQZCkUQtwIIFjAA&usg=AOvVaw3wHpYgbRsCrBndlPWaBQgb";"AUTO.RIA – Транспортный налог 2017: Что изменилось?";"null";"17 янв 2017 ... Итого, в 2017 году транспортный налог обяжут платить владельцев автомобилей, после даты выпуска которых прошло не более 5 лет ...";"Транспортный налог (2017) в Украине | УкрСтрахование";"null";"С другой стороны, новый владелец авто должен заплатить транспортный налог, ...";"Налог на авто в Украине 2017,транспортный налог,как ...";"null";"Как рассчитать налог на машины, порядок начисления, льготы. ... автотранспорта платят исключительно транспортный налог (налог на авто).";"Налог на авто 2017: кому и сколько придется заплатить - Деньги ...";"null";"9 авг 2017 ... С 2015 года в Украине появился новый вид податей – налог на имущество. В его состав входит и транспортный налог. В этом году его ...";
"E3EE00EA-2216-03D9-0C61-F98DFB7F71C7";"Как отчитываться по ндфл за год в 2017 году";"kak-otchityvatsya-po-ndfl-za-god";"9NJHg4L0lKg";"Срок сдачи расчета 6-НДФЛ за 2017 год";"null";"25 ноя 2016 ... Когда сдавать 6-НДФЛ за 2017 год? В какой срок сдать 6-НДФЛ за 4 квартал 2017 года? До какого числа отчитаться сдать в налоговую ...";"Срок сдачи справок 2-НДФЛ за 2017 год";"null";"4 дн. назад ... Сроки сдачи справок 2-НДФЛ за 2017 год в 2018 году. ... За 2017 год налоговым агентам по НДФЛ нужно отчитаться в 2017 году. Сроки ...";"Сроки сдачи отчетности в 2017 году таблицей в ПФР, ФСС в ...";"null";"Сроки сдачи отчетности ООО на ОСНО в 2017 году ... Все организации отчитываются по страховым взносам, которые уплачены за сотрудников. С 2017 года ... Справка 2-НДФЛ направляется в налоговую 1 раз в год. Справку за ...";"Сроки сдачи отчетности в 2017 году";"null";"12 сен 2016 ... Виды, состав и сроки отчетности за 2017 год зависят от ... Немногим категориям плательщиков разрешено отчитываться на бумаге. ... Отчетность в ФНС по налогу на доходы физических лиц в 2017 году ...";
"AF415DC7-ED6A-C1BA-3C55-0F91412DE592";"Как считать енвд";"kak-schitat-envd";"a6NsZKzLK1E";"Расчет ЕНВД|Как правильно рассчитать ЕНВД|Рассчитать ЕНВД ...";"null";"";"Как рассчитать ЕНВД - Главная книга";"null";"13 мар 2017 ... Как рассчитать ЕНВД, пример расчета налога. ... Простота учета физических показателей и расчета ЕНВД – одно из основных ...";"Как рассчитать ЕНВД: формула, показатели, доходность и ...";"null";"Единый налог на вмененный доход (ЕНВД) применяется в отношении только определенных видов деятельности: розничная торговля, общественное ...";"Расчет ЕНВД|Как правильно рассчитать ЕНВД|Рассчитать ЕНВД ...";"null";"Для того чтобы рассчитать налог ЕНВД нужно воспользоваться формулой ЕНВД = БД*ФП*К1*К2*15%. Давайте рассмотрим примеры расчета налога ...";
"B28D30A4-5257-FF45-532F-8C1891921560";"Как посчитать транспортный налог в 2017 году";"kak-poschitat-transportnyy-nalog";"bFW-yBozwpY";"Транспортный налог (2017) в Украине | УкрСтрахование";"null";"Марку автомобиля; Год выпуска; Объем двигателя; Тип горючего, на котором  ...";"AUTO.RIA – Транспортный налог 2017: Что изменилось?";"null";"17 янв 2017 ... Итого, в 2017 году транспортный налог обяжут платить ... Рассчитать рыночную стоимость автомобиля (согласно данным из ...";"Налоговый калькулятор - Расчет транспортного налога | ФНС ...";"null";"Расчет транспортного налога с помощью данного сервиса носит ознакомительный характер. Поскольку транспортный налог относится к налогам, ...";"Транспортный налог в 2017 году - последние новости и изменения";"null";"Последние новости об отмене транспортного налога в 2017 году. ... Депутаты Госдумы посчитали нужным отменить в России налог на транспорт и ...";
"FEA11109-DDD2-DE3A-90B3-15557EF25707";"Как узнать сколько платить налогов";"kak-uznat-skolko-platit-nalogov";"http://nsovetnik.ru/telefon_internet/kak_uznat_zadolzhennost_za_internet_rostelekom/&sa=U&ved=0ahUKEwiA7bGx2sfXAhWpO5oKHTjCDJEQFggVMAA&usg=AOvVaw0jN_kbTE1KhcPBAiF50PYn";"Taxer.ua — База знаний — Каким образом можно проверить ...";"null";"Для того, чтобы узнать о наличии задолженности, предприниматель может ... проверить, существует ли задолженность перед налоговой службой?";"Оплата государственных услуг - Как узнать, есть ли налоги и ...";"null";"Если вас интересует вопрос о том, как узнать, сколько налогов необходимо оплатить, в какие сроки, а также имеется ли задолженность, достаточно ...";"Как за 5 минут проверить свои налоги - Компьютерная ...";"null";"20 фев 2015 ... Чтобы проверить задолженность, налоги онлайн по ИНН можно воспользоваться ... есть только одна ссылка “Заплатить по данным из квитанции” (рис. 1). .... Как узнать за сколько месяцев уплачен налог на доходы ...";"Как узнать задолженность по транспортному налогу — как ...";"null";"14 дек 2016 ... Где можно через интернет узнать, на какой автомобиль пришел налог на авто. ... примерно представляете, какой за него придется платить налог. ... Как узнать свой налог на транспортное средство .... Выбираете необходимый тип налогообложения, и вы видите, сколько и куда вы должны.";
"1E0F65F6-9866-2D01-D7D0-CF47EDB218FB";"Как отразить данные в налоговой декларации";"kak-otrazit-dannye-v-nalogovoy-deklaracii";"aePEQXr-dSc";"Как отразить данные в налоговой декларации Налоги";"null";"При подаче декларации 3НДФЛ вы должны отразить в ней все свои денежные поступления за прошлый год, облагаемые налогом на доходы ...";"Дата отражения данных налоговой накладной/расчета ...";"null";"Налоговая накладная составлена в феврале 2015 г., расчет корректировки к ней - в марте. В декларации за какой месяц следует отразить налоговую ...";"Отчётная декларация предпринимателя-единщика ...";"null";"1 окт 2017 ... декларацию заполняют на основании данных книги учёта доходов ... эти данные, инспектор налоговой может не принять ваш отчёт.";"Как отразить несвоевременно зарегистрированную налоговую ...";"null";"20 мар 2017 ... Новости E-DOC: Как отразить в декларации по НДС ... 641/НДС, которые должны совпадать с данными налоговой декларации по НДС.";
"68C45681-2F1F-9865-7C63-507CDBFBBDE4";"Как уменьшить налогооблагаемую базу";"kak-umenshit-nalogooblagaemuyu-bazu";"https://www.youtube.com/watch?v=9BynRw5Kx9w&sa=U&ved=0ahUKEwjv7fHQ2sfXAhUHYJoKHfDpCIcQtwIIFjAA&usg=AOvVaw11BvwD19-5xVJ8r4tm17q5";"10 способов уменьшения налога на прибыль";"null";"На эту сумму фирма-продавец уменьшает налогооблагаемую базу по налогу на прибыль. "Выгодные" убытки. Не каждая организация может обойтись ...";"Как уменьшить налоги ООО в 2017 году: легально сократить ...";"null";"Как уменьшить налоги ООО, выбор наиболее выгодного налогового режима. ... Поэтому налогооблагаемая база составит 700 тысяч рублей в месяц.";"Как уменьшить налог на прибыль - законные способы";"null";"Какими расходами можно уменьшить налог на прибыль? ... Уменьшающие налоговую базу при уплате налога на прибыль расходы условно можно ... в налогооблагаемую прибыль и происходит экономия стоимости штрафа.";"«Полезные» расходы: уменьшаем налог на прибыль | Oborot.ru";"null";"23 июл 2012 ... Налогооблагаемую базу для него определяют, вычитая из суммы ... об ограничении: единовременно сумму налога можно уменьшить не ...";
"B9C26CDE-2370-3767-475F-53EE3C3CAA4B";"Как отчитаться по доходам";"kak-otchitatsya-po-dohodam";"8wIsaGid6Gc";"УСН «Доходы» в 2017 году: как отчитываться и сколько платить ...";"null";"Упрощённая система налогообложения бывает двух видов: «Доходы» и « Доходы минус расходы». Они различаются тем, с какой суммы вы платите ...";"Отчитаться о доходах за 2016 год нужно не позднее 2 мая | ФНС ...";"null";"27 янв 2017 ... Стартовала Декларационная кампания 2017 года. Представить декларацию о полученных в 2016 году доходах физическим лицам ...";"Как отчитываться по доходам ИП УСН, без ККМ и р\с ...";"null";"Здравствуйте! Хочу понять как отчитываться в налоговой по доходам, если не открывать р\с в банке и не покупать кассовый аппарат?";"Декларационная кампания — 2017: кого коснется и как подать ...";"null";"13 янв 2017 ... Граждане должны отчитаться за доходы 2016 год. Декларацию нужно подавать как предприниматели, так и те, кто работает по найму.";
"B5682075-E8EC-3932-229B-B31C61C31754";"Как заполнить платежное поручение по налогам в 2017 году";"kak-zapolnit-platezhnoe-poruchenie-po-nalogam";"https://www.youtube.com/watch?v=GUeNCXtmaSM&sa=U&ved=0ahUKEwj0nZ6E28fXAhWpa5oKHSMOAl4QtwIIFjAA&usg=AOvVaw1cpfbahzO8IThcNdcYb8Yz";"Платежное поручение в 2017 году (образец) - Главбух";"null";"20 янв 2017 ... Как заполнять поля платежного поручения по налогам в 2017 году, смотрите в таблице ниже. А подготовить платежку без ошибок вы ...";"Заполнение платежного поручения по требованию ИФНС в 2017 ...";"null";"16 май 2017 ... Особенности заполнения платежного поручения по требованию из ИФНС в ... Уплата штрафа по решению налогового органа в 2017 году.";"Платежное поручение по НДФЛ: образец 2017 года";"null";"21 апр 2017 ... Оплата НДФЛ в 2017 году платежным поручением. ... года. Основные правила заполнения и оплаты НДФЛ в бюджет. ... Лучше всего справиться с перечислением в бюджет налога с зарплатных доходов налоговому ...";"Образцы платежных поручений с расшифровкой полей в 2017 году";"null";"4 сен 2017 ... Готовые образцы платежного поручения на 2017 год ... Новые правила заполнения платежных поручений по НДФЛ в 2017 году · Стало ясно, ... Поэтому в поле «Код» при перечислении текущих налогов и взносов ...";
"D8EFA1A5-9F89-6CC3-C6EA-EBFB8062D200";"Как оплатить транспортный налог";"kak-oplatit-transportnyy-nalog";"qCvElNicKnc";"Проверить задолженность по уплате транспортного налога и как ...";"null";"";"Как оплатить транспортный налог — онлайн оплата налога на ...";"null";"14 дек 2016 ... Как оплатить транспортный налог онлайн. Услуга онлайн оплаты транспортного налога на машину физическим лицом сегодня ...";"Как оплатить транспортный налог: через Сбербанк-онлайн, по ...";"null";"Как оплатить транспортный налог. Оплата ТН юридическими лицами. Как получить извещение об оплате физическим лицам. Возврат переплаченного  ...";"Как заплатить транспортный налог если нет квитанции в 2017 ...";"null";"Как оплатить транспортный налог на машину без квитанции Любой владелец автомобиля сталкивался с ситуацией, когда оплачивать транспортный ...";
"9E60B9C9-755A-EF7C-309A-203622CF32C4";"Как заполнять счет фактуру в 2017 году";"kak-zapolnyat-schet-fakturu";"is_ciZO3mmY";"Новая форма счета-фактуры с 01.10.2017 года: образец";"null";"С 1 октября 2017 года порядок заполнения счета-фактуры дополнен новыми положениями.";"Счет-фактура с 1 июля 2017 года: новые форма и формат";"null";"30 май 2017 ... Новые форма и формат счетов-фактур с 1 июля 2017 года. Бланк и образец заполнения с учетом появления новой строки 8. Примеры.";"Корректировочный счет-фактура с 1 октября 2017 года: новая ...";"null";"Скачать новый бланк корректировочного счета-фактуры, применяемого с 1 октября 2017 ...";"Счет-фактура с и без НДС в 2017-2018 годах - nalog-nalog.ru";"null";"Однако с октября 2017 года изменился порядок заполнения данных об адресах продавца и покупателя. Также в форму счета-фактуры были добавлены ...";
"0AD6F01D-73A8-D964-7E7C-B1BFA232C200";"Как вернуть налог на квартиру";"kak-vernut-nalog-na-kvartiru";"5OnGrJuG0kc";"Возврат Налога При Покупке Квартиры 2015 2016 - Налогия";"null";"";"Налоговый вычет при покупке квартиры/дома - 2017 | Верни Налог";"null";"Вы можете вернуть деньги по ... Если Вы купили квартиру в прошлом и не ...";"Получение налогового вычета при покупке квартиры в Украине ...";"null";"Узнайте из статьи, как происходит получение налогового вычета при покупке квартиры или дома, и как вернуть сумму уплаченного налога.";"Возврат Налога При Покупке Квартиры 2015 2016 - Налогия";"null";"Возврат налога при покупке квартиры. Что такое вычет при покупке квартиры (и иной недвижимости). Вы можете вернуть себе деньги, уплаченные ...";
"98165BC8-3C62-D42E-2B94-BD049C53D1B7";"Как проверить книгу доходов и расходов";"kak-proverit-knigu-dohodov-i-rashodov";"K2naLupV2oY";"Как проверить павильность книги доходов и расходов?";"null";"Скорее всего, Вы на упрощенке, если по доходам, то берете книгу, открываете приход по банку и считаете 6%, если суммы в книге ...";"Книга учета доходов и расходов в 1С:УПП";"null";"Сформировать Книгу учета доходов и расходов можно сформировав отчет « Книга ... Также для проверки правильности формирования КУДиР можно ...";"Книга доходов и расходов в 1С 8.3 и что делать если расходы не ...";"null";"18 июн 2017 ... Как производится заполнение книги учета доходов и расходов в 1С. ... и проверить правильность последовательности документов.";"Как проверить правильность заполнения книги доходов и ...";"null";"Есть ли увязки при проверке книги доходов и расходов на УСН ( налогообложение доходы минус расходы), как проверить правильность ...";
"85D76EE1-4B3E-6AC9-41F9-3B7FE00F4D62";"Как уменьшить сумму ендв";"kak-umenshit-summu-endv";"nIYNyh0yr24";"Уменьшение ЕНВД на страховые взносы в 2017 году для ИП";"null";"С 2017 года ИП вправе уменьшать ЕНВД на страховые взносы «за ...";"Уменьшение ЕНВД на фиксированные платежи в 2017 году";"null";"12 май 2017 ... ЕНВД: уменьшение на страховые взносы в 2017 году. ... Вдобавок допустимо уменьшение ЕНВД на сумму страховых взносов и сразу ...";"Как уменьшить сумму единого налога — СКБ Контур";"null";"Если взносы уплачены единовременно, то сумму ЕНВД за этот квартал можно уменьшить на полную сумму оплаченных взносов. В случае если взносы ...";"Уменьшение ЕНВД на фиксированные платежи 2017 ...";"null";"Снижение суммы налога возможно за счет основного платежа. В то же время допустимо уменьшение ЕНВД на 1 процент страховых взносов, ...";
"DFF8A5D6-335F-7482-1BAB-E43059277B91";"Как уплатить подоходный налог";"kak-uplatit-podohodnyy-nalog";"bkRX-sqI37M";"Налог на доходы физических лиц - НДФЛ - Налогия";"null";"";"Налог на доходы физических лиц 2017,подоходный налог в ...";"null";"Размер, начисление и расчет подоходного налога. Льготы, удержание, возврат и возмещение, сроки уплаты, куда платить и как вернуть налог на ...";"НДФЛ: налог на доходы физических лиц Украины, расчет НДФЛ";"null";"НДФЛ - основной налог на прибыль физических лиц Украине. Плательщиками НДФЛ .... И в том, и в другом случае, нужно платить налоги с дохода.";"Подоходный налог с физических лиц в Украине: ставки, порядок ...";"null";"31.08.2015. Налоговый счет: сколько платят украинцы (Лонгрид). У государства нет своих средств. Каждый раз, когда оно что-то финансирует ...";
"DB53A46A-B4D4-E340-FA4B-89CAF6DB22DE";"Как платить вмененку в 2017 году";"kak-platit-vmenenku";"https://www.youtube.com/watch?v=kfsL0u1lCo4&sa=U&ved=0ahUKEwjH0O3k28fXAhXFYJoKHZcCBA0QtwIIFjAA&usg=AOvVaw28Eb8UH6ifYHwqQT-NZBzp";"Срок уплаты ЕНВД в 2017 году";"null";"В 2017 году ЕНВД платите по реквизитам ИФНС, которой подведомственна территория, где ведется «вмененная» ...";"КБК по ЕНВД на 2017 год: таблица";"null";"21 дек 2016 ... Поэтому ЕНВД они платят по местонахождению головного офиса. Также см. «Страховые взносы ИП на ЕНВД в 2017 году: что ...";"ЕНВД с 2017 года: изменения";"null";"19 янв 2017 ... Список изменений по ЕНВД с 2017 года. Что изменилось в перечне бытовых услуг по ОКВЭД, новая декларация и увеличенный вычет ...";"Как ИП в 2017 году платят ЕНВД - Главбух";"null";"20 сен 2017 ... От того, где работают предприниматели, зависит то, как ИП в 2017 году платят ЕНВД. Обычно налог перечисляют в ИФНС, ...";
"BD0B638D-9382-AA99-71F7-42C989136FF2";"Как получить налог с покупки квартиры в 2017 году";"kak-poluchit-nalog-s-pokupki-kvartiry";"https://www.youtube.com/watch?v=fFwmPOisZWw&sa=U&ved=0ahUKEwjc1Zj028fXAhXqNJoKHbVaAloQtwIIFjAA&usg=AOvVaw007n56VH3pl93JVYhd5KIK";"Возврат налога при покупке квартиры в 2017 году | ПапаЮрист.ру";"null";"В процессе приобретения любого типа недвижимости законом Российской Федерации гражданину предоставляется возможность получить от ...";"Налоговый вычет при покупке квартиры в ипотеку в 2017 году: как ...";"null";"Процедура налогового вычета при покупке квартиры в ипотеку позволяет Вам как собственнику имущества получить возмещение суммы подоходного  ...";"Налоговый вычет в 2017 году при покупке квартиры ...";"null";"27 мар 2017 ... Всё про налоговый вычет за 2016 год при покупке квартиры. Сумма ... получить предельную сумму возврата НДФЛ при покупке квартиры ...";"Налоговый вычет в 2017 году | Всё про НДФЛ";"null";"12 янв 2017 ... Налоговые вычеты 2017 года, которые могут получить обычные физические лица, разделяются на .... Вычет при покупке недвижимости.";
"E415F6CB-D26D-E01C-BC46-1210DD2EC577";"Как рассчитать сумму налога в 2017 году";"kak-rasschitat-summu-naloga";"LraaazCBs78";"Расчет зарплаты в Украине в 2017 году, зарплата 2017 в Украине";"null";"рассчитать доход, начисленный работнику за отработанное время (как правило месяц);; рассчитать сумму налогов и других удержаний, на которые  ...";"Налог на прибыль в 2017 году в Украине. Ставка налога: как ...";"null";"Размер налога на прибыль в 2017 году ... Сумма к уплате будет ...";"Земельный налог в 2017 году";"null";"5 фев 2017 ... Если сравнить ставки земельного налога в 2017 году с ... Физлицам сумму налога начисляют налоговые органы в ... Подскажите пожал как расчитать налог на землю : Харьков, часный дом , земли 4,77 соток.";"Налог на прибыль предприятий в 2017 году в Украине - Maanimo";"null";"30 май 2017 ... Сумма выплат рассчитывается самим налогоплательщиком. Периоды расчетов налога на прибыль в 2017 году совпадают с ...";
"E65E5153-4826-96CA-FF73-70AC3D8C69F0";"Как принять ндс к вычету в 2017 году";"kak-prinyat-nds-k-vychetu";"ADYa4hkf0kY";"Как подтвердить НДС к вычету в 2017 году";"null";"16 дек 2016 ... Вычет НДС в 2017 году: как правильно посчитать ... Приобретая объект основных средств, организация вправе принять к вычету НДС, ...";"Налоговые вычеты по НДС в 2017 году - Главбух";"null";"22 мар 2017 ... Чтобы получить налоговые вычеты по НДС в 2017 году, нужно ... Чтобы покупатель мог принять НДС к вычету, продавец должен ...";"Налоговые вычеты по НДС в 2017 году - Бухгалтерия.ру";"null";"1 дек 2016 ... Много нововведений вступает в силу и в 2017 году. ... Читайте также « Поставщик может принять НДС к вычету независимо от того, ...";"НДС в 2017 году - Учет. Налоги. Право";"null";"Декларация по НДС за 3 квартал 2017 года: бланк, пример заполнения ... Можно полностью принять к вычету НДС по услугам специальной оценки ...";
"5156622F-1A81-74FE-D3CD-D9B802C09066";"Как выписать счёт-фактуру в 2017 году";"kak-vypisat-schyot-fakturu";"https://www.youtube.com/watch?v=_Y5KOFjv5yw&sa=U&ved=0ahUKEwjqrs-_3MfXAhUKDJoKHcLrAy4QtwIIFjAA&usg=AOvVaw3sVaq6ppfMBfcWFEKNbb_e";"Счет-фактура с 01.10.2017 года: образец";"null";"3 окт 2017 ... Изменения в счетах-фактурах с 1 октября 2017 года: что именно ... Новая форма счета-фактуры с 1 октября 2017 года: бланк и образец заполнения .... Можно ли выписывать счет-фактуру два раза в месяц.";"Счет-фактура с 1 июля 2017 года: новые форма и формат";"null";"30 май 2017 ... С 1 июля 2017 года вводится в действие новая форма счета-фактуры. Также с этой даты обязательным становится новый формат ...";"Новый счет-фактура с 1 июля 2017 года | Современный ...";"null";"Основание для принятия покупателем к вычету предъявленных ему сумм НДС - выставленные продавцом счета-фактуры. С 01.07.2017 г. всем ...";"Счет-фактура с и без НДС в 2017-2018 годах - nalog-nalog.ru";"null";"Счет-фактура - документ, на основании которого НДС можно принять к вычету, тем самым уменьшив сумму налога на добавленную стоимость, ...";
"2B23487F-89AB-AF46-3D9D-483AF9372FBB";"Как сдавать нулевой баланс";"kak-sdavat-nulevoy-balans";"FjB1QV_9fbc";"Баланс, нулевой баланс, нулевые отчеты | ЦБУиНП Консультант";"null";"Cуть понятий нулевой баланс, нулевая отчетность, бухгалтерские услуги ... сдавать как бухгалтерские балансы в обычном режиме, так и нулевые ...";"outsource-dk.com.ua - Нулевая отчетность";"null";"... подготовке и сдаче нулевой отчетности ... и Баланса целесообразно ...";"Нулевая отчётность — Википедия";"null";"Нулевой баланс (нулевая отчётность) — комплекс бухгалтерской, налоговой и ... если сдаётся вместе с нулевым балансом от дискеты не отказываются. Необходимо сдавать нулевую отчётность только по следующим налогам.";"Нулевой бухгалтерский баланс ООО 2016 образец заполнения ...";"null";"В таком случае все равно требуется сдавать отчетность, в том числе нулевой баланс, ведь за неподачу нулевой отчетности наступают штрафы, ...";
