GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
B9C38235-3848-3BE1-80FB-6BA2B6C7317D;Какие таблетки или травы можно принять при воспалении придатков;;;;;;;;;;
E32D94E6-3A38-3883-B706-53CCA305787F;ВИЧ: признаки и лечение на ранней стадии;;;;;;;;;;
979964F4-C2BB-4432-A98F-454B89930A95;Как брусника действует на давление;;;;;;;;;;
D61105DD-29A5-8829-1932-25E1F2A80631;Как снимают зубной камень ультразвуком;;;;;;;;;;
3F6ABBB6-3732-2938-EF94-72EE213D64D5;Какие лекарства прописывают беременным;tytva1X1zl0;;;;;;;;;
6CC86212-6051-946E-30BF-CFE274146A8B;Самые эффективные обезболивающие средства;;;;;;;;;;
BBB187FF-5A8F-D5DA-41BD-B72788C74954;Какие изменения происходят в организме бросившего курить;;;;;;;;;;
F1153353-0BCE-8A19-28E6-C3BAA2240A3A;Как уменьшить аллергический ринит;C-ZxDS7KPWs;;;;;;;;;
7AC83C48-92FA-2698-D8A6-DD9804757189;Как привыкнуть к зубным протезам;U5pHDTojROY;;;;;;;;;
657C5081-693C-63AD-0648-00EB0433219E;Где используют эвкалиптовый экстракт;wObrlz3Q5v0;;;;;;;;;
8E5ED7B9-5679-D2FD-B57D-AD56FD871407;Чем снять боль при защемлении нерва;;;;;;;;;;
B428AD69-0D44-F494-E9D6-F99AA59BE1A5;Какие витамины полезны для улучшения зрения;;;;;;;;;;
A47B9C35-9661-FCA3-8680-606C8D08F59E;Как возникают коллоидные рубцы;;;;;;;;;;
30BD6D04-5E5D-2A49-D1BB-AC14958A964B;Что такое аллергия, чем она опасна;;;;;;;;;;
31F17D3F-3900-7FD9-DA44-F12A5660C19D;Какой способ лечения от алкоголизма стоит выбрать;;;;;;;;;;
7E7A08A0-F95E-44DC-9B0E-097CFA8DB95F;Продукты, повышающие плодовитость;;;;;;;;;;
B7F164D1-21B5-2C8B-786D-BD28BDB20B4A;Как скрыть ссадины на лице;t_lLIFPdSGk;;;;;;;;;
9FCB0442-86CF-7731-0737-06890E8A404F;ВСД: как выжить в городе летом;EB_ktWZJ4hA;;;;;;;;;
0938011D-0749-610A-9095-7C1163AC42F8;Как бороться с токсикозом во время беременности;;;;;;;;;;
5631DD92-B99D-8669-84ED-3F2719E254D1;Домашние средства для лечения нерегулярных месячных;0TfmmVGiynM;;;;;;;;;
989D5BC5-CB95-C8F8-2BDE-984FF9E01B7C;Упражнения для облегчения боли в спине;wy5LhVjz-e0;;;;;;;;;
D4469676-D579-1F8F-D295-2AE4CBE3687E;Почему жжет кончик языка;;;;;;;;;;
DB320B12-11D9-3445-A6C7-E7ED7515A434;Чем лечат боли в языке;;;;;;;;;;
6C882892-CB79-1BEC-FEA9-B78878B76835;Как выбрать слабительное;;;;;;;;;;
56064BBA-7F92-87A5-62A1-E5927BDDAF07;Какие таблетки принимают от болей в желудке;;;;;;;;;;
D8D0C174-00D4-0DDE-F0AA-ADACB0D5BED3;В каких случаях пьют настой из череды;;;;;;;;;;
B110FD1A-132A-6EC4-7B96-F00010B76860;Как забеременеть при дисфункция яичников;;;;;;;;;;
61803395-EBCA-5F30-BB87-32B091492223;Что такое лапароскопия;;;;;;;;;;
801CDFF8-3343-9E44-A8A1-EBCD9F4A31AD;Какие таблетки и какую диету назначают при больном желудке;;;;;;;;;;
34C3CE87-30DA-04B5-E422-FF94D669124A;Зачем удалять оставшиеся корни зубов;;;;;;;;;;
DC9A31CD-ABC0-FC88-9258-58E7C17DA061;Какие противовирусные препараты можно принимать беременным;;;;;;;;;;
1E679FD5-5DE3-3B46-80AF-5AF5184AFC46;Как выглядит чабрец;;;;;;;;;;
A55BF18B-7331-217E-D777-B455CBFAC2BA;Как снять боль, когда режутся зубы;;;;;;;;;;
E2C3F47C-3BBB-0276-9604-DE6B7D13F04B;Какие продукты крепят, а какие слабят;;;;;;;;;;
1CF54261-3DF1-AD88-719C-D0A4B166B0DB;Чем полоскать больное горло;;;;;;;;;;
1065B337-9C15-08B4-5168-6B1D792C78FC;Как меняют хрусталик глаза в 2018 году;;;;;;;;;;
3FFD70FC-7111-0A29-32B3-EE5189F6D9EB;Какое лекарство пить при цистите;;;;;;;;;;
CE79D810-CBAC-30CE-A7D5-43754FE64CDE;Какие средства помогают от запаха ног;EkjyxLRJb4Q;;;;;;;;;
130A4896-DE6F-741C-6C32-3CF716D05583;Беременность и молочница;JyCtTVvxTuQ;;;;;;;;;
C1C9587C-137C-C567-B4C2-4DE9ABE04B52;Как при беременности вывести лишнюю жидкость из организма;;;;;;;;;;
223420BF-D840-BB4D-A666-8117935595C6;Как убрать ячмень на глазу при помощи мазей;;;;;;;;;;
934706F2-D1F6-3B09-E2E7-6220ABD76B55;Как бороться с гриппом;;;;;;;;;;
5F5C4C60-16D2-A954-EE52-B554333507D6;Лечение каштаном;;;;;;;;;;
0FAF3A2A-994C-72E3-792F-51E2C1345B42;Лечение варикоза;5UZbDTMR5YE;;;;;;;;;
C53891AD-8F3E-282B-61C3-62BE1F96976A;Как быть, если ужалила медуза;VYpox35z8bI;;;;;;;;;
1E858CB3-B18A-7FDA-743A-D711485F70CD;Лечебная физкультура при ревматизме;crtJFOycx8s;;;;;;;;;
5B6E5B0A-390E-F1D0-1644-EAE9DF826CF2;Как избавиться от головной боли с помощью народных средств;ci_oJJ7Z3e8;;;;;;;;;
539000A5-B018-E77E-C902-87675C7BEAE1;Химиотерапия при лечении рака;LHWkBsA-K-4;;;;;;;;;
9E882548-7A6E-8E2A-B238-6ADE920C6065;Как снять раздражение от укуса насекомого;;;;;;;;;;
756496EE-83A4-9282-D7DF-DAE161147BEB;Как выносить ребенка при угрозе выкидыша;;;;;;;;;;
913042A0-50CE-84C1-CB95-2CAC67C15775;Вредны ли оттеночные линзы;;;;;;;;;;
68402576-1912-837E-30F7-DA1AF2E47A93;Как высокая температура отражается на беременности;Hs1n3w_BWJU;;;;;;;;;
1D88D07B-452E-5AD6-87BE-DEA5182842BE;Какие препараты снимают боль в коленном суставе;;;;;;;;;;
7C848E6A-C87F-9059-FBC1-9738A1F63172;Помогает ли браслет для беременных справиться с тошнотой;;;;;;;;;;
1FCBE053-79F0-065A-9391-618A0A418044;Как уменьшить боль в суставе;;;;;;;;;;
29FEEF39-586F-9D2D-8159-74D7B9B38597;Скипидарные ванны: польза или вред;;;;;;;;;;
1D0D6689-BADE-8362-614B-5FE41565867F;Как избавиться от ячменя на глазу;;;;;;;;;;
A896BB2C-EE44-BDD6-5FAA-7E7672406448;Как делают прокол при гайморите;3o0vOtfHWxc;;;;;;;;;
D081D08E-2E61-4B84-E7D0-BCAAF6AF005A;Какими препаратами можно вызвать лактацию;;;;;;;;;;
030A9BD9-8555-27E4-56D1-E52CF70DEBE7;Как растворить камень в желчном пузыре;;;;;;;;;;
0156D35A-1353-00C6-7DA1-D70F053CA493;Как восстановить зрение без очков;oGdyGnIPg4s;;;;;;;;;
26FD67D1-5256-47A6-BA9D-E7D2C4DA8E56;Какие бывают кровотечения;uKiyBUCq8Kg;;;;;;;;;
E42D7D45-B634-EC6F-9844-F0C04D3174F5;Что такое резекция желудка;dh7tILntzQk;;;;;;;;;
DEC7E12E-3938-E57A-C304-F81F62C23CD2;Как уменьшить боль в горле быстро;;;;;;;;;;
218BC3A1-6DCB-F80F-1BF9-F0564029D5AC;Почему сильная боль после удаления зуба?;;;;;;;;;;
98983C4A-AD76-E0D8-FD7A-9D807493357B;Чем лучше полоскать рот после удаления зуба;;;;;;;;;;
613A46C6-B930-123F-8229-99D3D83596A8;Какие анализы нужно сдавать беременной;OVrFj1P5t8c;;;;;;;;;
2B3C14E1-7A9A-1E3E-5841-E4D80EA63712;Какие лекарства помогают от поноса;;;;;;;;;;
C08F0729-2C69-06E7-021E-1112A7A72EA6;Как извлечь ушную пробку;;;;;;;;;;
FF4A2481-81C2-7B54-9F79-4B558DEC2F41;Какие капли капать при коньюктивите;;;;;;;;;;
6167B4D1-6E1B-D94C-B0B5-1303639A750E;В чем сложность полостной операции;;;;;;;;;;
A3867FB6-62D6-CEAE-9F5D-18D6DBBDC592;Как использовать имбирь;FuNNR0jif2U;;;;;;;;;
D4EE427E-103F-C6A7-AAF9-0792E0FB6DA9;Профилактика и диагностика простатита;E4gjYY8I8OI;;;;;;;;;
17E70DD6-0753-C7A5-029C-6C4D5220F027;Как избавиться от прыщей при беременности;;;;;;;;;;
2D9B8D81-FAA7-7956-0127-75E62DCA1B6D;Какие таблетки помогают от прыщей;PRvL3tC0RAo;;;;;;;;;
C8C3958F-5445-28EB-E3BA-B50CA756B6E6;Чем мазать ребенка во время ветряной оспы;;;;;;;;;;
E115AFAF-80B0-518E-81D2-BF1706B8DCAF;Как выглядит шпора на пятке, лечение;;;;;;;;;;
AA6B543A-5F60-E848-11A8-25679663A1EE;Как прижигают жидким азотом;UQiLZW0IshU;;;;;;;;;
9B9DB893-5EB0-4568-ACA9-5193EA64287F;Что такое комплексное лечение;;;;;;;;;;
3A2DA38A-7ABC-DB06-6730-DA549BBAA74B;Какие лечебные свойства у денежного дерева;;;;;;;;;;
4D8AAE68-A11C-C5E9-A461-A273D563F2E6;Как подобрать антибиотик при воспалении легких;;;;;;;;;;
63AACC57-C791-F160-40AC-2CA4497043D9;Как избавиться от рвоты во время беременности;;;;;;;;;;
202F6121-1E6F-0C67-ABCB-18E79FCA36CB;Какие таблетки помогают от нервов;;;;;;;;;;
5BAE95E4-7D51-B745-AE63-530394F8EE81;Как колоть фраксипарин при беременности;;;;;;;;;;
9BF6BA27-9AF7-4006-E2C2-7659564ED4B5;Облепиха, как лечебное средство;5Ve92MM66zo;;;;;;;;;
EC309654-B2F4-FF8A-8197-32FE2D709E2C;Как ставить пиявки при варикозе;eJlR4E6fh9o;;;;;;;;;
6F9566B7-498C-BE27-986F-B8CFD1C7E1D9;Как снять зуд при беременности;m_Cnmbk0PFI;;;;;;;;;
72EC981D-B587-229B-32D0-FED3511A37A7;Как использовать лидокаин;;;;;;;;;;
541391E3-69EB-9BE8-6C35-BB2B216FFB5B;Какие таблетки улучшают память;2Her0UfS3Ds]</li>  </ul>;;;;;;;;;
C4DEA174-ACB2-14DA-B834-130ABE30C890;Какие зубные пломбы самые надежные;bm5QGNd5wGU;;;;;;;;;
56B0EDBD-351C-7CFD-D1F5-71F056819BA4;Как исцелиться от всех болезней;;;;;;;;;;
68D60790-5B4B-BB4B-34F3-861BFE748519;Как выглядят вши на голове;;;;;;;;;;
7B971BB3-0CAE-15DA-69F4-ADF7CC36B71B;Как отрегулировать сон;#NAME?;;;;;;;;;
CFD2C27E-41F5-06C6-AA9D-B85FBC4C6AAF;Как избавиться от герпеса навсегда;;;;;;;;;;
05BD0432-DD92-ED1D-4814-AFB11B95A24B;Как применять мазь Вишневского;;;;;;;;;;
83E702DA-75A9-B221-0C73-C4A6EB002BBA;Какими анализами проверяют поджелудочную железу;;;;;;;;;;
4731A913-752D-6FF5-9A7D-03E77FC2F0B3;Кому показана лапароскопия яичников;;;;;;;;;;
C30D90C4-4325-92B1-AF06-71730ED79BC7;Какие уколы назначают при артрозе;;;;;;;;;;
1B531CBE-35FA-E879-E98C-EE69F0F62FE9;Как избавиться от геморроя навсегда;;;;;;;;;;
91F37104-E730-DE8D-5E70-0C7AB7921A06;Лечение простуды у детей народными средствами;;;;;;;;;;
F6037A68-D08C-DB4E-8130-01E681E9C4B8;Что можно капать в нос при остром гайморите;;;;;;;;;;
C173C8F6-0CC0-89C1-7B07-02E6B7FE34CF;Изжога и борьба с ней;;;;;;;;;;
80ED4643-F234-9E82-4DB0-4CA6579114A5;Как убрать темные пятна на лице;K6_vUyblZGg;;;;;;;;;
AB8D6819-0BCF-7B83-AC72-669506CDDC0E;Какие антибиотики помогают при поносе;;;;;;;;;;
6C4958E7-91DD-10D0-9BBA-9CFA9E372CE6;Как избавится от вредных привычек;;;;;;;;;;
21FEFED0-F9C0-0754-1590-B43BDC380AC6;Какие антибиотики назначают при кисте;QfwqKX05i-c;;;;;;;;;
71DEC056-F09C-E8F8-E1EB-06B59F622A5B;Как убрать угри в домашних условиях;ymKf-dTlQoE;;;;;;;;;
6C55FF55-BDF0-2372-00E0-663908A5BDCB;Как убрать гной из пальца;;;;;;;;;;
D052C9EB-1A6E-3338-2FD4-8156A8E5E279;Как проходит лапароскопия маточных труб;;;;;;;;;;
F316502B-BF0B-1BC3-1D0D-312E6FDDBC7D;Как очистить легкие и бронхи от смолы;;;;;;;;;;
A55A4848-37F7-87B1-6577-382AD29986AC;Как полоскать горло морской солью;;;;;;;;;;
A46AAA1C-7B45-2BB5-85B5-ED92907763A4;Какие коронки лучше всего для зубов;;;;;;;;;;
9822CD9A-5DB6-BEDB-ADA1-3ABBD85A0BE3;Можно ли пройти медицинское обследование онлайн;;;;;;;;;;
51099623-19D4-3130-8A71-527C0F2AD0DB;Какие лекарства помогают при сотрясении мозга;;;;;;;;;;
59697C59-CA82-6025-8ADA-86700E6FE5BD;Когда у новорожденных проходит желтушка;;;;;;;;;;
8D3853DE-502E-F9C2-E334-06A486E20461;Как бороться с повышенной температурой у беременной;1ytK_t-aEsY;;;;;;;;;
E8983BF3-863E-82A1-009F-65E688E65FBA;Как снизить холестерин;;;;;;;;;;
43122F19-C628-745E-F0F7-924A241B11B9;Какое лекарство можно принять от температуры;JIOBt8BKlls;;;;;;;;;
20DC9EC3-95D0-DBC0-3963-90A1BE9149C5;Какие антибиотики принимают при уреаплазме;;;;;;;;;;
8FFCB6AA-A7CC-AE9C-0F68-48780F936B82;Какие лекарства принимают при панкреатите;;;;;;;;;;
3C1587B7-B9D0-B772-F669-70ACA3675E24;В чем опасность лазерной коррекции зрения;;;;;;;;;;
97C139D7-DBC1-FD1E-212C-FC37A072D2CF;Как навсегда избавится от молочницы;yS5meFYJAJI;;;;;;;;;
FD9D29FD-F914-4245-4EFE-967EB0F543EA;Как бросить пить навсегда;iqQs0Z5Hmoo;;;;;;;;;
96A30533-E613-F417-1ED6-37702BED2A4B;Как выходить из запоя самостоятельно;V7rbBifuVLA;;;;;;;;;
58DBB8F7-EF67-CA1E-F466-95A10693D465;Целитель хмель;;;;;;;;;;
12B1C08C-D003-84F7-1E62-B6DF6ADE6BC5;Эвкалипт для ингаляций и не только;Aj4W4S7GQGg;;;;;;;;;
DB5E31F8-7BE6-4AA8-5FF1-9E7AC71A714F;Как справиться с гриппом народными средствами.;z2ywMMiso8g;;;;;;;;;
95FA9B9C-D575-5824-C163-5528E1620A91;Судороги во время беременности;jG-CCueh5Pk;;;;;;;;;
B8E6D5F0-7E05-F64D-F755-FC07332E0507;Способы отказа от курения;hGC-B8Lbro4;;;;;;;;;
3D55302C-9907-7477-DEE0-2184809502D5;Как проверить, есть ли вши в 2018 году;;;;;;;;;;
37F2A517-12CC-44DB-0513-E677D81DD58D;Как убедить девушку бросить курить;;;;;;;;;;
301D344C-37B6-D78C-9833-1E5D1757728F;Как унять аллергический зуд;;;;;;;;;;
20DEA469-2179-3C01-D44E-BE7DF0B7EDD9;Как смягчить кашель народными средствами;cVynvCZi-VU;;;;;;;;;
EE69CB1C-1729-3A5C-776C-552DF4E92215;К какому врачу обратиться при появлении глистов;;;;;;;;;;
5D319D98-0F00-BCF7-6F11-DABBCCE694D5;Как бороться с ангиной народными средствами;;;;;;;;;;
D60D2EFE-F58E-C57E-A3FF-0D9BD6E86580;Какие лекарства можно принимать беременным от кашля;;;;;;;;;;
C82742CA-1023-0E8F-68C3-F38412972AA3;Как уменьшить внутричерепное давление;_yTDE4FXReQ;;;;;;;;;
63637688-87E2-BA21-04D0-F2E1A07461D4;Как снизить чувствительность кожи;588PcQC9r1c;;;;;;;;;
FDC3C9F2-4162-5D15-CBDF-1492735CAC91;Как сбить давление при беременности;;;;;;;;;;
7E771F45-2E1D-8159-9705-DFDEE3D544AE;Как расположены внутренние органы человека;mKorQcfMB9c;;;;;;;;;
AE611ECF-B699-4570-BD75-1764B3DEA9A8;Как принимать магний при беременности;n_BlRCamtL8;;;;;;;;;
902751AF-6F5A-1C17-04F6-5B22D137C8D1;Как подготовиться к наркозу;H8DZFGVdJ4Q]</li>  </ul>;;;;;;;;;
F382DEB0-2F1C-0CBB-C734-7BEEAE8A15C8;Как удаляют аденоиды у детей;;;;;;;;;;
6AEB8D19-C84A-A096-3F5B-14633F0322FB;Как проверяют зрение по таблице;;;;;;;;;;
7F189BE9-7B08-E4E7-8A2D-1F7AD1FEA7BD;Как ставить уколы алоэ;5jog-WqwQp8;;;;;;;;;
CC00C45F-B1DF-ED3D-A562-2F20D058D33C;Как в 50 сохранить здоровье суставов;;;;;;;;;;
46F71824-F0F0-929E-886E-D119F7E0E7DD;Как предотвратить появление зубного камня;rk_v29BvLwc;;;;;;;;;
588C76DF-6F4B-0DF8-D642-07E97F6E57BB;Как принимать Мукалтин при беременности;;;;;;;;;;
E75BDF59-5E6A-2F47-A65E-2C7CFB9E8B30;Как выглядит экзема на руке, лечение;RB-87wTLXU4;;;;;;;;;
44CC66A5-AC1F-DD12-F411-3B7C66A3E55D;Какие свечи от геморроя использовать при беременности;hjdzrveKe3g;;;;;;;;;
FC6C3F6D-D477-30B8-F5F5-F103D9CAA18E;Режим больного пневмонией;;;;;;;;;;
D6393DCF-E571-4109-4159-AE85B0313791;Как убрать морщины на лице;7Nlx5iIaFno;;;;;;;;;
295743EF-7CD7-85FD-EE84-4F22FA557FDB;Картофель спасет от многих недуг;T5IjQ4Trf80;;;;;;;;;
907655CF-80A1-AB20-855E-C96D8DD0B3BE;Какие таблетки можно пить беременным, чтобы избавиться от изжоги;;;;;;;;;;
B52667C9-4C96-A92A-1E59-F29EB7C9F998;Как надевать воротник шанца;;;;;;;;;;
082B43D2-D8B0-BBED-6F2F-CBED50CF17B8;Боремся с перхотью успешно;gSFcSly_vSU;;;;;;;;;
A7549B5B-9B45-F7DD-80A6-E56A9DBD7A38;Как увеличить малые половые губы;khwDFOF8K8c;;;;;;;;;
469E0B13-29D2-F696-0084-5D7E0743F10A;Чем полезно грязелечение;ZtL5JYjkhI0;;;;;;;;;
CBA7F12A-F11D-DA8B-7E17-3797DC451923;Как избавиться от аллергии на пчел;;;;;;;;;;
3AE88394-3180-E62E-DE0B-7B0333ACB611;Как помочь ленивому желудку;;;;;;;;;;
4C32B5C0-D296-6071-5F19-F7119D62019F;Как навсегда избавится от перхоти;;;;;;;;;;
D2ADE38B-97F7-4DF2-D339-BB8E07D10BD2;Как забеременеть при диагнозе «дисфункция яичников»;;;;;;;;;;
6A8330B2-746D-3D38-B3B8-58DD18ED1208;Как убрать сосудистые звездочки на носу;;;;;;;;;;
2A408991-C682-FDA2-6093-5B5500B273E9;Как выглядит коронка для зуба;;;;;;;;;;
73A3AC5C-9B07-B62F-05FF-19983FA5D2CA;Как убрать прыщ за час;;;;;;;;;;
8F8E6CF3-110C-0A0A-AD16-68120C3074FA;Как избавиться от заложенности носа при беременности;mp4apCSo9Ec;;;;;;;;;
6353D514-A581-B4B6-EEB4-A672A25D6A0C;Повышенная чувствительность зубов;XLX-DP8Utnw;;;;;;;;;
C3368E91-C119-D275-C609-FF8244B39E63;Судороги ног, причины, первая помощь;QQ9_qWr3VH8;;;;;;;;;
AA53F4E4-CEFF-EEB7-DD3C-EF6DAC33954D;Лазерная коррекция зрения;lUMfsmHLW_U;;;;;;;;;
390C0B91-1A55-F399-AD23-3ECD398A3486;Что такое паллиативная помощь;;;;;;;;;;
B56F0D71-D9B1-3CB7-E195-914CD6EECA49;Пять основных заблуждений при ОРВИ;ucM3jw97Ab8;;;;;;;;;
732A480E-14C3-2909-13E1-153F988BCCE6;Острые отравления: первая помощь и методы лечения;Z0b-1uv907E;;;;;;;;;
1A44063B-32F3-A104-7FBA-DDDF60FFA411;Как облегчить симптомы постменопаузы;;;;;;;;;;
86AA5714-BF9D-04F2-6634-996C3925F809;Как похудеть, если нарушен обмен веществ;nfDFR6pJwho;;;;;;;;;
00E1B6DA-11CF-9BD4-39F0-BB3CAA6BFB64;Какое самое эффективное средство от простуды;6ESNDojNc1U;;;;;;;;;
51DFB639-DE97-4559-09E4-BDCABAA87B27;Как дробят камни в мочеточнике;;;;;;;;;;
318FDA85-1248-D605-4581-065D9EE62D8B;Как сохранить здоровыми зубы у ребенка;;;;;;;;;;
405F738B-D2BF-09FE-5EE2-6379F5A2072F;Можно ли растворить оксалатные камни самостоятельно;;;;;;;;;;
A2D309D2-9E07-FDE7-7DD6-5C094327A58D;Как выглядит и зачем нужна пластинка для зубов;;;;;;;;;;
94E1A5A5-68F1-CA99-CDDD-D14A8357947B;Как понизить давление без лекарств;deECibPlfSI;;;;;;;;;
1978AC64-EBED-2852-67DF-58C4C9B6AE50;Какое успокоительное лучше при нервном тике;5KKjl4u6Kes;;;;;;;;;
29864783-6B47-EEE3-5B80-8B45C2161612;Как поднять уровень прогестерона;W71T7kopdlQ;;;;;;;;;
027E39C1-8552-D952-24CF-E576B949FA46;Как избавиться от гипертонии навсегда в 2018 году;3UkZCBuDhWE;;;;;;;;;
02A98DB6-73B2-CED8-7E8E-32240A6F205C;Как следует бороться с целлюлитом;rEoz2cZrq88;;;;;;;;;
87709196-4152-2ADC-1952-7E87F4D29817;Какие продукты помогают справиться с воспалением?;zaI5Z45Lauk;;;;;;;;;
F802710B-1435-A064-9DA7-DF079AF0DFF2;Оздоровление спины: какие способы не подходят для этого;twY9o5I8p6M;;;;;;;;;
7F047ECE-5D29-F195-C770-0E76E23D3B1D;Боли в спине: профилактика;LI0Fs841iks;;;;;;;;;
D6C0214B-8720-5597-2196-EEEF5B8A1228;Какие сиропы от кашля наиболее эффективные;;;;;;;;;;
6B6FC969-28B4-5E3C-8091-3D3DFDC7D296;Как избавиться от растяжек с помощью операции;;;;;;;;;;
D10C00DA-0335-891B-A83A-D9DCA045C652;Как сбить высокую температуру у ребенка;Hh6x-XPts2g;;;;;;;;;
A2AC950E-7C4A-7BC2-4DD8-20A65EC1FDC2;Как делают операцию по пересадке почки;jksfOZwxGfc;;;;;;;;;
EFCE71E9-9975-D3A4-18F4-46D13A24F0D3;Какие успокоительные есть для беременных;;;;;;;;;;
35A464C9-C02D-743C-EC36-8F650B10B32A;Как забеременеть при высоком ТТГ;;;;;;;;;;
0F9E4387-13ED-BBB7-7BF7-4BC904C79B2F;Как избавиться от целюллита;276qulNiuEw;;;;;;;;;
6A8550DB-9EF8-C94A-C49D-595DC6B130D8;Как используют соду в медицинских целях;hWzJ5Xvccdg;;;;;;;;;
A24BD7A8-33C9-97AE-BE4E-218D364F67BA;Как влияет рентген на беременность;;;;;;;;;;
5F8B77D0-59D4-D9C5-48F5-4E9424484AAA;Как выглядит сухая мозоль;;;;;;;;;;
CE5EC775-E265-473E-BFCC-1183D4433151;Как пить противозачаточные таблетки, чтобы потом забеременеть двойней;;;;;;;;;;
30C2CD16-588F-5A2A-9EDA-61B462F1575B;Как бороться с повышенной потливостью при климаксе;;;;;;;;;;
712B7337-5D6C-695E-8A1D-43BB37FB3E1E;Как предотвратить появление грибка на ногах;qW1B-VqWZeM;;;;;;;;;
37A7D8D1-B441-5C21-3A04-662883CB305E;Под каким наркозом делается лапароскопия;;;;;;;;;;
60A1AFC8-1B4D-6EE1-2819-F7D77D6997C5;Как бросить курить: все способы;bHudrixVzQ8;;;;;;;;;
71624956-EA40-2C64-8844-77D729388310;Как снять боль при онкологии;;;;;;;;;;
1BA3F127-F9E2-1F95-9397-0301603F443B;Как бороться с ожирением медикаментозно;;;;;;;;;;
C6BFED03-59A5-5FE2-0053-C301358D5E05;Как часто нужно ставить свечи при высокой температуре;kHqJ51xTNvQ;;;;;;;;;
AAFFDB1C-5910-B65B-037C-2D7FCEA0737D;От каких болезней помогает клубника;;;;;;;;;;
897E6495-8C4A-687B-F512-1FD357A7385F;От каких болезней помогает одуванчик;;;;;;;;;;
0A15510F-9E82-33B0-6C6B-E5F97A91CC5F;Как спасти от инсульта;;;;;;;;;;
5B59F57E-4C31-3C8F-8AD9-C93A8D4C765B;Как осматривает гинеколог;;;;;;;;;;
05DCE59E-62A8-F921-548C-F6CDB83CBF6F;Как влияет лишний вес на беременность;4d3vCE04x_c;;;;;;;;;
A4CAB900-4DA9-4414-445A-3D161240476C;Какая мазь помогает от молочницы;;;;;;;;;;
A29D7490-8144-F1BB-3F5D-86F7DADBD315;Как не заразить другого в 2018 году;;;;;;;;;;
0C359CC6-AF91-523F-35ED-6FF7AD857EB3;Какая мазь помогает от варикоза;enuunpWOhjc;;;;;;;;;
CC9CB10C-B348-BA05-BE96-614084EBC3C5;Какие есть средства от поноса;;;;;;;;;;
DF27CEE0-CA48-5A3C-5562-9E78223C8C0F;Почему так важно обрабатывать пупок;B9eyjLE9YAo;;;;;;;;;
DBD169A0-F89D-4483-6F75-87F4343A04D7;Как убрать ячмень с глаза за один день;;;;;;;;;;
6F468959-21F9-42DB-91F8-5EC52D5CE2AB;Как снять боль в копчике;PqigSV40xnU;;;;;;;;;
5116F2A0-1813-DC6A-B717-7B3E21DC30CD;Как повысить СОЭ в крови;mqijUNOTEtU;;;;;;;;;
C647B034-814F-EC4B-9CAF-C02783C3E2D9;Как стимулировать работу яичников;;;;;;;;;;
5AB38A18-257D-420F-91FB-FFAEF3E88891;Зачем ставят больному капельницу;;;;;;;;;;
EBB9A651-4A9A-FD49-F6E6-B9D650A9C697;Как навсегда избавиться от черных точек;_A6d8rSYeJs;;;;;;;;;
CFE28FE2-E31E-A8C1-77E8-C7420B619843;Какая трава помогает от кашля;;;;;;;;;;
4D50C990-3DDD-2107-A531-D9D6D0487731;Как защитить верхний слой зубной эмали;JFQfudwh_Cw;;;;;;;;;
DCD2270B-53AD-4D20-0CBA-11B7BBE754D2;Что пить от сильной зубной боли;FVO7ASNShvY;;;;;;;;;
AC5D7690-2ABE-BDB3-9AC9-5CEA219E6F90;Какая мазь помогает от заед;;;;;;;;;;
02166B07-296E-BBD5-71DF-D76DBCF89E6A;Несколько рецептов имбирного чая в борьбе против простуды;4lsm3eXdclo;;;;;;;;;
446087F0-B3B6-C558-9D36-12586B003A00;Какая мазь от псориаза помогает;;;;;;;;;;
9DBCF39D-701F-C075-6A65-D49823BCAC18;Почему болят мышцы ног;gTLt534qmMs;;;;;;;;;
5DA9D7D3-5DF4-3A91-7930-5CD98E488AAF;Какая трава снимает воспаление;Qv4Ybox-U1I;;;;;;;;;
1FF1768B-4437-5B84-6817-66D214BD461C;Как снять боль в пятках;;;;;;;;;;
9D5F83E3-45C5-1A6D-C6F1-50BB21CCCC57;Какие витамины помогают при аллергии;;;;;;;;;;
480817D7-56D8-5D64-B9EE-2570F0E733D7;Какие слабительные можно при беременности;;;;;;;;;;
18A3C967-94E7-9C3F-A107-68AD342C784E;Как избавиться от боли в копчике;;;;;;;;;;
1ADA087E-D261-EC64-2F15-F7C897930532;Как транспортировать больного с переломом;gcrEd0pqfWA;;;;;;;;;
0521D64B-665D-73C7-4AA7-B0DE40BA5F58;Какие травы помогают от глистов;;;;;;;;;;
EE68471E-32BD-B16F-0452-C462A40F9D1E;Какой препарат помогает от склероза;;;;;;;;;;
D65B9B61-4D21-038E-EBD7-03D2159B5C7A;Сироп ипекакуаны - что это?;;;;;;;;;;
2D0C6B87-C52C-C21D-26C8-3A3474C334CB;Как очищают организм от радиации;;;;;;;;;;
D0D69CF9-42E4-AE00-72A6-23CF33057D3F;Металлокерамические коронки: плюсы и минусы;;;;;;;;;;
F99AC7EE-2E33-FC5A-6FDB-75F820DC56A8;Какая анестезия разрешена беременным при лечении зубов;zPfT0c6Q-5k;;;;;;;;;
