GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
F45A61F9-7A34-0369-A556-5C4310718201;Как сделать варенье из крыжовника;gBN-tDY_qrs;Варенье из крыжовника;https://www.edimdoma.ru/retsepty/76310-yantarnoe-varenie-iz-kryzhovnika;<p>Как приготовить вкусное варенье из крыжовника</p>;Рецепт вкусного варенья из крыжовника;http://allrecipes.ru/recept/7601/-----------------------------.aspx;<p>Приготовьте простой и вкусный десерт - варенье из крыжовника</p>;;;
0CCB86FE-72FD-E34B-3C2C-F3FB601C8A80;Как варить вкусное арбузное варенье;4TT5rPx7fjQ;Вкусное варенье из арбуза - рецепт;https://www.edimdoma.ru/retsepty/27493-arbuznoe-varenie;<p>Арбузное варенье - красиво и полезно</p>;Рецепт арбузного варенья - просто и вкусно;http://allrecipes.ru/recept/3329/----------------.aspx;<p>Ка дома приготовить арбузное варенье</p>;;;
999D1991-FBD0-92B7-2349-3737F30C5BF3;Как приготовить варенье из мяты;oWUuN4IaF7Q;Варенье из мяты на зиму;https://tv.ua/trend/recipes/varene-iz-myaty-ot-evgeniya-klopotenko-recept-96323.html;<p>Как приготовить мятное варенье дома</p>;Рецепт варенья из мяты;http://www.glav-dacha.ru/izumrudnoe-aromatnoe-varene-iz-myaty/;<p>Варенье из мяты - простой рецепт</p>;;;
36A2EA87-FDD8-AA8A-48F6-C30B841A70C0;Как приготовить варенье из киви?;O5_jaH8j1s8;Рецепт варенья из киви;https://tutknow.ru/cookery/preserving/9247-varene-iz-kivi-kak-prigotovit.html;<p>Как приготовить варенье из киви</p>;Рецепт варенья из киви - пошагово;https://www.edimdoma.ru/retsepty/60145-varenie-s-kivi-i-limonom;<p>Приготовьте необычное и вкусное варенье из киви</p>;;;
C50AE3A3-18CB-283B-9004-5C7509BA2FFD;Как приготовить варенье из кабачков с лимоном;;;;;;;;;;
AD577EA7-3A5E-EA86-90DF-1FA4A50E2A01;Как приготовить простой песочный пирог с вареньем из красной смородины;;;;;;;;;;
DB6734EF-095D-871F-90CA-C01D3A131349;Как сварить полезное арбузное варенье;;;;;;;;;;
25471324-FA3A-7BC4-2334-947C797BE14D;Варенье из фейхоа;Isv-YU9xHmg;;;;;;;;;
99D19310-00DE-CC3A-C221-DEA7E4DDE34F;Как сварить яблочное варенье с виноградом;;;;;;;;;;
9D92E3CD-093D-541F-3FDA-83813D21EC47;Клубничное варенье;;;;;;;;;;
36731798-B0EA-51FC-7A0B-AC9EC0E05CBF;Как приготовить черноплодное варенье со сливами;;;;;;;;;;
5A200A04-63FD-8E81-BFD0-3B1E35B0D7EB;Как приготовить варенье из лепестков роз;;;;;;;;;;
1EA2900F-E4F3-5D03-ACDC-16291B1BB65F;Сладкие заготовки: варенье, конфитюр, джем;;;;;;;;;;
1810E50E-4E4B-E027-0F0E-3ABAE851215B;Яблочное варенье с грецкими орехами и коньяком в мультиварке;;;;;;;;;;
FC0E28CC-8AED-5232-62D6-E99200322131;Как приготовить нежное варенье из яблок;;;;;;;;;;
ACAC1915-DDA0-8B35-35EB-DF9B66C628E6;Песочное печенье с кремом и малиновым вареньем;sQotN48iZ9M;;;;;;;;;
767150BD-36FD-B997-6F8C-0B8C03C1179F;Как приготовить айвовое варенье;zfLBplIP0vs;;;;;;;;;
216AD6A0-3A5A-3761-D577-7C2827D1EC4E;Как варить варенье из зеленых томатов;;;;;;;;;;
02C53252-C733-098E-2014-37F11193505E;Заготовки на зиму: как приготовить варенье из персиков;;;;;;;;;;
8A88E6A9-60C6-7D2C-08C0-41F8A4572C42;Как сделать варенье из еловых шишек;;;;;;;;;;
4104DAFA-7315-1BF9-8242-1ACC5A496A51;Варенье из ревеня: какими полезными свойствами оно обладает;;;;;;;;;;
0997095D-A8FF-60CC-FA45-5D19801C2DD1;Как варить варенье из печеных яблок;b-NAdr-FCKk;;;;;;;;;
A428F3C4-6963-FA69-8339-E112418CA8CF;Варенье из папайи;0GaczJiWBP0;;;;;;;;;
CED23DAE-3AF7-91A9-268C-541D54A92004;Печенье с малиновым вареньем;hrMDN9Wjapc;;;;;;;;;
9A2A7109-910D-4478-2A19-AE6C637EFF58;Как приготовить варенье из терна и алычи;NRGlhHx29E4;;;;;;;;;
AC097346-ABC0-EECC-3801-F6037644AFAC;Как приготовить варенье из смеси ягод;hzI0XH0vRFc;;;;;;;;;
94D95DF2-2250-9ED6-B555-766BBE979E8A;"Варенье &laquo;Мирабель&raquo;";;;;;;;;;;
82DA5493-9F2B-C1FC-8AB2-C8F11700E61C;Как приготовить черноплодное варенье;RhD_TQePbMo;;;;;;;;;
DB1EF725-5F12-9150-D89C-E1FADD4B94AC;Как сделать варенье из лепестков роз;r44JvIPrvU0;;;;;;;;;
5C21FE9E-2DDF-BA75-3CAD-9EFD5530B627;"Варенье &laquo;Божественный виноград&raquo;";;;;;;;;;;
0425926B-EBF1-103F-B44F-5CBCD72BA12E;Как приготовить тертый пирог с вареньем;;;;;;;;;;
34750FB2-50F4-219E-9AA5-3C5F5AB67021;Как сварить варенье из цветов одуванчика;;;;;;;;;;
587728B2-CB17-233B-9189-31728DC400C4;Как сварить варенье кабачковое;;;;;;;;;;
B7E690E3-9C47-C3C7-7472-3AFBD3EDB3B9;Целебное варенье из одуванчиков;;;;;;;;;;
26BF0232-DB68-EDB5-1440-5282B98C35D1;Как приготовить варенье из дыни;;;;;;;;;;
149074F8-2170-6979-25D4-F2C5A7C0E46A;Как приготовить творожное суфле с вареньем;eZbQkpGhFeE;;;;;;;;;
1F484EC3-2413-444F-BFBC-A990CD42412E;Как сделать варенье из киви;zcq74MJTvRQ;;;;;;;;;
C74FD4AA-1122-6141-FC1B-F4DC092FCF8B;Как приготовить вкусное варенье из рябины;DzfJ4aGNjNA;;;;;;;;;
A285B3F9-7146-240E-1E60-C219D67FD379;Как сварить персиковое варенье;fGBHWK39aZ8;;;;;;;;;
F5A0361C-7645-CD6F-D5AE-EE712EDE8B3F;Клубничное варенье: рецепты, о которых вы не знали;YvIgMakl6aQ;;;;;;;;;
9FF16CAB-E8C1-E66B-768C-8E51609DDA96;Варенье из физалиса;uysP7TTpZaI;;;;;;;;;
F1421F3B-3CA0-8756-CA5E-9594EDEA52AC;Апельсиновое варенье;0SLY11tD4CE;;;;;;;;;
10547BD5-3E4D-A89F-E38B-2BF1667F0E8B;Как приготовить варенье из шелковицы?;;;;;;;;;;
ACB08824-A728-0EC1-23B2-8AECAADC9521;Домашнее черничное варенье;N_oWhLGhb1k;;;;;;;;;
9068A1A6-93FF-E3C6-1722-893457F666AC;Готовим яблочное варенье;tmTlfxuIdhU;;;;;;;;;
2961EAEF-F3D6-FAA2-7851-82942CC7E99E;Как приготовить мятное варенье;;;;;;;;;;
268F360F-4BAC-CC1E-59B2-1793B685B037;Как приготовить хлебный пудинг с арахисом и вареньем?;y4O2rsCnvv8;;;;;;;;;
87C65140-38AE-7E7B-BFE9-B355F7605B54;Как сварить варенье из клюквы и яблок;5wmKlT4B0Mo;;;;;;;;;
DCA72171-593A-C111-FD10-891C1C0544E5;Варенье из груши и ванили;djyxhC08R4Q;;;;;;;;;
291BE6E7-F885-498A-1AE7-8B784099A75D;Как сделать лимонное варенье;JCv9cPLozoM;;;;;;;;;
729F73E1-24DC-7BA9-8921-8D617B4A95EA;Варенье из моркови;NMVREfX_x14;;;;;;;;;
EC4BA6CB-E09F-B068-5039-C488D17B07F0;Варенье из красной смородины;w8zCb7xQxmY;;;;;;;;;
F341F5DB-FB77-7523-0958-185FF676F106;Как научиться готовить варенье из брусники;Zo_-vyow12s;;;;;;;;;
07D7FD60-BC7E-FC34-DB3D-56F4A57B1F11;Как приготовить варенье из сливы;VUSvpWVd8IE;;;;;;;;;
8F5C8681-0446-4080-8088-23949CD32793;Клубничное варенье: проверенный рецепт;WLOda7nKwAM;;;;;;;;;
D2EE5593-1551-B71C-4BFA-4DE6ABD6F255;Сливово-банановое варенье с орехами;hKz7Tj6pnCA;;;;;;;;;
BB187976-7DAD-AAFA-3A42-1CC53833909F;Как варить варенье из сосновых шишек;AEuLd0D6vfM;;;;;;;;;
18C39D85-9869-4742-AA30-37DC2B973912;Как сделать варенье из апельсиновых корок;X-konf3vArk;;;;;;;;;
C1A40577-5795-519F-5FF8-A22FB5156391;Приготовление пирога с курагой и сливовым вареньем;lJ4k60iJ4t4;;;;;;;;;
1EC3842A-3D40-6840-8B3A-2908EBFBFFD4;Готовим варенье из фейхоа;ZulAM3opv_c;;;;;;;;;
B8CDCC4A-95D2-BF33-6C7F-49A4C44D425B;Как сделать варенье?;Q7WP9IcaDYY;;;;;;;;;
6C08849E-8F2D-EF84-F525-E9C678754915;Дынно-малиновое варенье;;;;;;;;;;
6E37AEA2-FED1-8421-802C-743C4FAF6C91;Готовим варенье из айвы;bcY1XFEdWaA;;;;;;;;;
BAA6B131-A896-7447-5DC9-2D248AAF3D79;Яблочное варенье по-мужски;TZpiJl4y9xo;;;;;;;;;
941364E9-DF1A-ABF8-D50A-2C39E5F70B61;Как приготовить лимонное варенье;JCv9cPLozoM;;;;;;;;;
907481AB-5197-1915-1CB2-5D88C6E81FDB;Готовим абрикосовое варенье;6RJ6rrwyj3k;;;;;;;;;
0DDED9F2-6936-2B53-D613-5181DBBCBB5B;Рисовая запеканка с вареньем;N3qfirny3ng;;;;;;;;;
D7527C1E-641E-AF34-E48E-51759A7F2B72;Сливовое варенье с киви;tAYU7e9WT6A;;;;;;;;;
952A8050-3D48-B604-9FA3-EA3BD2D85DEB;Как научиться готовить варенье из дыни;PDMjou7U_Fk;;;;;;;;;
AE72006F-C2EE-724B-592C-AFFF0786CA41;Как приготовить тыквенное варенье;K6NqGD6ZT58;;;;;;;;;
3CEF4D67-8935-641C-1275-E5B97A0DBC4D;Как приготовить варенье из розовых лепестков;1x1qVDCGhqA;;;;;;;;;
13E1A035-BBD5-A1B7-0DDC-083C0E580A93;Творожно-шоколадная запеканка с вареньем;1xkbwcRoxTs;;;;;;;;;
19BABC60-98B0-02EC-CFDF-7C877BEA767C;Как делать варенье из томатов;RK02R7l0E84;;;;;;;;;
B02DA034-6E5C-2EC2-873C-99B1074C4425;Как сварить варенье из айвы;hTVNHF-ZFm4;;;;;;;;;
95476604-D41C-9430-56BA-6170D1D236F7;Как приготовить варенье из хурмы;ay-4DXh2ZTU;;;;;;;;;
5A919F2B-4FE8-FAFB-FC7C-CE5C6AE90587;Как варить варенье в 2018 году;9UJBW3cFuIA;;;;;;;;;
5938DBE7-6183-EDAD-8C23-1DF439ABF0C2;Как приготовить персиковое варенье на зиму за 10 минут;;;;;;;;;;
E7D36106-DA61-05B9-9B49-CAE478088F88;Как приготовить варенье из яблок дольками;;;;;;;;;;
6D24F2E1-4329-00E6-4393-20AA643D20B2;Как приготовить вкусное и полезное малиновое варенье;;;;;;;;;;
3CBBD970-462E-E0E5-757A-DEC70C253A22;Как сделать желеобразное варенье из черники;F5E2bWhyJCo;;;;;;;;;
DFB298C0-EB36-4D9D-2F11-9DD6C78EB12C;Как приготовить варенье из сосновых шишек;kPN-OcXNXHk;;;;;;;;;
0EDA1EEC-091C-F8B2-4606-D74235027884;Варенье из апельсиновых корочек;FM0EpzN8cTs;;;;;;;;;
6015C6BB-791F-D428-E5F2-0F47BE40FEE2;Как приготовить клюквенное варенье;CtbjCYy2si8;;;;;;;;;
0FC0ED5C-FA50-7C94-9E1A-A685FD490777;Как сварить варенье из лесной клубники;FnxGSi-u_rU;;;;;;;;;
560E27AE-1683-2324-3659-CBC1F6338CC7;Как сварить вкусное варенье из черники;;;;;;;;;;
662819D5-6E0F-07C1-2467-3C5E16CF10E8;Как приготовить варенье из плодов абрикоса;;;;;;;;;;
EA2926D3-B03C-B9FB-4949-335D8710B4C2;Как просто приготовить кабачковое варенье на зиму;;;;;;;;;;
D5396E09-47DB-8CB1-130E-56D303E62BD3;Как приготовить вкусное персиковое варенье;;;;;;;;;;
843EB144-5444-B9F1-F640-A8DED1BB1A97;Как сделать варенье из крыжовника с апельсинами;;;;;;;;;;
6683D60F-F817-8D41-8F64-129F8AA89FFE;Апельсиновое варенье из мякоти и цедры;;;;;;;;;;
C9E542D6-3F23-491F-C48A-98D1F7ABD784;Как приготовить необычное варенье;;;;;;;;;;
3F459E88-DB91-1A8F-27FF-BCEA1974DB3D;Как варить абрузное варенье;;;;;;;;;;
A0F1213F-544A-A2F2-2C35-3624960B17FE;Как приготовить варенье из вишни;;;;;;;;;;
7364D7CE-9082-731D-B34C-5982DEBCC62F;Как приготовить варенье из персиков;;;;;;;;;;
5A2A503A-C1AB-CD01-F2BD-BD021CFDF008;Сливовое варенье с миндальной крошкой;EIGZYbM9cKA;;;;;;;;;
6C4211B2-33CD-C98D-D74D-2CC5DA04CC24;Как сварить варенье из клубники, чтобы ягоды были целыми;;;;;;;;;;
6AA73288-6BDD-5C59-D927-F74C0B82F1D3;Как сварить варенье из кабачков с лимоном;_XIUejN_T7M;;;;;;;;;
819CFDA6-9B57-CE53-1CCF-8AC36BA39166;Простое варенье из арбузных корок с цитрусовыми;;;;;;;;;;
4525B3B5-8EF5-3B33-5599-A86485300858;Как приготовить яблочное варенье с лимоном;;;;;;;;;;
6A536582-9E9C-BB05-F776-4E53F1ED942A;Как приготовить варенье из кабачков с курагой;;;;;;;;;;
B5BFA620-CCDB-3046-C054-F533BB270604;Как приготовить варенье из лимонов;;;;;;;;;;
0FF75912-5403-962F-CCB6-1220DB30C7F6;Как приготовить варенье из тыквы;;;;;;;;;;
30F639FC-B297-4D59-A5EB-172A23F68E92;Как сварить варенье из сливы без косточек?;;;;;;;;;;
37352419-26D6-2AFB-9E7C-59916E0A1687;Как сварить варенье из мандаринов с кожурой;;;;;;;;;;
4D1B663C-042C-C352-A7E4-C792880CD05B;Как сварить рябиновое варенье;;;;;;;;;;
CD615099-EF70-CC7E-8B52-131ABDC75B82;Как приготовить вкусное варенье из кабачков с лимоном;;;;;;;;;;
C9550441-4A73-29B5-F363-7112E4AE0EE1;Как сварить варенье из одуванчиков с лимоном;;;;;;;;;;
16C20C8F-769B-7A23-5C0D-9005CD0F27C2;Как готовить одуванчиковое варенье;;;;;;;;;;
BD1F7BCC-5D74-C5BA-8F5A-D545E295BAD5;Как приготовить варенье из грецких орехов;xhexyxa-2Dk;;;;;;;;;
AFCAA145-808C-2DA4-78B8-36E05F8A056B;Как приготовить варенье из тыквы с курагой;;;;;;;;;;
36950BC5-C413-A1B0-4677-1E4AC3FBC7B6;Как приготовить вкуснейшее абрикосовое варенье;;;;;;;;;;
AAF65D49-5266-9758-5DCE-4B67C2EEDB93;Как приготовить варенье из кабачков, апельсинов и лимонов;;;;;;;;;;
95472FA1-E653-DB41-3A6A-71F3B2DAFB58;Как приготовить земляничное варенье;;;;;;;;;;
D1768AD8-E5A1-AC03-C62C-A4C0B868BC59;Как приготовить варенье из слив в мультиварке;;;;;;;;;;
8CF3CA03-B092-6F3D-F7DE-58D49B4FEE68;Как приготовить варенье из кабачков с апельсинами;;;;;;;;;;
9D1D3C4A-05BC-C05E-E682-E3EE0307F1E2;Как сварить варенье из кабачков и кураги;;;;;;;;;;
0EBF923B-20FD-6771-14A1-A235C51C2493;Как готовить необычное варенье из сосновых шишек;;;;;;;;;;
