GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"9E9E47DA-6EE6-B8F8-DFAE-984DE3BC4D84";"Как снять боль в пояснице";;"8GYiyiXti8c";"Как снять острую боль в поясничном отделе";"http://osteo-hondroz.net/kak-snyat-ostruyu-bol-v-poyasnichnom-otdele.html";"9 май 2016 ... Внезапная острая боль в позвоночнике в области поясницы может настигнуть без видимой причины 80% людей. На самом деле ...";"Что предпринять и как снять острую боль в пояснице?";"http://lmoroshkina.ru/chto-predprinyat-i-kak-snyat-ostruyu-bol-v-poyasnitse.html";"27 ноя 2013 ... Острые боли в пояснице очень часто застигают нас врасплох. Мы теряемся, если происходит обострение заболевания, стараемся ...";"Снять боли в пояснице без лекарств, в том числе при ...";"http://sam-sebe-apteka.ru/83-zdorovie-pozvonochnika/uprazhneniya-dlya-poyasnicy/373-ustranenie-boli-v-poyasnitse";"Барцок-курс гимнастики для позвоночника. Научитесь снимать боль в пояснице без фармацевтики. Так, чтобы в этом процессе была задействована ..."
"50D0CF00-6E3A-0CBB-EC2B-B7A36A136374";"Диагностика и лечение трихомониаза";;"knOY3wf_Ihc";"Диагностика трихомониаза: какие анализы сдают и сколько это ...";"https://www.kp.ru/guide/diagnostika-trikhomoniaza.html";"29 июн 2017 ... Лабораторная диагностика трихомониаза позволяет выявить это заболевание даже в стертой форме и вовремя начать лечение.";"Особенности диагностики и лечения урогенитального ...";"https://www.lvrach.ru/2014/05/15435959/";"Статья посвящена диагностике и терапии урогенитального трихомониаза. Выделены основные преимущества и недостатки каждого метода. Отмечена  ...";"ПЦР диагностика трихомониаза в лаборатории. Трихомониаз ...";"http://lages-lab.ru/article_23.htm";"Лечение трихомониаза необходимо проводить обоим половым партнерам одновременно даже при не выявлении трихомонад у одного из них."
"F133A480-98F2-016A-9B00-1086291CB8A6";"Что нужно для ингаляции";;;"Как правильно делать ингаляции? - Likar.info";"http://www.likar.info/gripp-i-prostuda/article-60744-kak-pravilno-delat-ingalyatsii/";"26 мар 2013 ... Ингаляции – простая процедура, но нужно знать основные правила, чтобы не получить ожег или чтобы болезнь не усугубилась.";"Как делать ингаляции в домашних условиях - Сила здоровья";"https://www.silazdorovya.ru/kak-delat-ingalyaciyu/";"Какими бывают ингаляции; Противопоказания ингаляций; Как делать ... По его завершении не нужно разговаривать, курить или есть в течение часа.";"Ингаляции. Ингаляторы. Растворы. - Главная";"https://kids.to-var.com/deti/ugolok-vracha/aptechka/545-inhaler";"Рецепты ингаляций для взрослых и детей при ОРЗ. Ингаляторы ... По мере испарения масла нужно капнуть следующую каплю. Так продолжается до тех  ..."
"3FC97BB0-FA63-7AB0-C23C-775131D1901A";"Как избавиться от боли в горле при простуде: полоскание йодом";;"kdnFwa6oAvA";"Полоскание горла - Кашель";"http://kashelb.com/lechenie-kashlya/209-poloskanie-gorla";"При кашле, отравлении парами хлора и йода, ларингите и затруднении ... Боль в горле – это неприятное чувство, от которого хочется избавиться как ...";"Чем полоскать горло при простуде: аптечные и народные ...";"https://gorlonos.ru/throat/lechenie/poloskat-gorlo-pri-prostude.html";"Чем полоскать горло при простуде – такой вопрос беспокоит всех, кто ... Для подбора адекватного лечения боли в горле при простуде важно ... гортани поможет быстро избавиться от неприятных признаков простуды ... Улучшить лечебный эффект содо-солевого раствора можно с помощью 2-3 капель йода.";"Полоскать горло содой и солью – пропорции, правила - Горлонос ...";"https://gorlonos.ru/throat/lechenie/kak-pravilno-poloskat-gorlo-sodoj-i-solyu.html";"При любых заболеваниях горла назначается полоскание. Эта процедура призвана снять воспаление слизистой, уменьшить отечность и боль. ... Если речь идет о легкой простуде или профессиональном ларингите, то полоскание ... полоскание содо-солевым раствором поможет быстро избавиться от ..."
"238F34CD-17CB-2351-87D9-D31A51401B1A";"Иглоукалывание: на пользу или во вред";;"kxZAbjxt1Pk";"Иглоукалывание. Лечение. Польза и вред. Противопоказания ...";"https://irinazaytseva.ru/igloukalyvanie-lechenie-polza-i-vred-protivopokazaniya.html";"13 июл 2015 ... Иглоукалывание. Лечение. Польза и вред. Противопоказания. Сеанс иглоукалывания. Отзывы. Цена. Иглоукалывание при шейном ...";"Иглоукалывание: что лечат методом, в чем его польза, где ...";"https://www.kp.ru/guide/igloukalyvanie.html";"10 сен 2017 ... Иглоукалывание: польза и вред. иглоукалывание. Стоимость иглорефлексотерапии зависит в том числе от выбранной техники, ...";"Иглоукалывание - польза и вред, что это, лечение, отзывы";"https://galinanekrasova.ru/igloukalyvanie-polza-i-vred-akupunktury.html";"12 мар 2017 ... Из статьи вы узнаете, что такое иглоукалывание, польза и вред, лечение остеохондроза, для похудения, противопоказания, отзывы,"
"8724E0F0-7ECC-540C-DBDC-728A3084219C";"Как происходит удаление родинки";;"E7npI6MZhpU";"Как происходит удаление родинок на лице? Самые ...";"http://doctor-estet.ru/esthetic/udalenie-rodinok-na-lice-764.html";"Удаление родинок на лице – деликатная процедура с определенной долей риска. Трудно представить, что кто-то хочет, чтобы на месте родинки ...";"Удаление папиллом и родинок методом хирургического ...";"http://irecommend.ru/content/udalenie-pappilom-i-rodinok-metodom-khirurgicheskogo-issecheniya";"Удаление родинки методом хирургического иссечения. Когда нужно удалять ... Что происходит после операции на шее? Как выглядит шрам после ...";"Как происходит удаление родинок? - 300 экспертов.РУ";"http://300experts.ru/znaete_li_vi/kak_proishodit_udalenie_rodinok/";"Времена меняются, и сейчас все больше людей задаются вопросами: можно ли удалять родинки и какое удаление родинок лучше – лазером или ..."
"BC08A366-1EE6-3E8B-E3A8-96B12F327DDB";"Поликистоз яичников и беременность";;"GF2SJaMsUeE";"Поликистоз яичников и беременность: возможно ли ...";"http://yod.ua/articles/vozmozhna-li-beremennost-pri-polikistoze-yaichnikov/";"Мнение гинекологов по вопросам: можно ли забеременеть при поликитозе яичников и как это влияет на беременность.";"Поликистоз яичников и беременность (отзывы женщин)";"https://pomiome.ru/kisty/beremennost-pri-polikistoze-yaichnikov";"Беременность при поликистозе яичников возможна, не смотря на общепринятые опасения, что это не так. Как забеременнеть с поликистозом можно ...";"Поликистоз яичников и... успешная беременность - БэбиБлог";"https://www.babyblog.ru/community/post/living/1712083";"7 апр 2012 ... Запись пользователя Alina Mommy2 (AlinaSt) в сообществе Здоровье будущей мамы и малыша в категории Редкие случаи (мама) от ..."
"E2BEC94F-DFE0-AC19-EF1E-E5630BC8FE29";"Как избавиться от опрелостей под грудью";;"8C-NKX7RYaU";"Опрелость под молочными железами: лечение и профилактика";"http://otpotlivosti.ru/lechenie/oprelost-pod-molochnymi-zhelezami-lechenie-i-profilaktika.html";"Опрелость под молочными железами - профилактика и лечение. Чем опасно раздражение и покраснение кожи под грудью. Как и чем вылечить ...";"Грибок под грудными железами: фото, причины, симптомы ...";"http://vgrudi.ru/zabolevaniya/gribok-pod-grudnymi-zhelezami-foto-2.html";"... этапе развития патологического состояния, то от болезни получится избавиться очень быстро. ... В некоторых ситуациях грибок или опрелость под грудью может ... Лечение грибка и опрелостей под молочными железами – это ...";"Опрелости под молочными железами: лечение раздражения ...";"https://grud.guru/o-grudi/kozha/pochemu-poyavlyayutsya-oprelosti-pod-grudyu-i-kak-ih-lechit.html";"Почему появляются опрелости под грудью и как их лечить ... важно выяснить причины, которые вызвали подобные симптомы, и избавиться от них. +."
"DBB24AEB-DDD0-6415-470F-C7DF9E315945";"Как снять мышечную боль после первой тренировки";;"amMK8i9FxS0";"Снятие мышечной боли после силовых тренировок. Болят ...";"https://www.7ya.ru/article/Snyatie-myshechnoj-boli-posle-silovyh-trenirovok/";"Как снять боль в мышцах после тренировки. ... Выход молочной кислоты из мышечных клеток сопровождается чувством дискомфорта, .... а во-вторых после нескольких первых тренировок сразу дома горячую ванну принять. мне  ...";"Как снять боль в мышцах после тренировки - Woman.ru";"http://www.woman.ru/health/health-fitness/article/86158/";"Боль в мышцах после тренировок обычно указывает на перенапряжение, она может возникнуть как у начинающего, так и опытного спортсмена.";"Как снять боль в мышцах после тренировки - Польза и Вред.Ру";"https://polzavred.ru/kak-snyat-bol-v-myshcax-posle-trenirovki.html";"17 дек 2014 ... Хорошо снимает мышечную боль после тренировок плавание. Также уменьшить болевые ощущения можно с помощью несложной ..."
"50A326B8-26F7-9BB1-25AF-4E0D086DD394";"Как предотвратить рассеянный склероз";;"=ru";"Врачи смогли остановить развитие рассеянного склероза";"https://med.vesti.ru/novosti/issledovaniya-i-otkrytiya/vrachi-smogli-ostanovit-razvitie-rasseyannogo-skleroza/";"21 фев 2017 ... Трансплантация стволовых клеток дает надежду тысячам больных рассеянным склерозом во всем мире.";"Причины, факторы риска и профилактика рассеянного склероза";"http://dr20.ru/nevrologiya/rasseyannyi-skleroz-2/";"Такое неврологическое заболевание, как рассеянный склероз, до сих пор ... Зная их, можно предотвратить возникновение рассеянного склероза.";"Можно ли избежать рассеянного склероза?-Онлайн-конференция";"http://www.mk.ru/press-center/2013/10/25/mozhno-li-izbezhat-rasseyannogo-skleroza.html";"24 окт 2013 ... Можно ли утверждать, что рассеянный склероз излечим? Авторитетный специалист ответит на эти и другие вопросы наших читателей ..."
"33DFA127-FC0A-00DB-C574-C946583B96AF";"Как избавиться от крапивницы";;;"Как избавиться от крапивницы - Кожные заболевания";"http://skindiseases.su/kak-izbavitsya-ot-krapivnicy.html";"Лечение. Страдающих данным дерматологическим заболеванием интересует естественный вопрос о том, как избавиться от крапивницы. Лечение ...";"Как навсегда избавиться от крапивницы: просто о сложном ...";"http://allergika.ru/kak-izbavitsya-ot-krapivnitsy-tabletki-mazi-dieta/";"В этой статье мы рассмотрим различные варианты того, как безопасно избавиться от крапивницы. Это и применение различных фармацевтических  ...";"Как избавиться от крапивницы навсегда: препараты, методы ...";"https://kozhmed.ru/krapivnica/kak-izbavitsya-na-tele-navsegda.html";"Как избавиться от крапивницы сегодня? Насколько серьезна эта болезнь и чем она чревата? Какие эффективные методы борьбы с недугом ..."
"F339AC0C-D818-66B5-AE45-5D90C6846AE4";"Как лечат порок сердца";;"pk4MtxE12_U";"Приобретенные пороки сердца: симптомы, диагностика, лечение";"http://www.cbcp.ru/bolezni/priobr-poroki.php";"Но для того чтобы это произошло, необходимо вовремя диагностировать и правильно лечить порок сердца. Лечение с помощью медикаментов должно  ...";"Порок сердца: признаки, причины, симптомы и лечение пороков ...";"https://www.omega-kiev.ua/ru/klinika/kardiologiya/porok-serdtsa.html";"Обычно врожденный порок сердца лечат посредством хирургической операции – оперативной коррекции аномалии, которая была выявлена.";"Врождённый порок сердца - информация, симптомы, диагноз ...";"https://www.leading-medicine-guide.ru/%25D0%259C%25D0%25B5%25D0%25B4%25D0%25B8%25D1%2586%25D0%25B8%25D0%25BD%25D1%2581%25D0%25BA%25D0%25B8%25D0%25B5-%25D1%2581%25D1%2582%25D0%25B0%25D1%2582%25D1%258C%25D0%25B8/%25D0%259F%25D0%25BE%25D1%2580%25D0%25BE%25D0%25BA-%25D1%2581%25D0%25B5%25D1%2580%25D0%25B4%25D1%2586%25D0%25B0";"Врождённые пороки сердца – это все пороки клапанов сердца и перегородок сердца, возникшие в утробе матери ещё до появления младенца на свет."
"53A70E3B-48F1-C423-28B5-6FA11C0D51A8";"Как подготовиться к операции по удалению межпозвоночной грыжи";;"sttc1fNcN4U";"Удаление грыжи МПД .Подготовка к операции. - Spinet.ru";"http://spinet.ru/conference/topic4723.html";"Удаление грыжи МПД .Подготовка к операции. в разделе Оперативное лечение (Операция) медицинского форума Остеохондроз, здоровье ...";"Как подготовиться к операции по удалению межпозвоночной грыжи";"http://kakprostohealth.ru/kak-854298-kak-podgotovitsya-k-operacii-po-udaleniyu-mezhpozvonochnoy-gryzhi-";"Дисэктомия является хирургическим вмешательством, которое проводится с целью удаления межпозвоночного диска или его части. После операции ...";"ПОДГОТОВКА к ОПЕРАЦИИ на ПОЗВОНОЧНИКЕ";"http://neck.su/preparation-for-surgery-backbone/";"В случае необходимости, после операции она вводится ему обратно. ... миокарда; Инсульт; Тромбозы глубоких вен голеней; Рецидив грыжи диска."
"12138812-736A-9153-D8C0-4AA84E69DE30";"Домашние средства от засосов и синяков";;"9IRH7bGb30A";"Как избавиться от засоса - wikiHow";"https://ru.wikihow.com/%25D0%25B8%25D0%25B7%25D0%25B1%25D0%25B0%25D0%25B2%25D0%25B8%25D1%2582%25D1%258C%25D1%2581%25D1%258F-%25D0%25BE%25D1%2582-%25D0%25B7%25D0%25B0%25D1%2581%25D0%25BE%25D1%2581%25D0%25B0";"Метод 1. Используйте домашние средства .... Существует множество продуктов и средств, которые обещают избавить вас от засосов и синяков, но не ...";"Как избавиться от засоса быстро. Избавиться от засоса на шее ...";"http://tolko-poleznoe.ru/kak-izbavitsya-ot-zasosa.html";"30 апр 2012 ... Как делать пилинг Джесснера в домашних услвоиях. ... Да, можно признаки засоса удалить с помощью современных медицинских мазей ... использование медицинских средств наподобие воротника Шанца на шею. ... Так можно избавиться не только от самого синяка, но и от следов засоса.";"Домашние средства от засосов и синяков как бороться с ...";"https://www.kakprosto.ru/kak-854693-domashnie-sredstva-ot-zasosov-i-sinyakov";"Засосы, на самом деле, являются синяками. Разорванные капилляры и кровь образуют на коже красные или фиолетовые пятна. Их заживление может ..."
"1920AD86-8689-0321-242B-5A3880EAF72C";"Чем снять спазм в кишечнике";;"tgwTU2ZO9e8";"Как избавиться от спазма в животе, желудке и кишечнике?";"http://aboutbody.ru/kak-izbavitsya-ot-spazma-v-zhivote-zheludke-i-kishechnike-chto-delat-pri-spazmaticheskom-pristupe/";"Как снять спазмы в кишечнике? Избавиться от спазмов в кишечнике можно такими же методами, как и ...";"Спазмы в кишечнике: что делать? | Bolzheludka.ru";"http://bolzheludka.ru/spazmyi-v-kishechnike/";"Спазмы в кишечнике – очень распространенное заболевание. ... характера нужно обязательно обратиться к доктору за помощью как снять спазм.";"Как снять спазм в кишечнике в домашних условиях. Спазмы в ...";"https://kishka-tonka.ru/spazmy-v-kishechnike/kak-snjat-spazm-v-kishechnike-v-domashnih.html";"Из этой статьи вы узнаете, как правильно приготовить у себя дома народные средства, снимающие спазмы кишечника. Все нижеприведённые рецепты ..."
"34F12ABF-76CA-9AD1-591D-C5063EF37EE7";"Как быстро снять симптомы аллергии";;"_KYTFY3R2Bg";"Аллергический зуд, покраснение и раздражение на коже ...";"http://www.woman.ru/health/medley7/article/75151/";"Аллергический зуд: как снять неприятный симптом быстро и эффективно? ... направленные на устранение симптомов аллергии, будут различаться.";"Как быстро снять аллергию как снять аллергическую сыпь от ...";"https://www.kakprosto.ru/kak-120982-kak-bystro-snyat-allergiyu";"Как быстро снять аллергию. Статьи по теме: Как быстро снять аллергию; Как снять зуд и покраснение кожи · Как быстро снять симптомы аллергии.";"Как быстро снять аллергическую реакцию - Аллергия";"http://alllergiya.ru/pitanie/kak-bystro-snjat-allergicheskuju-reakciju.html";"Быстро снять зуд от аллергии помогут таблетки Супрастина, Тавегила, .... Симптомы, как правило, дают о себе знать в течение двух часов после ..."
"7E85D688-3B63-11E1-5D29-BF104BE34161";"Опасен ли насморк во время беременности";;"nhF5mFm5wVg";"Насколько опасен насморк при беременности - какие риски для ...";"https://lor-explorer.com/lechenie-soplej/opasen-li-nasmork-pri-beremennosti-kakie-riski-dlya-rebenka";"12 фев 2018 ... Многие не обращают внимание на насморк, так как не считают его опасным. Но насколько опасен насморк во время беременности для ...";"Насморк при беременности на ранних сроках: лечить или не ...";"https://legkopolezno.ru/zozh/beremennost-i-rody/nasmork-na-rannih-srokah/";"Такое, казалось бы, безобидное явление, как насморк, в начале беременности может доставить ...";"Опасен ли насморк при беременности | Родителям о детях";"http://nas2.net/opasen-li-nasmork-pri-beremennosti.html";"4 окт 2013 ... Часто причиной насморка у женщины является совсем не простудное заболевание, а беременность. Да, да вы не ослышались. Порой ..."
"224A68BC-9113-281E-C0A3-2B6C00B55315";"Лечение алкогольной зависимости";;"YVB56f3FpeI";"Лечение алкоголизма в Киеве, цена лечения от алкогольной ...";"https://recovery-med.com.ua/alkogolizm";"Комплексное лечение алкоголизма в центре Recovery✓ Передовые методы лечения алкогольной зависимости ✓ Анонимное лечение от алкоголизма ...";"ЛЕЧЕНИЕ АЛКОГОЛИЗМА — Клиника доктора Сороки С.В.";"http://doktorsoroka.com.ua/lechenie_alkogolizma.html";"Лечение алкогольной зависимости*. 86% людей живущих на земле предрасположены к алкоголизму. Такое утверждение высказал немецкий ...";"Лечение алкоголизма Киев - центр анонимного лечения ...";"https://nc-newlife.com/lechenie-alkogolizma";"Анонимное лечение алкоголизма в Киеве, в том числе без ведома больного так называемое принудительное лечение алкогольной зависимости - по ..."
"B50659B2-9E69-D780-9358-68E3E8C6BC3B";"Как восстановиться после полостной операции";;"7Ql8xAAEv38]</li>  </ul>";"Восстановление после полостной операции - Виды операций";"https://prooperacii.ru/stati/vosstanovlenie-posle-polostnoj-operacii.html";"21 авг 2015 ... Восстановление после полостной операции - процесс, требующий определенного времени и серьезного отношения. Несмотря на то ...";"Восстанавливаемся после полостной операции - Medbe.ru";"http://medbe.ru/news/reabilitatsiya/vosstanavlivaemsya-posle-polostnoy-operatsii/";"10 дек 2012 ... Новости реабилитации: новые методы и способы восстановления после перенесенных операций и болезней.";"Восстановиться после полостных операций помогает обычная ...";"https://medportal.ru/mednovosti/news/2006/02/21/gum/";"21 фев 2006 ... Восстановиться после полостных операций помогает обычная жвачка ... некоторые пациенты после проведения полостной операции в ..."
"25BC1C4E-0D10-DDD5-463D-9DFF261B2F26";"Домашние средства от укачивания";;"a7Lsc2SUDz4";"Как избавиться от укачивания. Народные средства";"http://samsebelekar.ru/index/0-125";"Как избавиться от укачивания. Народные средства. укачивание. Транспортное укачивание – совокупность симптомов, возникающих у человека при ...";"Проверенные временем народные средства от укачивания";"http://hronika.info/medicina/264327-proverennye-vremenem-narodnye-sredstva-ot-ukachivaniya.html";"4 окт 2017 ... Проверенные временем народные средства от укачивания В народной медицине есть несколько эффективных методов, которые ...";"Укачивание: облегчение симптомов, причины и народная ...";"http://narmed24.ru/uho/ukachivanie/";"Проблема укачивания в транспорте способна испортить даже самую приятную ... Отличным народным средством от укачивания является имбирь."
"2136788B-FA45-8B25-6F2F-8C1BBBB7105B";"Эффективные методы лечения позвоночной грыжи";;"m2TI3xdKnZI";"Позвоночная грыжа: народное лечение без операции";"https://vashaspina.ru/pozvonochnaya-gryzha-lechenie-bez-operacii/";"Какие еще существуют методы лечения этого ... эффективность лечения позвоночных грыж ...";"Эффективное лечение межпозвоночной грыжи - Публикации";"https://www.spina.ru/inf/states/1839";"Исходя из того, что санаторное лечение не имеет ничего общего с основной терапией межпозвоночной грыжи, данный метод эффективен только ...";"Лечение межпозвонковой грыжи без операции и медикаментов ...";"http://mednean.com.ua/ru/mezhpozvonkovaya-gryzha-lechenie-mezhpozvonkovoj-gryzhi";"Лечение межпозвонковой грыжи - операция, или есть более эффективные и безопасные методы? Сомневаетесь? Тогда вам сюда!"
"EF31351B-F822-8868-5C3F-E177A7BB195F";"В какие блюда добавить калину, чтобы получить пользу";;"QxViVs8LhXs";"Калина для похудения: польза, как приготовить, средство ...";"http://hudeiskorei.com/kalina-dlya-pohudeniya/";"Пирог-лепешка: взять 2 столовые ложки массы жмыха, добавить к ним 1 ч. л. меда и ... Перекусывать можно любым блюдом или отваром из калины. .... температуре – содержащегося в калине пектина хватит для получения самых ...";"Калина: полезные свойства, блюда и напитки из нее";"https://hochu.ua/cat-house/cook/retsepty/article-42624-kalina-poleznyie-svoystva-blyuda-i-napitki-iz-nee/";"30 авг 2013 ... Полстакана сока калины смешать с горячей кипяченной водой, добавить по вкусу сахар и оставить на 3-5 часов. Подавать в холодном ...";"Калина - 21 рецепт приготовления пошагово - 1000.menu";"https://1000.menu/catalog/iz-kalinj";"Калина - быстрые и простые рецепты для дома на любой вкус: отзывы, время готовки, калории, супер-поиск, личная КК. ... Вкуснейшее мясное блюдо готовить совсем нетрудно! 254 ккал. 40 мин ... Сюда Вы можете добавить ингредиенты (макс. ... Польза этой ягоды для человека известна с давних времен."
"ABF95642-EA8D-D224-5399-E01A7E2527B8";"Какие лекарственные средства назначают при диагнозе Грипп";;"tSgXzPpvYMY";"Лекарства, препараты, средства и таблетки от гриппа: что ...";"http://gripptips.ru/preparatyi/lekarstva-ot-grippa.html";"Какие лекарства и препараты бывают от гриппа: что принимать. ... Кроме того, при выборе лекарственных средств обязательно учитываются ... Во- первых, следует отметить: назначать самому себе те или иные лекарства крайне нежелательно – собственно, как и ставить диагноз, полагая, что у вас  ...";"Убиваем вирус. Какие лекарства помогают при гриппе, а какие ...";"http://www.aif.ru/health/life/ubivaem_virus_kakie_lekarstva_pomogayut_pri_grippe_a_kakie_net";"7 мар 2018 ... Какие лекарства помогают при гриппе, а какие нет ... Есть средства, влияющие на иммунитет, которые назначаются врачом по чётким ...";"Лекарства от простуды и гриппа - Причины, симптомы и лечение ...";"http://www.medicalj.ru/maneuver/lekarstva/992-lekarstva-ot-prostudy-i-grippa";"Основные лекарства для лечения простуды и гриппа. ... Средства, облегчающие симптомы простуды и гриппа .... Противововирусные препараты назначаются только при тяжелом или осложненном течении гриппа, а также в ... При установленном диагнозе «грипп» заниматься самолечением недопустимо!"
"FAB76AB0-0208-D173-4AEB-69A1E454D8C8";"Как обезболить язву желудка";;"GHw8oQCzsgk";"Ответы@Mail.Ru: Как можно обезболить язву желудка ?";"https://otvet.mail.ru/question/11564175";"Это не просто обезболивающее, этими сборами можно вылечить язву полностью, но если язва в 12-типерстнике, нужно добавить еще ...";"Как обезболить язву желудка - МедСайт.ру — медицинский сайт";"http://medsait.ru/vopros/kak-obezbolit-yazvu-zheludka";"Язвенная болезнь желудка является острым заболеванием, которое может вызвать ряд неприятных симптомов, в том числе и серьезные болевые ...";"Боли при язве желудка и двенадцатиперстной кишки: причины и ...";"https://lechigastrit.ru/yazva-zheludka/boli.html";"Характер болей при язве желудка и двенадцатиперстной кишки зависит от времени приема пищи, употребляемых продуктов и степени патологического  ..."
"B8052377-1A1D-BD7B-ADEB-1FB439ED0B0E";"Может ли вызвать постинор кровотечение у девушки";;"U-d4WzKLqqw";"Вопрос: кровотечение после постинора? - Аптека тяньши";"https://www.tiensmed.ru/news/answers/krovotechenie-posle-postinora.html";"через 3 дня после постинора началось кровотечение, вот уже второй день... ..... Может сущетсвуют какие либо способы вызвать месячные???Заранее ...";"Кровотечение после Постинора - Лечение кровотечений";"http://kpovb.ru/vzroslye/47-krovotechenie-posle-postinora";"Должно ли быть кровотечение после Постинора? ... Менструальный цикл в результате приёма Постинора может быть нарушен, ... опасно в подростковом возрасте, когда происходит формирование функции яичников у девушки.";"Кровотечение после постинора: риски и возможные причины";"http://www.womenclub.ru/gynecology/5431.htm";"13 фев 2015 ... Постинор может вызвать временное нарушение баланса гормонов, что и приводит к очень обильному менструальному кровотечению."
"4E317AE2-4318-1759-4A8C-50A0193D872F";"Русская баня: польза для физического и душевного здоровья";;"9RE3qm40YfY";"Русская баня - Царская баня";"https://xn----7sbabe5czasj1c8fe.com/about-us/read-more/218-russkaja-bania";"В чем же польза бани для представителей большого спорта? ... Физическая культура, в ее широком понимании, это не только упражнения на ... поединка с пользой для психического здоровья — добро пожаловать в русскую баню!";"Баня и спорт - Царская баня";"https://xn----7sbabe5czasj1c8fe.com/bania-i-sport";"Не секрет, что основа душевного здоровья — здоровье физическое. ... В этом польза и жаркой русской бани с последующим погружением в прохладный ...";"Баня на страже Вашего здоровья - укрепляйте свой иммунитет!";"http://www.diva.by/activezone/spa/sauna/46591.html";"В русской бане польза и противопоказания всегда идут бок о бок, ... можно жить, держа физическое и душевное здоровье в полном порядке и гармонии."
"036CCDED-F8CD-3E0C-3B49-C90502FE8503";"Зачем удалять поджелудочную железу";;"WT0ZPvTlKNc";"Можно ли жить без поджелудочной железы? - Medical Insider";"https://medicalinsider.ru/onkologiya/mozhno-li-zhit-bez-podzheludochnojj-zhelezy/";"Это потому, что рак поджелудочной железы трудно обнаружить на ранних стадиях, что ...";"Обзор операций на поджелудочной железе";"https://www.leading-medicine-guide.ru/%25D0%259C%25D0%25B5%25D0%25B4%25D0%25B8%25D1%2586%25D0%25B8%25D0%25BD%25D1%2581%25D0%25BA%25D0%25B8%25D0%25B5-%25D1%2581%25D1%2582%25D0%25B0%25D1%2582%25D1%258C%25D0%25B8/%25D0%25A5%25D0%25B8%25D1%2580%25D1%2583%25D1%2580%25D0%25B3%25D0%25B8%25D1%258F-%25D0%25BF%25D0%25BE%25D0%25B4%25D0%25B6%25D0%25B5%25D0%25BB%25D1%2583%25D0%25B4%25D0%25BE%25D1%2587%25D0%25BD%25D0%25BE%25D0%25B9-%25D0%25B6%25D0%25B5%25D0%25BB%25D0%25B5%25D0%25B7%25D1%258B";"Как правило без проведения операции на поджелудочной железе возможно .... Опухоли тела и хвоста поджелудочной железы удаляются посредством ...";"Дренаж на поджелудочной железе: методики проведения";"https://pankreatit03.ru/drenazh-na-podzheludochnoj-zheleze.html";"Основная функция дренажа – удаление из раны гноя и экссудата. Во время операции происходит ..."
"FD6A30D7-8D1A-C4B2-ABE2-376798B3528B";"Лечение перхоти";;"ZoSq0kF_BB8";"Лечение перхоти - 7 безотказных методов - Ayzdorov.ru";"https://www.ayzdorov.ru/lechenie_perxotj_nar.php";"Устраняем перхоть: лечение народными средствами. 4 самых эффективных метода, как победить перхоть раз и навсегда без дорогих шампуней и ...";"Лечение перхоти: причины возникновения и способы избавления";"https://legkopolezno.ru/zozh/profilaktika-i-lechenie/lechenie-perhoti/";"Лечение перхоти можно проводить и в домашних условиях. Врач должен определить тип и причину заболевания. Назначенные специалистом или ...";"Лечение перхоти и себореи - Likar.info";"http://www.likar.info/zdorovyie-volosyi-i-nogti/article-61621-lechenie-perhoti-i-seborei/";"13 авг 2017 ... Грибок, который живет в волосистой части головы, может стать причиной появления перхоти. Узнайте, как с ним бороться!"
"BD189182-5DEF-4AD7-C779-382756DA7B7A";"Как бороться с белым налетом на языке";;"Ijfjoea6IDE";"Как избавиться от белого и других налётов на языке, что может ...";"https://stoma.guru/polost-rta/nalet-na-yazyke/kak-izbavitsya-ot-naleta-na-yazyke.html";"Причины появления налёта на языке. Как избавиться от него? Какой бывает налёт? Несколько советов для того, чтобы убрать налёт на языке.";"Как избавиться от налета на языке - HowToGetRid.ru";"http://howtogetrid.ru/kak-izbavitsya-ot-naleta-na-yazyke-v-domashnix-usloviyax/";"Самая основная причина белого налета на языке – это недостаточный уход за ... Поэтому с ним, несомненно, нужно бороться любыми способами.";"Белый налет на языке: причины, методы очищения и лечения";"http://www.womanway.ru/zdorove/doktor/belyj-nalet-na-yazyke.html";"Белый налет на языке – явление довольно распространенное. Всех интересует, как от него избавиться. А вот о том, почему он там появляется и на ..."
"233EF7C0-E033-0B5C-4084-22580052CF93";"Как выбрать лекарственное средство для лечения экземы";;"W2ot-slOh1Y";"Крем от экземы: варианты лечения - Доктор Кожа";"http://dokozha.ru/dermatity/ekzema/krem-ot-ekzemy.html";"Чем лечить экзему, зависит не только от тяжести ее ... на другое, более безобидное лекарственное средство.";"Местные препараты для лечения дерматитов, экземы и ... - АиФ";"http://www.aif.ru/health/leksprav/mestnye_preparaty_dlya_lecheniya_dermatitov_ekzemy_i_psoriaza";"20 янв 2014 ... Статья из газеты: Лекарственный справочник №2 17/12/2013 ... Местные средства широко применяются при лечении псориаза, экземы, ...";"Мазь от экземы: обзор наиболее эффективных средств";"https://medoderm.ru/ekzema/kakie-mazi-primenyat-ot-ekzemy.html";"Большинство местных лекарственных средств выпускается в виде мази и ..."
