GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"1B716759-7018-E4A2-BC6F-54D2F71EB76C";"Что делать, если болит спина";;"0xnqTFOZOoU";"Что делать, если болит спина - Так Просто!";"https://takprosto.cc/chto-delat-esli-bolit-spina/";"«Так Просто!» желает поделиться с тобой секретами традиционной китайской методики, в широких кругах именуемой акупунктурой. С ней ты напрочь ...";"Что делать, когда болит спина - Women's Health";"http://www.whrussia.ru/zdorovye/chto-delat-kogda-bolit-spina/";"";"Болит спина - что делать, факторы риска, симптомы и признаки ...";"http://www.spinabezboli.ru/wiki/bolit-spina-chto-delat";"3 сен 2015 ... Ключевые слова: болит спина, боль в спине, позвоночник ... Вы должны незамедлительно связаться с врачом, если боль в позвоночнике ..."
"80721F8B-6BB0-F166-1DEF-7A42DEE71238";"Что делать, если под подбородком появилась шишка";;"lOOY3JnAfYY";"Почему появилась шишка под подбородком? - Elaxsir.ru";"http://elaxsir.ru/simptomy/drugie/pochemu-poyavilas-shishka-pod-podborodkom.html";"Если у ребенка под подбородком появилась шишка и она болит, то наиболее вероятные ... У ребенка увеличились лимфоузлы, почему и что делать?-";"Шишка под челюстью - справа, слева, возле уха. Что это?";"http://infozuby.ru/shishka-pod-chelyustyu.html";"Появилась шишка под челюсть - что это может значить и нужно ли паниковать? ... Под подбородком; В ушной области; На челюсти под зубом; Когда срочно .... Крайне не рекомендуется до обращения к врачу делать следующее:.";"Шишка под подбородком - WomanAdvice.ru";"https://womanadvice.ru/shishka-pod-podborodkom";"Почему появилась шишка на шее под подбородком? ... Шишка на горле под подбородком появляется в том случае, если патогенные микроорганизмы ..."
"49CDE11E-8B69-C998-798F-E8A6EBAEE259";"Что делать, если появились симптомы воспаления миндалин";;"UaY-oLw4DnQ";"Воспаление миндалин у детей: причины, симптомы ... - Мюсли.ру";"http://mjusli.ru/ja_mama/zdorove_malyshej/vospaleniya-mindalin-u-detej";"Симптомы, диагностика и лечение воспаления миндалин у детей. Острое и хроническое ... Когда происходит воспаление, миндалины видоизменяются. Содержание: Симптомы .... Что делать, когда появились пузырьки. Лечение ...";"Симптомы воспаления гланд, лечение антибиотиками и ...";"http://uho-gorlo-nos.com/gorlo/g-bolezni/tonzillit/simptomy-vospaleniya-gland.html";"Что делать, если болят гланды? Каковы признаки и симптомы воспаления миндалин? ... Лечение и симптомы воспаления гланд у взрослых и детей .... что может быть при сильном отёке миндалин;; в области миндалин появился  ...";"Лечение гланд в домашних условиях - GormonOFF";"http://gormonoff.com/zabolevanija/lechenie-gland-v-domashnix-usloviyax";"Если этого не сделать, тогда воспаление гланд перейдет в ларингит с симптомами приступообразного кашля и понадобится комплексное лечение,  ..."
"87F4BA3B-F20D-600E-E44B-4A339172B98E";"Что делать при раздражении на половых губах";;"PShSvIIkSuc";"Воспаление половых губ (вульвит) - симптомы, причины ...";"https://www.ginokomfort.ru/spravochnik/vospalenie_polovih_gub/";"При подозрении на воспаление половых губ стоит не откладывать визит к гинекологу, ... Раздражение половых губ может вызвать молочница, кольпит,  ...";"Раздражение половых губ, как с ним бороться? - Medic-ABC.ru";"http://medic-abc.ru/2785-razdrazhenie-polovykh-gub-kak-s-nim-borotsya.html";"В большинстве случаев раздражение внешних половых губ является не отдельным видом ... Что делать при раздражении половых губ у женщин.";"Раздражение половых губ - БэбиБлог";"https://www.babyblog.ru/theme/razdrazhenie-polovyh-gub";"Все ответы на тему - Раздражение половых губ. ... не приятно(((((((((( Что это может быть и что делать как Вы лечили эту бяку. ... Как будто после как помочитесь при входе во влагалище пощипывание или как раздражение,?"
"AF054B38-F742-5C7E-5638-83251518EBDE";"Что делать, если проколол ногу ржавым гвоздем";;"ayfFdLylamQ";"Проколол ногу гвоздем: чем лечить и как оказать первую помощь?";"http://feetinfo.ru/travmy/prokolol-nogu-gvozdem-chem-lechit.html";"Что делать, если наступил на гвоздь и проколол ногу? Содержание. Оказание первой помощи; Повреждение ноги ржавым гвоздем; Местная ...";"Первая помощь при проколе ноги ржавым гвоздем - Лечение в ...";"https://krasgmu.net/publ/lechenie_v_domashnikh_uslovijakh/pervaja_pomoshh_pri_prokole_nogi_rzhavym_gvozdem/57-1-0-899";"Случайно прокололи ногу гвоздем, и если вдруг этот гвоздь оказался ржавым , то в первую очередь, что необходимо сделать — это правильно оказать ...";"Прокол ноги ржавым гвоздем что делать — Пальцы рук и ног";"http://palcyruknog.ru/travmy/prokol-nogi-rzhavym-gvozdem.html";"Обычно любой прокол ... От прокола ржавым гвоздем ..."
"11B20F4D-2688-C0C7-A9D2-C653D4AC2DA6";"Что делать при ожоге пальца";;"ukVs_ujP-Tg";"Как оказать первую помощь при ожоге - Mjusli.ru";"http://mjusli.ru/krasota_i_zdorove/lechimsya-sami/kak-okazat-pervuyu-pomoshh-pri-ozhoge";"Какой должна быть первая помощь при ожоге паром, кипятком, крапивой, йодом или маслом? ... Что делать при ожоге рук, пальца и других частей тела .";"Ожог пальца: что делать, как лечить? - Все про ожоги";"http://ozhogkoji.ru/tela/lechenie-ozhogov-palcev.html";"Ожог пальца — это очень распространенное явление. ... Чаще всего термические ожоги пальцев случаются при соприкосновении с раскаленными ...";"Ожог пальца: что делать и как лечить - MyKozha.ru";"https://mykozha.ru/ozhogi/palca-chto-delat.html";"Ожог пальца – одна из самых распространенных бытовых травм. При правильном оказании первой помощи, такие повреждения легко заживают в  ..."
"599733CB-3A25-B08C-CADB-1823D824FBBE";"Что делать, если от зуба остался только корень";;"h0zl5UL2pJ8";"Можно ли восстановить, нарастить разрушенный зуб если ...";"http://zubz.ru/vosstanovlenie-razrushennogo-zuba-pri-ostavshemsya-korne.html";"Если он разрушил коронковую часть зуба ... Это может навредить не только им, но и ...";"Удалить или оставить? Сохранение корней зубов - Ардента";"https://ardenta.ru/hjcnjd13.htm";"Что делать, если от зуба остался один или несколько корней? ... или банальная ссора с тещей, от зуба остается только часть его, а именно, корень.";"Можно ли восстановить зуб, если осталась одна стенка либо ...";"https://mixfacts.ru/articles/mozhno-li-vosstanovit-zub-esli-ostalas-odna-stenka-libo-koren";"Специалисты помогут даже в том случае, если остался только корень. ... Для этого вам потребуется сделать анестезию, наложить коффердам и ... Если зуб сломался под корень, можно ли восстановить - зависит от длины ..."
"2E39D9D5-4706-879E-1FF2-7A052B99C784";"Что делать, когда шум в ушах";;"JxStBHSk_X8";"Шум в ушах | Причины | Лечение - Центр хорошего слуха";"https://sluh.by/tips-page/lechenie-shuma-v-ushah";"Шум в ушах, причины, лечение, рекомендации врача-сурдолога. ... рекомендации врача, которые подскажут Вам, что делать при шуме в ушах:.";"Шум в ушах, почему гудит в ушах - диагностика и лечение в ...";"https://www.clinica-tibet.ru/bolezni/yha/shumvyshah/";"Диагностика и лечение шума в ушах методами тибетской медицины, наша клиника ✓ более 10 лет на рынке ✓ мы вылечили более 100 000 пациентов ...";"Шум и звон в ушах: причины, лечение, советы, как избавиться от ...";"https://okeydoc.ru/kak-izbavitsya-ot-shuma-v-ushax-prichiny-i-metody-lecheniya-tinnitusa/";"Как избавиться от шума в ушах: причины и методы лечения тиннитуса. методы лечения тиннитуса ... Но что делать, если звенит и днем, и ночью? Люди ..."
"7B6F5684-EA82-EB12-4F97-84BABECD4F95";"Как сделать водочный компресс";;"gcTfBAFuys8";"Правильный спиртовой компресс из водки или чистого спирта";"https://alcofan.com/kak-sdelat-kompress-na-osnove-spirta.html";"13 сен 2016 ... Как сделать спиртовой компресс ... Водочный компресс можно ставить не раньше, чем через сутки после получения травмы: в первый ...";"Как сделать водочный компресс от кашля: рецепты для детей и ...";"http://lechilka.com/vodochnyj-kompress-ot-kashlya.html";"1 Когда ставить компресс недопустимо; 2 Как готовить водочный противокашлевой компресс; 3 Как делать водочный компресс детям; 4 Как сделать ...";"Как сделать компресс из водки :: JustLady.ru - территория ...";"http://www.justlady.ru/articles-148158-kak-sdelat-kompress-iz-vodki";"Водочный компресс стоит делать только после консультации с врачом или по его рекомендации. Это связано с риском усугубления болезни."
"8D3D067C-1405-8377-D388-6AABA49D2645";"Что делать, если после сдачи крови лопнула вена";;"SvR5hWO67Ug";"Ответы@Mail.Ru: лопнула вена на руке после сдачи крови ...";"https://otvet.mail.ru/question/59303299";"скорее всего у вас не лопунла вена, просто, когда у вас взяли кровь, вы рано разогнули руку, и часть крови попала под кожу, там ...";"Опухла рука после сдачи крови из вены - Советчица Кидстафф";"https://sovet.kidstaff.com.ua/question-933377";"Говорят, компрессы из капусты делать надо, но я не делала. Когда сдавала на ТОРЧ, вена лопнула, синяк от локтя до запястья был.";"После забора крови из вены стало плохо. я побледнела и голова ...";"https://www.galya.ru/clubs/show.php%3Fid%3D1023771";"16 июн 2015 ... у меня раз вена лопнула, медсестра невдалая колола, потом тоже ... было подобное, выглядела как наркоман со стажем, когда кровь ... На будущее - сразу после сдачи крови идите в кафетерий и ... ты меня до реанимации доведешь. всех ненавижу и приезжаю домой им гадости делать."
"04196A92-7B15-B0DB-F537-13F4F6E64F14";"Сколько раз в день нужно делать ингаляции";;"XIGiYFSDlCI";"Сколько раз в день делать ингаляции - БэбиБлог";"https://www.babyblog.ru/community/post/diseases/1703222";"2 ноя 2012 ... сколько раз в день можно делать ингаляцию .... Если я буду делать ингаляции с лазолваном, то внутрь сироп уже не нужно давать?";"Как часто можно делать ингаляции?";"http://ingalyatsii.ru/instrukcii/kak-chasto-mozhno-delat-ingalyacii-nebulajzerom.html";"Подробное описание того как нужно дышать и что нужно делать при ... иметь представление о том, сколько раз в день можно делать ингаляцию.";"Сколько раз в день можно делать ингаляции с физраствором ...";"http://ingalyatsii.ru/instrukcii/skolko-raz-v-den-mozhno-delat.html";"Особенности проведения ингаляций с помощью физраствора на ... чем выяснять, сколько по времени делать ингаляцию деткам, нужно уточнить ..."
"07602583-1D95-7491-2C04-48F81A7FADCB";"Что делать, если на большом пальце ноги отходит ноготь";;"U2CO0Hr3N1E";"Что делать, если отходит ноготь на ноге: причины, лечение";"http://nailsfit.ru/health/otsloenie-vypadenie-nogtya-na-noge-prichiny-chto-delat.html";"Отслоение ногтя на большом пальце ноги ...";"Отходит и отслаивается ноготь на большом пальце ноги";"https://nogostop.ru/stopa/nogti/othodit-i-otslaivaetsya-nogot.html";"Если ногти начинают отходить от пальца, человеку в первую ...";"Отошел (отпал) ноготь на ноге: что делать, как лечить";"https://nanogah.com/injury/otoshel-nogot-na-noge.html";"Ситуацию, когда отпал ноготь, многие воспринимают как настоящую трагедию. ... Многие хотят знать, что делать, если отходит ноготь на ноге. ... Затем наблюдают за пальцем до тех пор, пока не отрастет новый ноготь. ... Перед тем как нанести мазь на ногти, ноги следует распарить, сделав лечебные ..."
"16E66457-3B54-1F69-A404-ECF0D2C5A02A";"Как делать лепешку от кашля";;"J1GYni4qBJs";"Медовые лепешки от кашля детям - Болезни.com";"http://bolezni.com/stati-o-simptomax/kashel/medovye-lepeshki-ot-kashlya-detyam.html";"Компресс ребенку от кашля. Приложив медовую лепешку, ребенка следует обмотать теплым платком.";"Лепешка от кашля; как сделать медовую лепешку от кашля ребенку";"https://lublumedok.ru/zdorovie/medovaya-lepeshka-ot-kashlya-dlya-detey-retsept";"Медовая лепешка от кашля рецепт. Горчица в медовой лепешке. Как правильно приготовить лепешку. Согревающий компресс на ночь.";"Как сделать лепешку от кашля на грудь взрослым – рецепт ...";"https://lorcabinet.ru/kashel/narodnye-sredstva/kak-sdelat-lepeshku.html";"Что делать, если кашель долго не проходит или не хочется принимать сильные препараты? Можно попробовать сделать согревающую лепешку от  ..."
"034D0974-0CAF-F6C2-8A55-4569F4657AA3";"Что делать, если болит вена на ноге";;"C8Na1zMMDaw";"Болят вены на ногах: что делать, чем лечить тянущие и прочие ...";"https://ovenah.com/simptomy/bolyat-veny-na-nogah";"10 янв 2017 ... Если болят вены на ногах, необходимо знать, что делать и чем лечить, причем эти процессы должны осуществляться грамотно, ...";"Болит вена на ноге: что делать и что это может быть?";"http://otnogi.ru/simptomy/boli/pochemu-bolit-vena-na-noge.html";"14 июн 2016 ... Если болит вена на ноге, возможно в сосуде образовался тромб. Кровь оттекает не интенсивно, скапливается в одном месте.";"Если вена уплотнилась и болит, можно заподозрить ... - Факты";"http://fakty.ua/231097-esli-vena-uplotnilas-i-bolit-mozhno-zapodozrit-tromboflebit";"24 фев 2017 ... Когда начинает болеть нога или рука, многие люди привычно ... При тромбозе появляются отек и распирающая боль в ноге или руке."
"0C636307-B9AF-BC09-2709-D46E825B9335";"Что делать, если заложило и болит ухо";;"yTcOocuwKEY";"Болит и закладывает ухо: что делать, чем и как лечить";"https://gorlonos.com/ushi/chto-delat-esli-zalozhilo-uho-i-bolit.html";"Когда болит и закладывает ухо, а что делать медикаментозно вы не ... Болело ухо потом заложило что делать.";"Заложило ухо и болит: что делать? - BezOtita.ru";"http://bezotita.ru/simptomy/bolit-uho-i-zalozhilo.html";"Если боль и заложенность в ушах связана с ... Что делать, если заложило ухо и болит, как выявить ...";"Заложено ухо и болит: причины, лечение медикаментозное и ...";"http://tvojlor.com/lor/ear/zalozheno-uho-i-bolit.html";"Если заложено ухо и болит, то у этого состояния может быть несколько основных ... На ухо делают согревающие компрессы, повязывают теплые шарфы ... Заложило левое ухо — возможные причины, лечение и осложнения ..."
"57FD880F-3151-71C6-AA0A-EAF4666F36D5";"Что делать, если что-то попало в глаз";;"UaVQqqq-efs";"Если что-то попало в глаз… | Красивые глаза";"http://pro-glazki.ru/2011/11/esli-chto-to-popalo-v-glaz/";"Что делать, если вам что-то попало в глаз? Врачи говорят, что если возникло чувство,";"Если в глаз что-то попало… - MedPortal.md";"http://medportal.md/detail_news.php%3Fdetail_news%3D115%26id%3D115";"Если в глаз попала соринка или ресница ... Если вынуть инородное тело не удалось или дискомфорт в глазу ощущается в ... Чего делать нельзя";"Как из глаза вытащить соринку без посторонней помощи?";"http://izbavsa.ru/kak-samostoyatelno-vytashhit-sorinku-iz-glaza";"Если ничего не увидели, значит, что-то попало под верхнее веко. Извлечь соринку оттуда самостоятельно тяжелее. Но можно попытаться сделать так,  ..."
"B7A6C372-D6A5-9EFE-B48B-F870741B2A20";"Что делать, если почернела десна";;"0kTBKBF2YCY";"Что делать, если посинела десна? | Все о деснах - десен";"https://vdesnah.com/posinela-desna.html";"22 июл 2017 ... Фиолетовая десна может свидетельствовать о гингивите, неудачном протезировании. При симптомах обратитесь к врачу, который ...";"Потемнела десна над мертвым зубом! Передний резец! Что делать ...";"http://www.woman.ru/beauty/medley2/thread/4070385/";"30 май 2011 ... Но десна над ним потемнела - причем не сама десна,а будто из под нее ... да ,у меня также, зуб мертвый -поэтому так, если ничего не ...";"Потемнела десна - Стоматология - бесплатная консультация ...";"https://health.mail.ru/consultation/724672/";"Консультация на тему - Потемнела десна - Добрый день! мне 33 года. ... болит,не кровоточит,не опухает,вообще не беспокоит физически и наверное если ... страшного,ведь восполения никого нет ,нужно лишь делать массаж и."
"79B0A9C7-20AF-26AB-23D9-04D60244ABC4";"Что делать, если проглотил осколок";;"zpJ5Kc_8GeA";"Ребенок проглотил стекло! - Woman.ru";"http://www.woman.ru/kids/infant/thread/4327438/";"13 авг 2013 ... Когда я пришла,осколки которые были во рту вытащила,ну вот ... мой сын проглотил стекло от ампулы. что делать? ужасссссс.........ноет, ...";"Ответы Mail.Ru: Если случайно вместе с пищей проглотить небольшой ...";"https://otvet.mail.ru/question/47522997";"29 июн 2015 ... Плохо будет. Стекло будет путешествовать по желудочно-кишечному тракту , травмируя его. Последствия - перфорация стенки желудка или кишки с ...";"А что, если проглотил осколок? / Решение бытовых проблем - Форум ...";"http://forum.autoua.net/showflat.php%3FCat%3D0%26Number%3D7703359%26Main%3D7701272";"Осколки во все стороны, в том числе и в еду. Салаты и ... Что делать в таких случаях? ... Если от осколка такое возможно, конечно."
"2993A6BB-6B92-DD71-07D0-5106C0B4B4E1";"Сильная боль в горле при глотании: что делать";;"issXyDEas10";"Боль в горле - что значит, если периодически болит горло ...";"https://www.hexoral.ru/enciklopediya-gorla/bol-v-gorle";"При фарингите отмечается не только ощущение боли при глотании, но першение в ... А если приступы боли в горле настолько сильны, что невозможно ...";"Сильная боль в горле при глотании: лечение, возможные ...";"http://anginet.ru/lechenie-anginy/lechenie-bol-v-gorle-pri-glotanii-simptomy-narodnye-sredstva";"Как лечить сильную боль в горле при глотании с помощью медикаментов и ... это сделать, и чем лечить такие боли, вы сможете узнать из этой статьи.";"По какой причине болит горло при глотании и что делать ...";"https://ilive.com.ua/health/bol-v-gorle-pri-glotanii-s-temperaturoy-i-bez_105937i15966.html";"Боль в горле при глотании могут вызывать разные воспалительные процессы ... вирусной инфекцией и провоцирует сильную боль при глотании."
"4907FAF5-8101-885A-4983-74897FDD0CAC";"Что делать, если отморозил пальцы рук";;"xmj9b1ohGoc";"Отморозила пальцы. болят. что делать? посоветуйте! - Галя.ру";"https://www.galya.ru/clubs/show.php%3Fid%3D530729";"1 фев 2012 ... Отморозила пальцы на руке,точне мизинец и безымяный очень сильно,у ... А лучше всего обратится к врачу если Вас это действительно беспокоит! ... даже при маленьком морозе болят суставчики и синеют руки.";"Что делать, если отморозил пальцы рук";"http://medsait.ru/vopros/chto-delat-esli-otmorozil-paltsy-ruk";"Отмороженные пальцы рук: основные симптомы; Чего нельзя делать при обморожении; Что делать, если вы отморозили пальцы рук. Что делать, если ...";"Обморожение рук: что делать? Обморожение пальцев рук ...";"http://www.allwomens.ru/41272-obmorozhenie-ruk-pervaya-pomosch-i-lechenie.html";"Обморожение рук: первая помощь, лечение в домашних условиях народными средствами. Что делать, если вы обморозили руки? Простые способы ..."
"C2D8403C-E2FE-A3F6-1F5B-1064D1D6765C";"Чем можно делать ингаляции при аденоидах";;"PLBjdFyxcvk";"Как правильно делать ингаляции небулайзером при аденоидах";"https://nasmorklechit.ru/procedury/ingalyacii-pri-adenoidah-nebulaizerom.html";"Небулайзер при аденоидах у детей ингаляции для лечения ребенка, ... Мирамистином делают и ингаляции при аденоидах, что даст следующий эффект: ... разводить лекарственные средства, но можно применять в чистом виде, ...";"Ингаляции при аденоидите и насморке. Эффективно? - БэбиБлог";"https://www.babyblog.ru/community/post/3_6_health/1691201";"16 ноя 2011 ... Ингаляции при аденоидах у детей небулайзером растворы .... капаю, промываю, но вот можно ли сделать ингаляцию небулайзером не ...";"Ингаляции при аденоидах у детей небулайзером - Тонзиллит";"http://tonsillit.ru/ingalyacii-pri-adenoidah.html";"Ингаляции при аденоидах Циклофероном (в ... Для достижения эффекта их делают 1-2 раза в ..."
"D23F4813-E692-A5D0-12D4-A2AFCCF5ABB7";"Что делать, если появилась сухость во влагалище";;"mZKkoH3KiSI";"Сухость во влагалище во время полового акта или при ...";"http://www.allwomens.ru/43961-sukhost-vo-vlagalishche.html";"Если сухость во влагалище присутствует уже долгое время и приносит существенные неудобства, лучшим выходом станет обращение к гинекологу .";"Сухость влагалища - что делать и как лечить народными и ...";"https://sovets.net/3631-sukhost-vlagalishcha-chto-delat-i-kak-lechit.html";"Что делать при сухости влагалища: средства для лечения ... Сухость влагалища – состояние интимной зоны, когда количество выделяемой организмом ...";"Сухость во влагалище. Как дальше жить? — ЗдоровьеИнфо";"https://www.zdorovieinfo.ru/vsya_pravda_o_vlagalische/suxost-vo-vlagalishhe-kak-dalshe-zhit/";"Сухость влагалища является одним из симптомов менопаузы. В нашей статье мы расскажем о причинах сухости влагалища и методах устранения ..."
"31E9D9A5-3CFE-1459-4A14-113B4A602E86";"Что делать, когда сильно отекает тело";;"_MmLNuBC77s";"Ужасные отеки всего тела!! Помогите! Может тут есть врачи или кто ...";"http://www.woman.ru/health/woman-health/thread/4352647/";"30 окт 2013 ... отекает ужасно все тело, руки, пальцы, живот, лицо все ... начали сильно отекать ноги,после родов 2 года назад у меня отекло все тело.на ..... На что она ответила да есть, а что делать и куда с этим идти не знает.";"Причины отеков и их лечение. Что делать при отеках - Zdr.ru";"http://zdr.ru/articles/poperek_sebya_shire_oteki_i_ikh_prichiny";"12 май 2014 ... причины отеков, что делать при отеках, как лечить отеки, что делать, ... Но если ноги отекают очень сильно и постоянно, вам надо ... и поднять поврежденный участок тела повыше, чтобы улучшить отток жидкости.";"5 причин отеков. От чего случается застой жидкости | Секреты ...";"http://www.aif.ru/health/secrets/1202345";"7 июл 2014 ... Симптомы: место укуса краснеет, отекает и чешется. При отеке Квинке нередко распухают язык, губы, миндалины, гортань."
"4DB6555A-2ABE-C1BA-37EC-5A2627195990";"Что делать, если в ухе серная пробка";;"dybiUnB99Uk";"Серная пробка в ухе: симптомы, можно ли удалить в домашних ...";"http://zdravotvet.ru/sernaya-probka-v-uxe-simptomy-udalenie-v-domashnix-usloviyax/";"Попробовать избавиться от серных пробок в домашних условиях можно, если: ухо не болит, а заложено, ...";"Серная пробка в ухе – симптомы, лечение - Отоларинголог";"https://otolaryngologist.ru/276";"Появление серной пробки в ушном проходе – совсем не редкость. Самая ... Если серная пробка мягкой консистенции, то врач начинает ее вымывание сразу. ... Инородное тело в ухе у ребенка: что делать в домашних условиях ...";"Какие симптомы и что делать при появлении пробки в ухе - Отит";"http://stopotit.ru/chto-delat-esli-u-vas-sernaya-probka-v-uhe-simptomy-i-lechenie.html";"Серная пробка в ухе: симптомы и правильное лечение ... Дело в том, что если между его стенками и ушной пробкой существует хотя бы маленькое ..."
"B19BCF13-A088-7FF0-7D79-016581D3641B";"Что делать, если в горле вскочили пузырьки";;"dwKAo3qLUkY";"Волдыри в горле. Болезни, провоцирующие появление высыпаний";"http://pryshhikov.ru/dermatologiy/vidy/pryshhi-v-gorle.html";"Если волдыри слишком увеличиваются в размерах, воздух не проникает в ... Пузырьки в горле появляются из-за плохой работы иммунной системы.";"Причины появления волдырей в горле и пузырей - Горло";"http://progorlo.ru/zabolevaniya/voldyri-v-gorle";"6 апр 2018 ... Сегодня разбираемся почему появляются волдыри и пузырьки в горле и как с ними ... почему образовываются такие волдыри и что с ними делать. ... Если язычок в горле воспалился, увеличился в размерах, болит и ...";"Причины пузырьков на глотке, что провоцирует?";"https://schitogood.ru/gortan/bolezni-vyzyvayushhie-vysypaniya-v-gorle.html";"schitogood.ru » Гортань » Болезни, вызывающие высыпания в горле ... Если патология вызвана бактериями главным препаратом в лечении выступает ..."
"F845D3F4-E7AD-791D-8075-E49819FB3E31";"Что делать, если сильно распухла верхняя губа";;"5A34LmuCQJ0";"Почему опухла верхняя губа и что делать? | Компетентно о ...";"https://ilive.com.ua/health/pochemu-opuhla-verhnyaya-guba-i-chto-delat_106303i16005.html";"Красивые, слегка припухшие губки – мечта любой женщины и соблазнительный плод для мужчины. Но если непредвиденно опухла верхняя губа, став ...";"Опухла верхняя губа: причины воспаления и что делать - Зубы";"https://zubi.pro/bolezni-polosti-rta/opuhla-verhnyaya-guba.html";"Если вы прикусили губу. Казалось бы, простая ситуация — случайно повредили губу во время приема ...";"Почему опухла верхняя губа – возможные причины, фото и ...";"https://100simptomov.ru/guby/opuxla-verxnyaya-guba";"27 июн 2017 ... Например, если опухает верхняя губа после еды определенной пищи – может ... характеризующееся быстрым появлением сильно зудящих, плоско ... применения смотрите в статье «Опухла губа – что делать?»."
"1AC66D9A-46F6-C415-3D25-29A31694BC4A";"Что делать, если поцарапал кот";;"kx3o8fTAMrs";"Кот поцарапал, чем лечиться? Форум Страница 1 - U-mama";"https://www.u-mama.ru/forum/family/health/441532/";"11 янв 2013 ... Вы достаточно сделали, если завтра не опухнет( а вероятность мала), то и делать больше ничего не надо, не адо из котов совсем уж ...";"Чем опасны кошачьи царапины | pensioneram.info";"http://pensioneram.info/chem-opasnyi-koshachi-tsarapinyi/";"7 сен 2012 ... Анализ имеет смысл делать не раньше, чем через несколько недель после ... Если же кошка поцарапала или укусила вас или членов вашей семьи, ..... здравствуйте,ребенка 1,9 поцарапал кот, заметили не сразу ...";"Сильно поцарапал кот, боюсь останется шрам - Woman.ru";"http://www.woman.ru/beauty/face/thread/4743631/";"18 окт 2016 ... Кот сильно поцарапал лицо, теперь боюсь, что останется шрам. ... Когда полностью заживёт, то тогда можно, как здесь советуют, ..."
"4982EB80-EE7E-027A-6450-A650E2EB7E26";"Что делать, если на половом члене появился синяк";;"m4MyL6BQO5o";"Синяки на половом члене и головке: причины, симптомы, методы ...";"http://gidmed.com/urologiya/zabolevaniya-urolog/travmy-i-povrezhdeniya/sinyaki-na-polovom-clene.html";"Могут ли на половом члене появляться синяки и причины гематом на органе ... Если на половом члене или головке появился синяк, необходима ...";"Как избавиться от синяка на половом члене - Травмы";"https://travma.info/sineaki_i_gematomi/kak-ubrat-sinyak-na-chlene.html";"В некоторых случаях синяк на половом члене образуется без явных причин. Это свидетельствует о ... Что делать при появлении синяка на члене?";"Что делать, если на половом члене появился синяк гематома на ...";"https://www.kakprosto.ru/kak-856417-chto-delat-esli-na-polovom-chlene-poyavilsya-sinyak";"Совет 1: Что делать, если на половом члене появился синяк. Синяк - это внутренний кровоподтек, который может вызвать дискомфорт не только из- за ..."
"28C9D304-DA0A-CBBF-D14C-2B9AEE140482";"Что делать, если першит в горле и сухой кашель";;"98aPXifMYpA";"Сухой кашель и першение в горле, лечение когда дерет горло и ...";"https://stopillness.ru/pershenie-v-gorle-i-suhoj-kashel-lechenie/";"Першит в горле и сухой кашель: причины и сопутствующие симптомы, ... сможет подсказать, что делать, если першит в горле и беспокоит сухой кашель, ...";"Першение в горле и сухой кашель, причины и лечение";"https://www.ayzdorov.ru/lechenie_pershenie_v_gorle_syh.php";"В некоторых случаях першение в горле может стать первым признаком ... Если сухой кашель снимается антигистаминными препаратами – то важно как ...";"Сухой кашель и першение в горле: почему возникает и как ...";"https://bolitgorlo.com/2017/04/pershenie-v-gorle-i-suhoy-kashel-prichinyi-lechenie/";"Болезни → Першение в горле и сухой кашель: причины, лечение ... Что же делать в таком случае, если нет возможности поменять место жительства?"
"D915DA89-84F3-920D-C10D-E514A3247F96";"Что делать при рези в животе";;"vn-MAO4bptA";"Что делать при болях в животе (желудке) и диарее? | ИМОДИУМ®";"https://www.imodium.ru/polezno-znat/stati/boli-v-zhivote-pri-ponose";"Боли в животе при поносе. Симптомы и их причины. Что важно сообщить врачу. Что делать при поносе и болях в животе. Диарея может являться ...";"17 главных причин боли в животе - Персомед";"http://persomed.com.ua/17-glavnyh-prichin-boli-v-zhivote";"Главные причины боли в животе и как их распознать. К какому врачу ... Локализация боли при ГЭРБ – верхняя часть живота и нижняя часть груди.";"Болит живот: что делать| - Zdr.ru";"http://zdr.ru/articles/bolit-zhivot-chto-delat";"14 апр 2009 ... 5 ПРАВИЛ ПРИ БОЛИ В ЖИВОТЕ. 1. Острая режущая (кинжальная) боль, колика, нарастающая боль, смещающаяся вправо – повод ..."
"E3980BE3-E6A7-6F56-1059-79151BB1A5E5";"Что делать, если при температуре болит голова";;"FzGnrd3kNnA";"Головная боль при простуде: симптомы и лечение головной боли ...";"https://www.rinza.ru/symptomi/golovnaja-bol";"Причины и симптомы головной боли при гриппе и ОРВИ. ... При ОРВИ она, как правило, сопровождается ознобом и повышением температуры тела до 37 °C и выше. ... охватывает всю голову, носит распирающий или давящий характер; ... Если ОРЗ (в том числе гриппу и другим ОРВИ) сопутствует насморк, ...";"Болит голова и температура 37С: основные причины";"http://www.golovazdorova.ru/bol/chto-delat-esli-bolit-golova-i-temperatura-37s.html";"При длительной лихорадке в первую очередь ... Сделать это не так просто, ведь не в ...";"Болит голова и температура 38-39 у взрослых что делать?";"https://pneumoniae.net/temperatura-38-i-bolit-golova/";"Но, что же делать беременной, если ... до 38 градусов и сильно болит голова ?"
