GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"34CB10BA-D1D6-A46A-7614-1C4DC10468AA";"Как правильно отказать?";;"UVn8Vst2gCU";"Как правильно отказать в просьбе: советы как говорить нет";"https://experimental-psychic.ru/sovety-kak-otkazat/";"Как правильно и легко отказывать, чтобы никого не обидеть и не испытывать при этом чувства вины и неловкости? Читайте практические советы в ...";"Как сказать «нет» – Конструктор Успеха";"https://constructorus.ru/psixologiya/kak-skazat-net.html";"7 дек 2012 ... Когда вы поймете, как правильно отказать человеку, вы приобретете значительное уважение в кругах вашего общения. Когда вы ...";"Как правильно отказать партнёру в сексе - Лайфхакер";"https://lifehacker.ru/kak-pravilno-otkazat-v-sekse/";"Многим известна неловкая ситуация: ваш партнёр хочет секса, а вы не чувствуете ни капли желания. Расскажем, как отказать в сексе, чтобы избежать ..."
"C7E4B39A-8C56-19A2-B450-53775B33F147";"Как уговорить о встрече";;"dmLSPDBFUeY";"Как уговорить парня встретиться применив разумную инициативу";"http://ezy-life.ru/zhenshhinam/kak-ugovorit-parnya-vstretitsya.html";"28 май 2016 ... Как добиться встречи с несговорчивым парнем, не прибегая к манипуляции. как уговорить парня встретиться. Оглавление.";"Как уговорить девушку на свидание, если она никак не ...";"http://romanvinilov.ru/kak-ugovorit-devushku-svidanie-esli-ona-nikak-soglashaetsya/";"Поэтому важно знать, как уговорить девушку на свидание, если она на него никак ... Но, скорее всего, она откажет тебе во встрече, поскольку будет не ...";"Как уговорить девушку прийти на свидание - allWomens";"http://www.allwomens.ru/9513-kak-ugovorit-devushku-prijti-na-svidanie.html";"Как произвести впечатление на девушку и уговорить ее прийти на свидание. ... И тут при встрече вместо обычного «Привет! Как дела?» парень сказал ..."
"7E8C853A-84B9-3DC3-01BB-8F1FE5E1C0E3";"Как расстаться с другом";;"sWkkJQUxswI";"Как расстаться с другом Прошлое не воротишь, или как ...";"https://www.kakprosto.ru/kak-11428-kak-rasstatsya-s-drugom";"Как расстаться друзьями. Если отношения себя исчерпали, если вам по отдельности лучше, чем вместе, то нужно подумать о расставании.";"Совет психолога: как правильно расстаться | Marie Claire";"http://www.marieclaire.ru/psychology/sovet-psihologa-kak-pravilno-rasstatsya-/";"10 июн 2013 ... Для незавершенных отношений в психотерапии есть термин «гештальт». Он означает, что отношения не проработаны до конца и ...";"9 способов порвать отношения с другом - Ivetta.ua";"https://www.ivetta.ua/sposobov-porvat-otnosheniya-s-drugom/";"25 сен 2013 ... Самым честным способом “расстаться” со своим другом будет встретиться в живую и поговорить. Я все же хорошо отношусь к своим, ..."
"35EB1F96-1E1B-4EBC-C1A3-FD7B15FCA6E5";"Как выбрать подругу";;"2b3lPQk0kJI";"Как выбрать подругу";"http://kak-vybrat.net/kak-vyibrat-podrugu.php";"21 окт 2014 ... Как выбрать подругу. Каждый человек – личность со своими предпочтениями, привычками и особенностями. Выбирая себе друзей, мы ...";"Как выбрать лучшую подругу на всю жизнь - Мир женщин";"https://goldlass.ru/poleznye-sovety/kak-vybrat-luchshuyu-podrugu.html";"14 дек 2014 ... В последнем случае- выбрать лучшую подругу- это значит скооперироваться с той, у которой примерно одинаковые проблемы в ...";"9 правил как выбрать подругу или друга жизни | owalon.com";"http://owalon.com/node/429";"29 май 2013 ... Александр Зхрэ 9 пунктов о том, как выбрать надежную и настоящую Подругу (Друга) жизни. Все приведенные здесь правила выверены ..."
"208B0ED4-4367-1113-562E-ABD17DA2A528";"Как лучше предложить встречаться";;"LTo7O4P-QlU";"Как предложить девушке встречаться - фразы в вк, примеры";"http://psihomed.com/kak-predlozhit-devushke-vstrechatsya/";"Вторая ситуация, уже лучше – когда парень с барышней уже друзья. ... Предложив девушке встречаться, парень, скорее всего, услышит, какой он ...";"Как предложить девушке встречаться?";"http://www.pickup.by/kak-predlozhit-devushke-vstrechatsya";"15 сен 2012 ... Познакомившись с девушкой, многие парни задаются вопросом, как предложить этой девушке встречаться. Зачастую такой вопрос ...";"Как правильно предложить девушке встречаться?";"http://kak-bog.ru/kak-pravilno-predlozhit-devushke-vstrechatsya";"От того, как будет сделано предложение встречаться девушке, может во многом зависеть ее ответ. Эта статья расскажет о способах правильно и ..."
"3BF8958C-7E4E-A27C-8030-EDA16D18F6AE";"Как помочь подруге";;"WFHaAEPizSo";"Как помочь подруге выйти из депрессии? - Красивая и Успешная";"https://www.sympaty.net/20131124/podruga-depressija/";"24 ноя 2013 ... Как помочь подруге выйти из депрессии, чего не нужно делать, чтобы не усложнить ситуацию, и как поступить, если твоя помощь ...";"7 советов как помочь подруге пережить расставание | I love tips";"http://ilovetips.ru/7-sovetov-kak-pomoch-podruge-perezhitj-rasstavanie/";"13 янв 2016 ... Это всегда душераздирающее зрелище, видеть, как подруга страдает после расставания. Если вы ищете способы помочь ей выжить ...";"Как помочь подруге?: ru_psiholog";"https://ru-psiholog.livejournal.com/116655.html";"Всем привет! Походив по разным психологическим тренингам, стала замечать игры в общении, как положительные так и отрицательные. Недавно ..."
"4B519128-5023-096D-D821-21DA92B649BB";"Как становятся друзьями";;"Du1wyXh00Js";"Сжатое изложение по тексту «Что такое дружба?» - Подготовка ...";"http://russian2015.ucoz.com/publ/podgotovka_k_ogeh_po_russkomu_jazyku/szhatoe_izlozhenie_po_tekstu_chto_takoe_druzhba/5-1-0-426";"20 окт 2016 ... Как становятся друзьями? Друзей встретишь чаще всего среди людей общей судьбы, одной профессии, общих помыслов. И всё же ...";"Как люди становятся друзьями - Психология - Форум - Замок";"https://zamok.druzya.org/index.php%3F/topic/10282-%25D0%25BA%25D0%25B0%25D0%25BA-%25D0%25BB%25D1%258E%25D0%25B4%25D0%25B8-%25D1%2581%25D1%2582%25D0%25B0%25D0%25BD%25D0%25BE%25D0%25B2%25D1%258F%25D1%2582%25D1%2581%25D1%258F-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B7%25D1%258C%25D1%258F%25D0%25BC%25D0%25B8/";"13 сен 2011 ... Иногда приходит в голову мысль - как определенные люди становятся нашими друзьями? Я выросла на книгах, где друзья- ...";"Что такое дружба, как становятся друзьями: помощь в подготовке ...";"http://heaclub.ru/chto-takoe-druzhba-kak-stanovyatsya-druzyami-pomoshh-v-podgotovke-k-izlozheniyu-po-russkomu-yazyku-kak-napisat-izlozhenie-nachinayushheesya-slovami-chto-takoe-druzhba-sovety";"Что такое дружба, как становятся друзьями: помощь в подготовке к изложению по русскому языку. Как написать изложение, начинающееся словами: что ..."
"2D1E0BD8-52EF-EFD5-6B62-91699F06DE16";"Как отказаться от дружбы";;"3BKghcdI-gI";"Ответы@Mail.Ru: Как отказаться от дружбы с человеком, если он твой ...";"https://otvet.mail.ru/question/54180675";"Пользователь Ирина Аполонская задал вопрос в категории Агент@Mail.Ru и получил на него 10 ответов.";"а как вежливо отказать в дружбе? - Конференции 7я.ру";"https://conf.7ya.ru/fulltext-thread.aspx%3Fcnf%3DMisc%26trd%3D186206";"есть одна леди,которая откровенно набивается в подруги...не в знакомые,не просто подругачистопоболтать,а именно в близкие подруги? Звонки раз по ...";"Отменяем предложения дружбы в Одноклассниках";"http://computerologia.ru/otmenyaem-predlozheniya-druzhby-v-odnoklassnikax/";"15 май 2015 ... Отказ от дружбы. Как только вы нашли нужного вам человека, вы отправляете ему приглашение в друзья. А как быть, если человек, ..."
"71D4E96F-67C1-F263-516A-D40EC0175D85";"Как наладить отношение с друзьями";;"frbJfqt0aN8";"Не разлей вода, или как наладить отношения с друзьями";"https://blog.teamo.ru/2014/01/15/%25D0%259D%25D0%25B5-%25D1%2580%25D0%25B0%25D0%25B7%25D0%25BB%25D0%25B5%25D0%25B9-%25D0%25B2%25D0%25BE%25D0%25B4%25D0%25B0-%25D0%25B8%25D0%25BB%25D0%25B8-%25D0%25BA%25D0%25B0%25D0%25BA-%25D0%25BD%25D0%25B0%25D0%25BB%25D0%25B0%25D0%25B4%25D0%25B8%25D1%2582%25D1%258C-%25D0%25BE%25D1%2582%25D0%25BD%25D0%25BE%25D1%2588%25D0%25B5/";"15 янв 2014 ... Поэтому ссориться с друзьями крайне нежелательно, особенно с самыми близкими из них. Как наладить отношения с друзьями?";"Как наладить треснувшую дружбу - wikiHow";"https://ru.wikihow.com/%25D0%25BD%25D0%25B0%25D0%25BB%25D0%25B0%25D0%25B4%25D0%25B8%25D1%2582%25D1%258C-%25D1%2582%25D1%2580%25D0%25B5%25D1%2581%25D0%25BD%25D1%2583%25D0%25B2%25D1%2588%25D1%2583%25D1%258E-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B6%25D0%25B1%25D1%2583";"Как наладить треснувшую дружбу. Даже самые близкие друзья могут ссориться, но иногда после ссоры возникает впечатление, будто отношения  ...";"Как наладить отношения со старыми друзьями? - Otvetin.ru";"http://otvetin.ru/loveznakotno/5964-kak-naladit-otnosheniya-so-starymi-druzyami.html";"Еще недавно вы с подругой были «не разлей вода»: вместе сидели на лекциях, по вечерам ходили на дискотеки и могли часами обсуждать любовные ..."
"5D928607-A9AB-171F-0DC1-C71D0841CA51";"Дружба с гомосексуалистом";;"E9Ap1LFnC4Q";"Мой друг – гей | Психология отношений между мужчиной и ...";"http://www.mysenses.ru/anderson/moj-drug-gej";"15 апр 2014 ... Существует ли дружба между мужчиной и женщиной? Наверное, каждый хоть раз об этом задумывался. Вроде, какая может быть ...";"Сердце красавца склонно к измене | Психология на www.elle.ru";"https://www.elle.ru/otnosheniya/psikho/serdtse_krasavtsa_izmena/";"18 авг 2009 ... Дружба с геем может навсегда испортить девушке жизнь, убежден Михаил Барышников. Работая в модной индустрии, он знает немало ...";"Лучший друг-гей: за и против - Sunny7.ua";"https://sunny7.ua/semja/otnosheniya/luchshiy-drug-gey--za-i-protiv";"Дружба с геем – это идиллия или бомба замедленного действия? Читайте в нашей статье. Плюсы и минусы дружбы с мужчиной нетрадиционной ..."
"CE903AAB-0736-0DFB-8CFB-7F8A246EA8A2";"Как простить предательство лучшей подруги";;"jvNJbKK-efI";"Как простить предательство друга (подруги)? | Психология ...";"https://shkolazhizni.ru/psychology/articles/3577/";"Вы теряетесь, путаетесь и совсем не можете понять, почему именно этот человек − ваш лучший друг, ваша лучшая подруга − вас предал. Значит, он не ...";"Как простить предательство подруги - tochka.net";"https://lady.tochka.net/32759-kak-prostit-predatelstvo-podrugi/";"10 июл 2013 ... Советы, которые помогут простить, если ты решила продолжать отношения. ... Предательство подруги - одно из самых ужасных событий, .... как говорила она, ее лучшей подругой... короче долгая история. в ...";"Что делать, если предала подруга - мстить или простить?";"https://legkopolezno.ru/tsennosti/druzya-i-obshhenie/predatelstvo-podrugi/";"Ведь забыть, как предала лучшая подруга, может не каждый. Неприятные воспоминания способны постоянно настигать. Если предательство подруги ..."
"390A1DA0-6606-4211-7175-5A5E796F7BCC";"Как попасть в компанию в 2018 году";;"AEgw6ODs7Ak";"Как попасть на кастинги украинских талантшоу в 2018 году - В ...";"https://od.vgorode.ua/news/dosuh_y_eda/353371-khochu-v-televyzor-kakye-kastynhy-startuuit-v-2018-hodu-y-kak-tuda-popast";"31 янв 2018 ... Хочу в телевизор: какие кастинги стартуют в 2018 году и как туда попасть ... Кто не мечтал хоть раз попасть на ТВ и порадовать любимую бабушку с .... Education Hub (бизнес-центр "Троицкий", 4 этаж, офис 402, ул.";"Отзывы украинцев о жизни и работе в Польше в 2018 году ...";"http://vakansii-v-polshe.com/otzyvy-ukraincev-o-zhizni-i-rabote-v-polshe-v-2018-godu/";"Отзывы украинцев о жизни и работе в Польше в 2018 году · 19.04.2017 от Максим — визовый ..... А знакомые через эту компанию оформились. Ответить ... Здравствуйте!как попасть на коропласт? Ответить ... 26.05.2018 в 12:27.";"Новые правила трудоустройства в Польше для иностранцев с ...";"http://vsetutpl.com/ru/novye-pravyla-trudoustroystva-v-polshe-dlya-ynostrantsev-s-2018-goda";"3 янв 2018 ... Как показывают данные, каждая третья польская компания считает, что ... Разрешение на сезонную работу в Польше в 2018 году."
"FD452801-0D2C-DE51-3F69-EC5430FAEB12";"Как быть хорошим другом в 2018 году";;"Tk7usRgH2Uc";"Что такое настоящий друг? - LDS.org";"https://www.lds.org/youth/article/what-is-a-true-friend%3Flang%3Drus";"Есть много определений того, что значит быть другом. Я никогда ... Чтобы обрести хороших друзей, вы сами должны стать хорошим другом… В своем  ...";"Как стать лучшим или хорошим другом человеку: завоевать ...";"http://auroum.ru/%3Fp%3D1573";"Но поддержка и понимание, необходимы каждому человеку. Как стать хорошим другом, верным товарищем и близким человеком сегодня? Об этом мы ...";"Дружба без когтей. Как завоевать доверие кошки? | Люди ...";"http://www.spb.aif.ru/society/people/druzhba_bez_kogtey_kak_zavoevat_doverie_koshki";"1 мар 2018 ... Кошка может стать хорошим другом своему хозяину. © / Ольга Юдина / АиФ. Еще. 1 марта 2018 года 85-й раз отмечается Международный день кошек. Согласно ... Оно может быть от заболевшей птицы. Главное ..."
"A9F72D25-5BEA-042B-E39A-C6DD32A88023";"Как сделать из дружбы любовь";;"oD5ON4DVIrg";"Как превратить любовь в дружбу - wikiHow";"https://ru.wikihow.com/%25D0%25BF%25D1%2580%25D0%25B5%25D0%25B2%25D1%2580%25D0%25B0%25D1%2582%25D0%25B8%25D1%2582%25D1%258C-%25D0%25BB%25D1%258E%25D0%25B1%25D0%25BE%25D0%25B2%25D1%258C-%25D0%25B2-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B6%25D0%25B1%25D1%2583";"Как превратить дружбу в любовь, и насколько тонка грань между этими двумя понятиями? Прочитайте эту статью, и вы узнаете, что нужно сделать, ...";"Как перевести отношения из дружбы в любовь :: JustLady.ru ...";"http://www.justlady.ru/articles-126239-kak-perevesti-otnosheniya-iz-druzhby-v-lyubov";"Психологи утверждают, что дружба между женщиной и мужчиной не возможна. Но многие люди, исходя из собственного жизненного опыта, ...";"Как перейти с дружбы на любовь :: JustLady.ru - территория ...";"http://www.justlady.ru/articles-149872-kak-pereyti-ot-druzhby-k-lyubvi";"Как правило, скрывает свои чувства, так как боится быть отвергнутым. Хотя нужно просто сделать один шаг навстречу и из дружбы расцветет любовь."
"DA064A0D-BFB3-41EC-FE23-1D502D8E98B9";"Что подарить другу, у которого все есть";;"SdNAlYMWRyI";"Подарки для тех, у кого все есть - WoMo";"http://womo.ua/podarki-dlya-teh-u-kogo-vse-est/";"Что подарить человеку, у которого все есть? 10 идей к Новому году.";"Что подарить человеку, у которого все есть, на Новый ... - Сегодня";"https://www.segodnya.ua/lifestyle/psychology/chto-podarit-cheloveku-u-kotorogo-vse-est-na-novyy-god-1099345.html";"18 дек 2017 ... Близится Новый год и все спешат купить подарки своим близким, друзьям и коллегам. Казалось бы, это приятное занятие, ведь одним ...";"Что подарить человеку, у которого все есть: советы | Журнал ...";"https://www.cosmo.ru/psychology/psychology/chto-podarit-bogatomu-drugu/";"7 июн 2010 ... Что дарить человеку, у которого все есть? Это не вопрос, если у тебя у самой все есть. Он тебе бриллиантовые серьги, ты ему ..."
"C58C4698-6DF3-8B43-E202-8D22294415E2";"Как познакомиться с парнем-инвалидом";;"njNhGcIpoJc";"Давайте знакомиться | Инвалиды invalid.ru,инвалид,врач ...";"https://vk.com/topic-12311166_21763454";"11 окт 2009 ... Предлагаю в этой теме знакомиться друг с другом. 4. Нравится Показать ... Хочу познакомится с парнем инвалидом. Нравится Показать ...";"Как познакомиться инвалиду? - in-kiss.ru";"http://www.in-kiss.ru/nachalo-otnosheniy/kak-poznakomitsya/kak-poznakomitsya-invalidu.html";"Несмотря на развитость века, вопрос как познакомиться инвалиду, до сих пор остается ... Умная девушка знает, как влюбить парня по переписке!";"Я инвалид, но хочу любви: evo_lutio";"https://evo-lutio.livejournal.com/202632.html";"У меня небольшая инвалидность с детства, особых проблем это не влечёт -- я ... Сначала я пытался знакомиться в вузе, но, хотя взаимной симпатии не .... Парню просто с самого начала не повезло, а потом самооценка начала ..."
"EC49536E-3952-8783-66AE-535A83AD3665";"Как благословить сына на брак";;"6U_svj_nwMc";"Благословение сына перед свадьбой - Домашний";"https://domashniy.ru/svadba/svadebnye_obychai_blagoslovenie_syna_re15/";"Если благословение сына происходит в верующей, религиозной семье, ... При удачном исходе родители благословляют детей на вступление в брак.";"Благословение сына перед браком. Видео - Woman's Day";"http://www.wday.ru/seks-otnosheniya/sem/roditelskoe-blagoslovenie-syina-pered-svadboy/";"14 фев 2014 ... Благословение – это одобрение родителями выбора спутника жизни, сделанного их сыном или дочерью, пожелание счастья будущим ...";"Как благословить сына перед свадьбой: слова материнского ...";"https://www.syl.ru/article/155959/new_kak-blagoslovit-syina-pered-svadboy-slova-materinskogo-blagosloveniya";"30 окт 2014 ... Благословение матери сына перед свадьбой играет особую роль, .... В общем, благословение на долгий и крепкий брак, на создание ..."
"36C3DCA0-0472-430E-4E36-A9B4CE599D29";"Как возобновить отношения с друзьями";;"wU7J8SKhhJg";"Зачем мы ищем старых друзей - Psychologies";"http://www.psychologies.ru/self-knowledge/communication/zachem-myi-ischem-staryih-druzey/";"Зачем мы ищем старых друзей. Возобновить отношения с соседом по парте или однокурсником… Это просто: социальные сети и сайты поиска людей ...";"Восстановить отношения с друзьями детства - sova-golova.ru";"http://sova-golova.ru/%3Fp%3D1292";"28 окт 2011 ... Сейчас возобновить отношения с соседом по парте, ... миллионов людей ищут друзей детства и хотят восстановить общение с ними*.";"Как возобновить отношения с друзьями Как восстановить ...";"https://www.kakprosto.ru/kak-835589-kak-vozobnovit-otnosheniya-s-druzyami";"Как возобновить отношения с друзьями. Часто случается так, что друзья выпадают из нашей жизни. Может быть, уезжают в другой город, а может, ..."
"754D7827-67B8-C199-F6A0-043ED4C523BA";"Как сформировать круг общения";;"Nj_kI0-mntA";"Как сформировать новый круг общения при переезде в ...";"https://thequestion.ru/questions/34090/kak-sformirovat-novyi-krug-obsheniya-pri-pereezde-v-neznakomyi-gorod-esli-ty-frilanser";"Расскажу из собственного опыта. Во-первых многие фрилансеры могут прийти в офис, га который работают, познакомиться и иногда туда заходить.";"Как сформировать свой круг общения - полезные советы от ...";"https://vikiland.ru/articles/how-to-build-your-social-circle/";"У каждого человека в течение жизни формируется круг общения. В него входят родные, коллеги, друзья детства и люди, с которыми его сводит ...";"Что такое круг общения? Как сформировать и расширить круг ...";"http://fb.ru/article/315931/chto-takoe-krug-obscheniya-kak-sformirovat-i-rasshirit-krug-obscheniya";"24 май 2017 ... Пожалуй, на этом заканчивается тот круг общения, который послан свыше. Дальше человеческая жизнь во многом начинает зависеть ..."
"4D044605-CECF-9660-72C6-36DC1C024F35";"Когда подруга становится врагом: такая переменчивая женская дружба";;;"Что делать, если дружба зашла в тупик - Она - TCH.ua - ТСН";"https://ru.tsn.ua/lady/psychologia/ona/pochemu-menya-razdrazhayut-podrugi-790355.html";"5 июн 2012 ... Существует ли в реальной жизни женская дружба. ... Возможно, примеров предательства подруг не так уж и много, просто ... Возможно из-за нашей чрезмерной эмоциональности, которая становится причиной ...";"Женская дружба – миф или реальность - Она - TCH.ua - ТСН";"https://ru.tsn.ua/lady/psychologia/ona/zhenskaya-druzhba-mif-ili-realnost.html";"Всем известно, что у каждой уважающей себя дамы обязательно должно быть маленькое черное платье, туфли на высоких каблуках, новенький ...";"О логике женской дружбы, или Классификация подруг - Домашний";"https://domashniy.ru/psihologiya/o_logike_zhenskoj_druzhby_ili_klassifikacia_podrug/";"7 июн 2012 ... Одни уверяют, что женской дружбы не существует, а все, что ею ... уходит доверие, взаимное уважение, подруги становятся врагами."
"3E35DC6B-BC47-4F4D-C76D-225775B3EA61";"Как завязать дружбу";;"90fr8JTeF1I";"Как обрести дружбу — ОНЛАЙН-БИБЛИОТЕКА Сторожевой башни";"https://wol.jw.org/hi/wol/d/r2/lp-u/102004882";"Вы до сих пор не имеете понятия о том, как завязывать дружбу, как строить отношения и как из «знакомых» становятся «друзьями»? В этой статье мы ...";"Как начинать разговор и завести друзей? | Школа рисования ...";"http://training.naydisebya.ru/articles/otnosheniya/93-kak-nachinat-razgovor-i-zavesti-druzej";"3 апр 2016 ... С возрастом человек начинает больше ценить дружбу, и понимает, что по- настоящему верные и близкие люди – это большая редкость ...";"10 секретов крепкой дружбы - VitaMarg.com";"http://www.vitamarg.com/konsultacii/ludi/6274-10-sekretov-krepkoj-druzhby";"На вопрос: Как завязать дружбу?, отвечают психологи с высшим психологическим образованием."
"D84A81F2-C9C7-83EA-BEA2-712EDF16FD0D";"Как найти верного друга";;"Ucs9P5bqYXI";"Как найти настоящего друга - wikiHow";"https://ru.wikihow.com/%25D0%25BD%25D0%25B0%25D0%25B9%25D1%2582%25D0%25B8-%25D0%25BD%25D0%25B0%25D1%2581%25D1%2582%25D0%25BE%25D1%258F%25D1%2589%25D0%25B5%25D0%25B3%25D0%25BE-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B3%25D0%25B0";"Как найти настоящего друга. Настоящая дружба – одно из самых глубоких чувств, возникающих между людьми. Настоящий друг всегда с вами и в ...";"Ответы@Mail.Ru: Как найти верного друга? Друга который не предаст .";"https://otvet.mail.ru/question/74388948";"Пользователь евгения соболева задал вопрос в категории Дружба и получил на него 16 ответов.";"Как найти верного друга - great.az";"http://great.az/romantika/13923-kak-nayti-vernogo-druga.html";"23 сен 2014 ... Как найти верного друга. 1. Присмотритесь к окружающим вас людям. Возможно, именно сосед по лестничной площадке, сотрудник или ..."
"AACBB9C4-9B5F-FB59-2C60-5370D04FB74C";"Как обзавестись друзьями";;"mmD7glve-V8";"7 качеств, которые помогут вам обзавестись друзьями | В мире ...";"https://flytothesky.ru/7-kachestv-kotorye-pomogut-vam-obzavestis-druzyami/";"3 апр 2017 ... Если вы действительно хотите окружить себя хорошими людьми и друзьями, проверьте, есть ли у вас эти семь нижеописанных качеств.";"Как обзавестись друзьями? - ЛИСТОПЕДИЯ";"http://www.listopedia.ru/otnoshenia/kak_obzavestis_druziami.html";"Обзавестись настоящими друзьями достаточно сложно, а потому почти каждый человек хотел бы знать, как обзавестись настоящими и практичными  ...";"Как обзавестись друзьями, если ты сыч и живешь в Мухосране?";"https://thequestion.ru/questions/165239/kak-obzavestis-druzyami-esli-ty-sych-i-zhivesh-v-mukhosrane";"На самом деле всё довольно просто (пожалуй, даже проще, чем в ДС и ДС-2) . У каждого человека присутствует некий социальный фон, ..."
"C2A80261-C417-199B-030D-B6134FB78EA1";"Как уважать интересы друг друга";;"Ir2kX-90c40";"Почему они нас не уважают? — Родительский комитет";"http://rodkom.com.ua/pochemu-oni-nas-ne-uvazhayut/";"12 янв 2017 ... Если родители не уважают ребёнка и друг друга, то ребёнок никогда ... прав, внимание к интересам другого человека, его убеждениям.";"Уважение в семейных отношениях - Психологос";"https://www.psychologos.ru/articles/view/uvazhenie-v-semeynyh-otnosheniyah";"В современной европейской семье уважение в том, что супруги признают: и муж, ... Уважать его интересы и увлечения;; Признавать его достоинства; ... Когда два человека только встретились и влюбились уважать друг друга не ...";"Сильная Россия. Философский аспект личности. Духовный аспект ... - Результати пошуку у службі Книги Google";"https://books.google.com.ua/books?id=YSRaDwAAQBAJ";"Это обязанность выказывать человеку уважение, которое ему полагается как ... когда затронуты материальные интересы других, уважать друг друга в  ..."
"4FF66AF9-AB02-4142-3B06-988E03CF4FEF";"Как быть хорошей подругой";;"EYPiv-qjlv4";"Как стать хорошей подругой?";"http://yastal.ru/kak-stat-horoshej-podrugoj.html";"19 июн 2011 ... Представьте для себя самой: какой вы бы хотели видеть свою лучшую подругу? Составьте в голове некий идеал – вот и ответ на то, ...";"Как быть хорошей подругой (для девушек) - wikiHow";"https://ru.wikihow.com/%25D0%25B1%25D1%258B%25D1%2582%25D1%258C-%25D1%2585%25D0%25BE%25D1%2580%25D0%25BE%25D1%2588%25D0%25B5%25D0%25B9-%25D0%25BF%25D0%25BE%25D0%25B4%25D1%2580%25D1%2583%25D0%25B3%25D0%25BE%25D0%25B9-(%25D0%25B4%25D0%25BB%25D1%258F-%25D0%25B4%25D0%25B5%25D0%25B2%25D1%2583%25D1%2588%25D0%25B5%25D0%25BA)";"Как быть хорошей подругой (для девушек). Всегда старайтесь почувствовать себя на месте другого человека. Думайте о своих поступках. Всегда будьте ...";"Как стать лучшей подругой и укрепить вашу дружбу - Штучка.ру";"https://6tu4ka.ru/201308/kak-stat-luchshej-podrugoj.htm";"Как стать хорошей подругой, вопреки стереотипу, что женской дружбы не бывает? В ритме сегодняшнего дня мы чаще всего общаемся в интернете, ..."
"C6FAE9EC-1D62-1F2A-E716-6AB036C270E8";"Неразлучные подруги: как подружиться с девушкой";;;"Как подружиться с популярной девочкой (для девочек) - wikiHow";"https://ru.wikihow.com/%25D0%25BF%25D0%25BE%25D0%25B4%25D1%2580%25D1%2583%25D0%25B6%25D0%25B8%25D1%2582%25D1%258C%25D1%2581%25D1%258F-%25D1%2581-%25D0%25BF%25D0%25BE%25D0%25BF%25D1%2583%25D0%25BB%25D1%258F%25D1%2580%25D0%25BD%25D0%25BE%25D0%25B9-%25D0%25B4%25D0%25B5%25D0%25B2%25D0%25BE%25D1%2587%25D0%25BA%25D0%25BE%25D0%25B9-(%25D0%25B4%25D0%25BB%25D1%258F-%25D0%25B4%25D0%25B5%25D0%25B2%25D0%25BE%25D1%2587%25D0%25B5%25D0%25BA)";"У меня проблема - совершенно не представляю, как начинают дружить девушки... У меня было две подруги детства - одна уехала на ...";"Ответы@Mail.Ru: Как подружиться с девушкой? Как найти подругу?";"https://otvet.mail.ru/question/13016935";"Кто сядет с ней вместе в столовой, с кем она подружится, откуда она? А новенькая тем временем чувствует себя немного потерянной, и подруга бы ей ...";"Новенькая в классе? Как с ней подружиться - Девчат";"https://www.devchat.ru/my-circle/friends/article/novenkaya-v-klasse-kak-s-ney-podruzhitsya";"12 вер. 2016 ... Тому варто знайти подругу і створити з нею міцні відносини. Неразлучные подруги: как подружиться с девушкой. Справжня подруга ..."
"702B4A14-C2AB-1C8B-68F8-933A72CB4145";"Как найти хорошую компанию";;"7SsR3t4hPjg";"10 способов как находить друзей - Активный образ жизни";"http://folkextreme.ru/2012/09/10-sposobov-kak-naxodit-druzej/";"5 сен 2012 ... Пять причин найти новых друзей ... Учитесь искусству беседы, и вы всегда легко вольётесь в любую компанию. ... на чай, предлагайте помощь — и рано или поздно такое отношение сыграет вам хорошую службу.";"Как найти «свою» компанию: семь советов | Executive.ru";"https://www.e-xecutive.ru/career/labormarket/1987506-kak-naiti-svou-kompaniu-sem-sovetov";"25 окт 2017 ... Итак, что можно посоветовать соискателям вакансий, желающим найти не просто работу с хорошей зарплатой, а компанию, трудиться ...";"Как найти хорошую компанию по ремонту автомобилей?";"http://dissans.com.ua/news/ru/remont-auto.html";"18 апр 2018 ... Ниже представлены некоторые советы, которые помогут вам найти надежную компанию, занимающуюся ремонтом и техническим ..."
