GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
4142865A-8FD2-6F57-FBDB-E2BBA6278C01;Как нарисовать на ногтях апельсин;kak-narisovat-na-nogtyah-apelsin-;;;;;;;;;;
FE8E2EF6-E589-6346-68E2-49EA8F9DD054;Как сделать маникюр с нарисованной видеокамерой на голубом фоне самой;kak-sdelat-manikyur-s-narisovannoy-videokameroy-na-golubom-fone-samoy;;;;;;;;;;
308A30F0-D891-0B6B-83A5-0E1A584E568F;Как снимать шеллак дома;kak-snimat-shellak-doma;odzJOseSGuI;;;;;;;;;
0BFCD1E2-9ABA-42A5-8C50-A463F07C6AB8;"Как сделать маникюр &quot;Кошачий глаз&quot; в домашних условиях";kak-sdelat-manikyur-koshachiy-glaz-v-domashnih-usloviyah;;;;;;;;;;
8B1B2386-6A85-8BD1-FE77-27A66FD9D19B;Как сделать ванночку для рук из коры дуба;kak-sdelat-vannochku-dlya-ruk-iz-kory-duba;;;;;;;;;;
285E9481-F35D-DFE6-1BD2-9FD169505EE7;Маски для укрепления ногтей;maski-dlya-ukrepleniya-nogtey;Di2_8YDrHeU;;;;;;;;;
9076BEA3-B269-4805-02F9-0DBF8286AC5F;Как восстановить натуральные ногти после наращивания;kak-vosstanovit-naturalnye-nogti-posle-narashchivaniya;dnXhV2KIkwY;;;;;;;;;
D1C8AFAB-5875-DA2B-FB3D-8E30003864C0;Домашние средства для роста ногтей;domashnie-sredstva-dlya-rosta-nogtey;bB99i3pUNHk;;;;;;;;;
D1D07F6D-EA1D-5FFE-F1D1-994C9728B4E7;Как делать горячий маникюр;kak-delat-goryachiy-manikyur;nUVCl_v3SAE;;;;;;;;;
2FA13C71-263B-F877-D0E1-B3BC4ACD3190;Как правильно стричь ногти;kak-pravilno-strich-nogti;;;;;;;;;;
D2B1FA15-3660-3EF8-00EE-6AFBB38D0AF0;Как выбрать лак для коротких ногтей;kak-vybrat-lak-dlya-korotkih-nogtey;sdae--6u7yo;;;;;;;;;
088FB10F-181E-D089-D65B-5F48EAE3A61A;Как правильно красить ногти;kak-pravilno-krasit-nogti;RXeUuqw80L0;;;;;;;;;
2AA5C4FA-E683-9ED4-99B3-2AC3E901C4A6;Как снять лак с ногтей;kak-snyat-lak-s-nogtey;;;;;;;;;;
EC43296F-25E8-E939-4A96-A5736596330B;Как накладывать накладные ногти;kak-nakladyvat-nakladnye-nogti;;;;;;;;;;
1E27146B-7616-AA85-ED97-D4A75B1E08AA;Маникюр в желтом цвете;manikyur-v-zheltom-cvete;;;;;;;;;;
1B5D3961-9ABC-F4E8-E899-AB552EDA2B20;Как наращивать ногти на типсах акрилом;kak-narashchivat-nogti-na-tipsah-akrilom;s_SgqjN3k58;;;;;;;;;
92E4EFD0-03FE-AF9D-97B5-72047C95118B;Как делать литье на ногтях в 2018 году;kak-delat-lite-na-nogtyah;QK2u8-w49LI;;;;;;;;;
7D819DD9-4B06-AAE0-53E9-65E1CE998BD6;Маникюр в оранжевом цвете;manikyur-v-oranzhevom-cvete;;;;;;;;;;
9756194C-1683-C0AC-F2AD-BA98AC28FA21;Какие формы бывают у нарощенных ногтей;kakie-formy-byvayut-u-naroschennyh-nogtey-;;;;;;;;;;
9DA3DA62-C009-B8BE-4385-299D7605767D;Как выбрать инструменты для маникюра;kak-vybrat-instrumenty-dlya-manikyura;U-QV3mcQa6A;;;;;;;;;
B929E80C-07A9-A59D-CD05-CB2E5FFD9C24;Как вылечить ломкие ногти;kak-vylechit-lomkie-nogti;;;;;;;;;;
0133D5D6-4430-5739-7B50-4D469398AAB5;Как нарастить гель на акрил;kak-narastit-gel-na-akril;;;;;;;;;;
9B456D74-7A2B-98AB-D22F-FD7066D867AE;Цветной френч – революция в технике маникюра;cvetnoy-french---revolyuciya-v-tehnike-manikyura-;;;;;;;;;;
3416A592-331B-9011-6208-794BCBE05A69;Как делать водный маникюр;kak-delat-vodnyy-manikyur;QF7PuTtjEZs;;;;;;;;;
6421BA1B-5EEE-0E96-4C87-ED17469EB601;Как накрасить ногти градиентом. Фото разноцветных ногтей;kak-nakrasit-nogti-gradientom-foto-raznocvetnyh-nogtey;;;;;;;;;;
6249C3F9-2DA1-550B-3E50-E271C208D1D0;Как выбрать лак для ногтей;kak-vybrat-lak-dlya-nogtey;;;;;;;;;;
7C7E2149-BBFE-BFC0-79FC-F71D8D76F371;Правила ухода за расслоенными ногтями;pravila-uhoda-za-rassloennymi-nogtyami;gwuybf0ze6M;;;;;;;;;
B7C38A4E-68E2-3FFB-32E9-917C87815D55;Как сделать, чтобы ногти не слоились;kak-sdelat-chtoby-nogti-ne-sloilis;w3VIU-XIGxo;;;;;;;;;
F0432E8D-2CAE-1A4F-7C58-F01ABC892F7A;Как на ноготках нарисовать льдинки;kak-na-nogotkah-narisovat-ldinki-;;;;;;;;;;
43E72FE1-FBC2-D234-49C8-5D3DB7B3F348;Как выбрать правильную форму ногтей;kak-vybrat-pravilnuyu-formu-nogtey;fwT7s9j8fpQ;;;;;;;;;
8FF5D0E6-B4E4-3EAA-CE9C-1D44220B7DE5;Как сделать новогодний маникюр;kak-sdelat-novogodniy-manikyur;OOxII0CH8SA;;;;;;;;;
7C277108-2829-C1EB-72F5-3EE611BD85A9;Как нанести равномерно темный лак;kak-nanesti-ravnomerno-temnyy-lak-;;;;;;;;;;
E60BB41A-11AC-8A82-677F-EC7FBD5F45B6;Что такое маникюр «панда» и как правильно его сделать;chto-takoe-manikyur-panda-i-kak-pravilno-ego-sdelat;DSVEkJTV9eA;;;;;;;;;
B70C7B9E-4AF4-3391-0D8B-06B862E9BDE1;Как раскрашивать ногти;kak-raskrashivat-nogti;OTDOddn13mQ;;;;;;;;;
CFBE63A1-F5AE-440E-4BF5-0EC34AA7B372;Грамотный педикюр в домашних условиях;gramotnyy-pedikyur-v-domashnih-usloviyah;XyugbpW-msc;;;;;;;;;
3924899C-75D4-EADF-3E97-390356DF94B2;Как подпиливать ногти в 2018 году;kak-podpilivat-nogti;;;;;;;;;;
7C23A381-0F6B-D69F-9B0C-ADF83CCF8F42;Как удалить заусенцы;kak-udalit-zausency;ZdJsHgMSBlI;;;;;;;;;
8B39DFC0-E9E1-63EC-91EE-8ECA8098131B;Виды и особенности мужского маникюра;vidy-i-osobennosti-muzhskogo-manikyura-;;;;;;;;;;
2CD96864-2AFA-9688-AE2A-838120E1D444;Как снять маникюрное покрытие шеллак;kak-snyat-manikyurnoe-pokrytie-shellak;;;;;;;;;;
4ECEB58C-2BB9-E4A1-A184-870FDE6314DB;Как сделать ногти;kak-sdelat-nogti;TE7iiO0Z_Po;;;;;;;;;
25064B14-5361-D22F-2FFF-AC28DE94FB22;Маска для рук с парафином;maska-dlya-ruk-s-parafinom;3uRokbfCaAw;;;;;;;;;
0EDF01F6-FA15-996A-8856-CAE4209C6A00;Как делать парафиновые аппликации;kak-delat-parafinovye-applikacii;FE-_wuWz7vg;;;;;;;;;
49AB12BA-DB7E-2B4A-BE35-CDC5225124C0;Как сделать педикюр со стразами;kak-sdelat-pedikyur-so-strazami;518SIx3zmfI;;;;;;;;;
5F0FFC14-F424-DE85-0F33-FA48354004E7;Выбираем лак кракелюр;vybiraem-lak-krakelyur;8O5gtAD52J4;;;;;;;;;
D26C361A-8B59-6B53-A02F-B291A446D725;Куда пойти учиться делать маникюр;kuda-poyti-uchitsya-delat-manikyur;bnG_yF2cp8g;;;;;;;;;
88C2D618-76E7-DD66-82D3-D84A59AE52C2;Как использовать кракелюр;kak-ispolzovat-krakelyur;aM_8HbeJhUM;;;;;;;;;
EE62E6A8-D34A-68F0-5D03-7DB2FB6E8B67;Как сделать модный маникюр;kak-sdelat-modnyy-manikyur;xr_Lz4pr8j8;;;;;;;;;
DE0E4438-985F-8EB5-5556-E53EADDA16BB;Почему слоятся ногти;pochemu-sloyatsya-nogti;;;;;;;;;;
D2866F51-5AB9-33FE-A960-6D313928A377;Маникюр в золотом цвете;manikyur-v-zolotom-cvete;;;;;;;;;;
E6D34998-24D2-65F7-333B-26F479E8B1E1;Как сделать простой точечный дизайн ногтей;kak-sdelat-prostoy-tochechnyy-dizayn-nogtey;BCDuLdYgxac;;;;;;;;;
379EEB6E-EF53-49E9-1B86-B4AA8D30BF2D;Как избавиться от пятен на ногтях;kak-izbavitsya-ot-pyaten-na-nogtyah;#NAME?;;;;;;;;;
31A519D2-62B6-6459-6207-2B99A411FC31;"Летний маникюр &laquo;Божьи коровки&raquo;";letniy-manikyur-bozhi-korovki-;;;;;;;;;;
70D718BA-ECAC-8D07-4099-8365687DAEBF;Лунный маникюр в домашних условиях;lunnyy-manikyur-v-domashnih-usloviyah;#NAME?;;;;;;;;;
BF85291A-712D-DA32-EE05-E83C1463364B;Что такое биогель;chto-takoe-biogel;;;;;;;;;;
0FDB15D3-EA85-D310-24D8-19ACD78FC271;Как ухаживать за ногтями и руками в домашних условиях;kak-uhazhivat-za-nogtyami-i-rukami-v-domashnih-usloviyah;3sm1jewALCs;;;;;;;;;
052D722A-57E4-FD83-6BE8-A1213C0CB90A;Как делать обрезной маникюр;kak-delat-obreznoy-manikyur;;;;;;;;;;
DA0C532E-7C88-C682-0997-4C46973DCC9A;Как сделать лёгкий маникюр;kak-sdelat-legkiy-manikyur;ahj26ypDfA4;;;;;;;;;
43F5845B-C569-293A-1A58-9C501F66B45F;Как сделать маникюр китайская роспись;kak-sdelat-manikyur-kitayskaya-rospis;3Hj9TjKSMeA;;;;;;;;;
9371F2F6-E91A-1E9A-2211-C9BF0E9A0200;Как лечить паронихию;kak-lechit-paronihiyu;hHNTWiwaLHw;;;;;;;;;
6EE9F9BA-71AF-CCEB-9A2F-A05DCD9CF9FE;Как избавиться от заусенцев;kak-izbavitsya-ot-zausencev;;;;;;;;;;
FFD675B8-5115-DB86-A183-76058E9BC254;Лимон для красоты ногтей;limon-dlya-krasoty-nogtey;Z9YwycIFeww;;;;;;;;;
C4BE0E77-F37F-437F-0819-A4CB625FCB4C;Как выкладывать ноготь в 2018 году;kak-vykladyvat-nogot;tPD1s3elDFU;;;;;;;;;
8CC5BF34-1B09-A6F6-C2AB-12E9D34A4191;Маникюр в розовом цвете;manikyur-v-rozovom-cvete;;;;;;;;;;
3E27D425-5F30-E134-C956-84A6D64FC52A;Как делать дизайн на ногтях;kak-delat-dizayn-na-nogtyah;pW6jKATRPDU;;;;;;;;;
16D1A41C-E459-040C-D879-39380A586C9B;Как сделать кружевной маникюр;kak-sdelat-kruzhevnoy-manikyur;V6vpX4tmCSg;;;;;;;;;
636D5D55-7BF6-6334-7037-47547A23297F;Как делать японский маникюр;kak-delat-yaponskiy-manikyur;EStAZgJbOCg;;;;;;;;;
5202F941-5A4A-43BD-EA6D-7F6A7F185AD2;Как перейти на необрезной маникюр;kak-pereyti-na-neobreznoy-manikyur;;;;;;;;;;
B645C606-1E76-5B02-B119-4347EA71BCDA;Бархатные ногти – оригинально и просто;barhatnye-nogti---originalno-i-prosto;;;;;;;;;;
A69CE2AE-0A67-5652-8DCB-33C2A84D77EE;Запечатывание ногтей воском: легкая и действенная процедура;zapechatyvanie-nogtey-voskom-legkaya-i-deystvennaya-procedura;;;;;;;;;;
9705E912-6259-DA78-FF48-94F5941DD58A;Как сделать зимний маникюр;kak-sdelat-zimniy-manikyur;K_Vs4AIa19s;;;;;;;;;
407C15FD-3005-F483-88F6-97B79781F34A;Парафиновая маска для рук и ногтей;parafinovaya-maska-dlya-ruk-i-nogtey;pfrWe6h4QY8;;;;;;;;;
D390FAD3-A9F6-24F0-FB46-35ABAC348A54;Как сделать маникюр с газетой в домашних условиях;kak-sdelat-manikyur-s-gazetoy-v-domashnih-usloviyah;yq02M0QeRCg;;;;;;;;;
171E5E91-A148-64D5-ACBD-7F58B4C7F055;Как выбрать пилочку для ногтей;kak-vybrat-pilochku-dlya-nogtey;GRofUeF2eIo;;;;;;;;;
AC4FB64C-102E-518A-4C54-2D9256310734;Как сделать маникюр с губкой;kak-sdelat-manikyur-s-gubkoy;;;;;;;;;;
4B61588F-A309-236E-CE63-C2D8B1354998;Как сохранить ногти;kak-sohranit-nogti;bJXZTmVo63k;;;;;;;;;
109BC6B1-6EF2-8358-E5E6-A37F284CB6F0;Как делать европейский маникюр;kak-delat-evropeyskiy-manikyur;6GvSg3_bpo4;;;;;;;;;
736F3125-62D8-A36A-FAC0-DCC33ABB014B;"Как сделать маникюр &laquo;Цветные царапины&raquo;";kak-sdelat-manikyur-cvetnye-carapiny;;;;;;;;;;
7C20D8D4-2DBC-3134-EDE4-477F1F5F3F4D;Маникюр в стиле нюд;manikyur-v-stile-nyud;0QCErrSkDk8;;;;;;;;;
31BB73BF-CE23-F1DF-9079-CFC7BA978285;Как быстро сделать летний маникюр в домашних условиях;kak-bystro-sdelat-letniy-manikyur-v-domashnih-usloviyah;;;;;;;;;;
1EA32BAB-31A8-7652-1061-704845C38774;Как делать ванночки для натуральных ногтей;kak-delat-vannochki-dlya-naturalnyh-nogtey;PyvunXMREQo;;;;;;;;;
AB6B9FD7-7312-111E-595E-3DA8C9F6663B;Как красиво украсить ногти стразами и надежно их закрепить;kak-krasivo-ukrasit-nogti-strazami-i-nadezhno-ih-zakrepit;ZgiY35ub-Kw;;;;;;;;;
BB38E9AC-8040-05C6-8172-5AA74146E1EA;Как нанести втирку для ногтей на гель-лак;kak-nanesti-vtirku-dlya-nogtey-na-gel-lak;;;;;;;;;;
72246D2F-E09A-5FE0-F05C-A8A42DE16282;Как сделать педикюр;kak-sdelat-pedikyur;AI4-E6Jgyq8;;;;;;;;;
082B2D1F-FE5F-97B9-A6C6-345CF39CE836;Дизайн ногтей с помощью фольги;dizayn-nogtey-s-pomoschyu-folgi;;;;;;;;;;
E152D53A-6A52-5D53-12BB-F27D0BAA356F;Как сделать ногти крепкими: полезные советы;kak-sdelat-nogti-krepkimi-poleznye-sovety;;;;;;;;;;
765AE017-7C7D-C5B9-68BB-2A14208D91B1;Выбор УФ-лампы для наращивания ногтей;vybor-uf-lampy-dlya-naraschivaniya-nogtey;;;;;;;;;;
C4BB7852-1847-34E9-66F1-3C51EE23A081;Как сделать икорный маникюр в домашних условиях;kak-sdelat-ikornyy-manikyur-v-domashnih-usloviyah;;;;;;;;;;
2805EEAB-8C40-F6B4-0E9F-719BF571C3AC;Как сделать красивый маникюр красным лаком;kak-sdelat-krasivyy-manikyur-krasnym-lakom;;;;;;;;;;
7F784AC7-5D13-B019-4FCF-4915EA32AFC3;Как сделать квадратные ногти в домашних условиях;kak-sdelat-kvadratnye-nogti-v-domashnih-usloviyah;;;;;;;;;;
8FC99BA6-203D-996E-90B8-CBF3C78342A7;Как акриловыми красками на ноготках нарисовать мыльные пузыри;kak-akrilovymi-kraskami-na-nogotkah-narisovat-mylnye-puzyri;;;;;;;;;;
3DF46E38-FF73-9848-6F4F-9FCCD3E253FB;Как наносить стемпинг на гель-лак;kak-nanosit-stemping-na-gel-lak;;;;;;;;;;
C9D24847-40E9-5C1C-6E67-8002ECAE1E8D;Как ухаживать за ногтями в домашних условиях;kak-uhazhivat-za-nogtyami-v-domashnih-usloviyah;aMGeVcu16FI;;;;;;;;;
70683308-8D3E-7F56-8DEA-63EE6726897E;Как отрастить ногти;kak-otrastit-nogti;;;;;;;;;;
DD8AB54B-CA20-6DE5-7412-F1201E3A6A00;Как на ноготках нарисовать снежинку;kak-na-nogotkah-narisovat-snezhinku;;;;;;;;;;
BB32C790-2077-CE17-F82F-676A1A41515A;Мастер-класс создания леденцов на ногтях;master-klass-sozdaniya-ledencov-na-nogtyah;;;;;;;;;;
5D7B7197-BF88-DB07-37E6-F5675B7B0259;Как выполнить аэрографию на ногтях;kak-vypolnit-aerografiyu-na-nogtyah;;;;;;;;;;
7D070D07-BF4F-BFE9-EFB6-1ED76F58D3D1;Видеоинструкция по ремонту ногтей шелком;videoinstrukciya-po-remontu-nogtey-shelkom;;;;;;;;;;
9ABFDB33-A5F4-1CCA-3A26-BE6F0513158A;Как самостоятельно сделать ванночки для ногтей;kak-samostoyatelno-sdelat-vannochki-dlya-nogtey;;;;;;;;;;
