GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
9EED3875-8D0B-E1C4-595A-4F3F6A766C52;Откуда берутся перфекционисты?;otkuda-berutsya-perfekcionisty;;;;;;;;;;
F4EC54C0-2831-F48A-386B-2107CEF7D125;Как родителям подготовиться к усыновлению ребенка?;kak-roditelyam-podgotovitsya-k-usynovleniyu-rebenka;;;;;;;;;;
9DA8EAC6-6418-A476-CE07-F9D19292B32A;Как провести время с девушкой;kak-provesti-vremya-s-devushkoy;;;;;;;;;;
931AAF44-C085-FB80-1EA3-D0667776A799;Почему возникают конфликты между детьми и родителями;pochemu-voznikayut-konflikty-mezhdu-detmi-i-roditelyami;jQTA2o_0P6A;;;;;;;;;
6260B6A7-3C1D-CA59-782C-1702807EF17E;Как набрать вес подростку;kak-nabrat-ves-podrostku;iNjjZZtw4-w;;;;;;;;;
1AC4F33A-6CE1-571D-17CA-8445DF2A9FB7;Как воспитывать подростков;kak-vospityvat-podrostkov;EmruhS2q6Io;;;;;;;;;
FF44DA34-EE7F-C00B-1A8B-FE1C8932950D;Оформление патроната над ребенком из детдома по выходным;oformlenie-patronata-nad-rebenkom-iz-detdoma-po-vyhodnym;;;;;;;;;;
A7839EDC-2EF7-7C38-536D-CEBA14ACE6DF;Учите чадо ночью спать;uchite-chado-nochyu-spat;;;;;;;;;;
29B9B9BB-2021-6DA4-C841-E5F6DB86BD50;Как заставить мужчину полюбить не своего ребенка;kak-zastavit-muzhchinu-polyubit-ne-svoego-rebenka;CECNyrhI1Fw;;;;;;;;;
42389D1A-D348-8596-02D9-AEF86101A39F;Как наказать ребенка за непослушание;kak-nakazat-rebenka-za-neposlushanie;;;;;;;;;;
B17A559E-087D-20B8-1820-FCABBD35F858;Важно ли учитывать мнение ребенка;vazhno-li-uchityvat-mnenie-rebenka;;;;;;;;;;
1E1C0438-B083-722D-8A31-9EC9AD48B156;Как назвать девочку в январе;kak-nazvat-devochku-v-yanvare;;;;;;;;;;
1D3C2482-65E0-5706-BAB0-6AFBF5C19612;Что делать, если не с кем оставить ребенка;chto-delat-esli-ne-s-kem-ostavit-rebenka;#NAME?;;;;;;;;;
D7B7E208-4627-1F2E-F9F6-69EF763AD1EE;Как приучить подростка убирать в своей комнате;kak-priuchit-podrostka-ubirat-v-svoey-komnate;;;;;;;;;;
5D83B5E3-EA40-89B5-C22C-AD0F403370B2;Как помочь ребенку стать успешным;kak-pomoch-rebenku-stat-uspeshnym;;;;;;;;;;
2BD5CBCF-36D8-BB8B-4E2B-1D1BFE017EDB;Как поговорить с сыном об отношениях с девушками;kak-pogovorit-s-synom-ob-otnosheniyah-s-devushkami;;;;;;;;;;
FB5C0DFB-D0C8-2220-6D86-206564A82BF9;Как промыть нос ребенку;kak-promyt-nos-rebenku;phi0Cjvx93I;;;;;;;;;
8512C987-E76D-4162-65A5-56CE17FDFFDF;Как сделать раствор для промывания носа;kak-sdelat-rastvor-dlya-promyvaniya-nosa;FDyRFU5hAXo;;;;;;;;;
A248687B-0397-5F77-AC84-67D557E62BB7;Как правильно вести себя с трехлетним ребенком;kak-pravilno-vesti-sebya-s-trehletnim-rebenkom;;;;;;;;;;
85591D7B-C933-62D4-7723-ACEC97AD3C70;Как направить агрессию ребенка в мирное русло?;kak-napravit-agressiyu-rebenka-v-mirnoe-ruslo;;;;;;;;;;
2B90986D-F658-C456-49F8-3A1772D674B2;Советы родителям подростков;sovety-roditelyam-podrostkov;;;;;;;;;;
1AD343B0-8E5E-C9A7-5C5E-C994B3765E9E;Как телевизор влияет на ребенка?;kak-televizor-vliyaet-na-rebenka;;;;;;;;;;
2FDC1311-ED66-B2F2-C9F7-FF594A33C9FF;Поведение ребенка с незнакомцами;povedenie-rebenka-s-neznakomcami-;;;;;;;;;;
4F8B100F-4047-B2F6-B0AB-8AFC84BCCAC3;Как заставить сына работать;kak-zastavit-syna-rabotat;;;;;;;;;;
C13C8ECA-5DCA-5D3E-2985-F385E0455297;Почему мамы любят сыновей больше дочерей;pochemu-mamy-lyubyat-synovey-bolshe-docherey-;;;;;;;;;;
61D17ABD-AD39-7BE4-A9E6-02AF6157C289;Как вернуть дочь;kak-vernut-doch;;;;;;;;;;
7A198F0F-6302-DFD4-8739-5D5601839349;Что нужно помнить каждой маме;chto-nuzhno-pomnit-kazhdoy-mame;6W5U3D62smw;;;;;;;;;
13B8544C-2CC7-AA8D-CF9D-AB96FA0E87A6;Что такое любовь к ребенку;chto-takoe-lyubov-k-rebenku;;;;;;;;;;
41639C1A-5A85-FF35-2250-E9BA4A2FAE3C;Опасности переходного возраста;opasnosti-perehodnogo-vozrasta;;;;;;;;;;
F9B2C3B4-31D1-FAA2-1F93-B466E28D0ACE;Как взять себя в руки и не кричать на ребенка?;kak-vzyat-sebya-v-ruki-i-ne-krichat-na-rebenka;;;;;;;;;;
3AC3BB47-5651-6BE3-1A6F-270F24DFB1D2;Няня для вашего ребенка;nyanya-dlya-vashego-rebenka;;;;;;;;;;
31DB29B6-5204-85F7-1D79-B84E04F11A78;Как правильно купать младенца;kak-pravilno-kupat-mladenca;;;;;;;;;;
74004AD4-F923-2A0F-2DC9-2E2F45913788;Почему дети лгут? Причины;pochemu-deti-lgut-prichiny;;;;;;;;;;
5F81295A-3EFC-781A-7B02-E083311D9A69;Причины плохого поведения ребенка в семье;prichiny-plohogo-povedeniya-rebenka-v-seme;;;;;;;;;;
78E85624-21A3-B1DE-8A87-2C6BD4F95C9E;Когда мальчик превращается в мужчину;kogda-malchik-prevraschaetsya-v-muzhchinu;;;;;;;;;;
7BBF9388-B02A-FD4E-5711-E09368167132;Как выдать дочку замуж в 2018 году;kak-vydat-dochku-zamuzh;;;;;;;;;;
5D433C4D-656E-F5BB-FE9E-3FE2DAD3C27B;Золотые правила для общения с детьми;zolotye-pravila-dlya-obscheniya-s-detmi;;;;;;;;;;
B0808188-3A1F-40F6-68F3-8D148F033166;Как воспитать отличника;kak-vospitat-otlichnika;;;;;;;;;;
A659727E-2239-8DA3-0FD5-584456CAD3AA;Как воспитать счастливого малыша?;kak-vospitat-schastlivogo-malysha;;;;;;;;;;
1B5B8CF7-9954-E930-DC54-D1A7F28820B1;Зачем нужна мама;zachem-nuzhna-mama;Dou4rRYiDSA;;;;;;;;;
6E1A8E1F-2002-E25F-02D9-AD38071660CF;Как найти сына;kak-nayti-syna;;;;;;;;;;
316A1EE6-C9BB-2C88-3D3C-54A85FEBD128;Как воспитать из сына настоящего мужчину;kak-vospitat-iz-syna-nastoyashchego-muzhchinu;SV6-31xfQgc;;;;;;;;;
9B4C0EF6-5471-B32D-8396-36EC73E26075;Как вырастить и воспитать мужчину;kak-vyrastit-i-vospitat-muzhchinu;QOKXB18Wf5A;;;;;;;;;
B0829FA9-E882-266B-972F-C2913779B7AD;Зависимость ребенка от компьютера;zavisimost-rebenka-ot-kompyutera;whjydrAuPAA;;;;;;;;;
5891DD71-E0F7-3278-6A30-670CAAE7D31E;Как убедить взрослых детей учиться на ошибках родителей;kak-ubedit-vzroslyh-detey-uchitsya-na-oshibkah-roditeley;;;;;;;;;;
BF07678E-BEA2-656A-FCA7-8396B9E4A019;Как найти родного отца;kak-nayti-rodnogo-otca;ElRX6s8zX1M;;;;;;;;;
D2FD54FA-FDBC-75F0-E9A0-7B73BC607A30;Как и когда следует приучать ребенка к горшку;#NAME?;;;;;;;;;;
3866AD91-8BD5-78F8-21BA-78488CEEDD04;Как отучить ребенка врать?;kak-otuchit-rebenka-vrat;;;;;;;;;;
CA3E619C-3B7A-48D2-84C8-0B4B30945DB3;Как познакомиться с дочерью любимого;kak-poznakomitsya-s-docheryu-lyubimogo;QJwB8S3AnM4;;;;;;;;;
5A467A3F-7C56-99D3-8470-5FE9EB1CB86D;Как вести себя с детьми-подростками;kak-vesti-sebya-s-detmi-podrostkami;80HknLj-U4g;;;;;;;;;
B05FA3CD-34B1-8B1D-C65A-4DA2B30E7BBF;Как справиться с эмоциями, если у мужа есть дети от первого брака;#NAME?;;;;;;;;;;
CEF1F5A7-376C-43D5-2819-EA4411E86090;Как найти отца ребенку;kak-nayti-otca-rebenku;;;;;;;;;;
DEE2D135-E04E-7A59-2771-B91A7312E158;Как вырастить дочь;kak-vyrastit-doch;OBJzTt1ZvyE;;;;;;;;;
A9B4F339-3554-8BDB-E209-1D0828166210;Как ограничить время сидения ребенка за компьютером?;kak-ogranichit-vremya-sideniya-rebenka-za-kompyuterom;z6GQT_hURrE;;;;;;;;;
0A128D45-8640-DDE7-D357-1E7A8A8DEA8C;Как научить ребенка любить искусство;kak-nauchit-rebenka-lyubit-iskusstvo;;;;;;;;;;
257AF569-4F37-425C-D954-109377931095;Как договориться с родителями;kak-dogovoritsya-s-roditelyami;;;;;;;;;;
FC8ECC65-83AF-76C1-41E6-41A721D23E68;Как стать другом своему ребенку-подростку;kak-stat-drugom-svoemu-rebenku-podrostku;;;;;;;;;;
1BFCF89E-A2BF-1C7B-15CE-ECD011FA7B1E;Как успокоить грудного малыша;kak-uspokoit-grudnogo-malysha;;;;;;;;;;
A3318747-478A-2276-0AEF-B9DF348A5D74;Как дети манипулируют родителями и почему;kak-deti-manipuliruyut-roditelyami-i-pochemu-;;;;;;;;;;
2B3FCAD3-9C82-42FC-A420-57C1FFDC5CFE;Как родителям дружить с подростком? Принять и понять;kak-roditelyam-druzhit-s-podrostkom-prinyat-i-ponyat;;;;;;;;;;
7A92634C-3674-ACA2-7388-549124EB37CC;Как помочь подростку с первой влюбленностью;kak-pomoch-podrostku-s-pervoy-vlyublennostyu;;;;;;;;;;
0B4B9579-443F-0915-9B69-E293EEEF6118;Как быть хорошей матерью;kak-byt-horoshey-materyu;ki5S74xoE8Y;;;;;;;;;
F3233DE6-0FC4-EB68-58CE-F3DDE11BE437;Похвалы много не бывает;pohvaly-mnogo-ne-byvaet;U68QoE75GYo;;;;;;;;;
4BD563F1-1C4A-E8B8-EE0C-BD7649AF00D7;Как обходиться с гневом ребенка;kak-obhoditsya-s-gnevom-rebenka;;;;;;;;;;
49F9D6D4-992B-B3FD-BFEF-6280FFD50946;Быть отцом: что это значит?;byt-otcom-chto-eto-znachit;;;;;;;;;;
C86B904D-E5DA-C564-DEC5-DAA49A0945BC;Как принять выбор своего ребенка;kak-prinyat-vybor-svoego-rebenka;awlKDKkw_9k;;;;;;;;;
2E757818-6C82-74DF-0FBD-F3979137CC34;Уход ребенка во взрослую жизнь;uhod-rebenka-vo-vzrosluyu-zhizn;;;;;;;;;;
B679F0E0-7B0E-B7FF-CE50-1BB3ADCA2FDA;Как усыновить ребенка;kak-usynovit-rebenka;Dq6YajEHRoc;;;;;;;;;
C6283EAD-1B05-56C6-D7E8-F4A706CD67E8;Как установить доверительные отношения с ребенком;kak-ustanovit-doveritelnye-otnosheniya-s-rebenkom;;;;;;;;;;
0973FA0D-E8FA-159B-5D6F-DCA2BB10A727;Как наладить отношения с детьми;kak-naladit-otnosheniya-s-detmi;naw_zSocVqQ;;;;;;;;;
862603AA-8D20-804A-EF4C-57173B4EFB13;Как помочь ребенку с лишней массой тела;kak-pomoch-rebenku-s-lishney-massoy-tela;;;;;;;;;;
C784987B-31F9-24FC-9C2C-423727BD239A;Как быть хорошей бабушкой;kak-byt-horoshey-babushkoy;J7kjnOGE-sY;;;;;;;;;
5E0414C7-7E5B-3AC5-D070-E7463B550A8D;Как выбрать коляску;kak-vybrat-kolyasku;Sss7qhDGzDg;;;;;;;;;
84376B7C-BBB8-2B9C-A732-728C0F373455;Как научить ребенка садиться;kak-nauchit-rebenka-saditsya;ctR9Bk551XU;;;;;;;;;
AB59D9DD-A268-2D2A-FA24-94FF7461AF67;Как разговаривать с детьми;kak-razgovarivat-s-detmi;pMdA6dWHnIQ;;;;;;;;;
501CD699-6A2D-298B-C309-ABBDD99E3743;Как относиться родителям к детям;kak-otnositsya-roditelyam-k-detyam;;;;;;;;;;
15981EC8-DEAD-1DB6-B204-CA0983BEA776;Если родители развелись: воспитание мальчика;esli-roditeli-razvelis-vospitanie-malchika;;;;;;;;;;
026EC1AC-A773-C8F3-7214-BFB7BEEFA76B;Как разговаривать с подростком;kak-razgovarivat-s-podrostkom;4GTuU3ec2kU;;;;;;;;;
B4CFE005-5AA2-7671-3AD7-89A7BB6D0D21;Как быстро отучить от вредных привычек;kak-bystro-otuchit-ot-vrednyh-privychek;;;;;;;;;;
54F33242-1E96-A335-AB99-CAE70AF50F5D;Как помочь ребенку подготовиться к школе;kak-pomoch-rebenku-podgotovitsya-k-shkole;;;;;;;;;;
8FD972E4-CACD-4521-8FAA-FE122B2178D9;Как понять своего сына;kak-ponyat-svoego-syna;;;;;;;;;;
05D96089-EFD5-3910-A9DA-C6CC20DAFD41;Как полюбить ребенка мужа;kak-polyubit-rebenka-muzha;;;;;;;;;;
8DEEF464-76CB-AA82-BD07-0538F26CE6D5;Как наладить отношения с подростком;kak-naladit-otnosheniya-s-podrostkom;68PDWdq3lGE;;;;;;;;;
8C8B5332-D522-16BE-C260-0F81DF222BEF;Копируют ли дети поведение родителей;kopiruyut-li-deti-povedenie-roditeley-;;;;;;;;;;
87CAE5A7-BE0C-7251-F5B3-15A0FDE0BC43;Почему детям необходимо читать сказки;pochemu-detyam-neobhodimo-chitat-skazki;;;;;;;;;;
E9903DD5-C2AD-191F-963F-45D5DEEC3B0A;Как отучить ребенка от соски;kak-otuchit-rebenka-ot-soski;;;;;;;;;;
01450B18-E828-52BE-609D-99E5BAADFBF3;Как избежать конфликта ребенка и родителей;kak-izbezhat-konflikta-rebenka-i-roditeley;;;;;;;;;;
29600E00-C9C9-0FF4-68F3-4AEA60F7D326;Как принять свою дочь;kak-prinyat-svoyu-doch;;;;;;;;;;
BFC5CE50-91CD-2AE8-E949-1EFE67C921DF;Как быть хорошими родителями в 2018 году;kak-byt-horoshimi-roditelyami;xIVlM1WscgU;;;;;;;;;
9195D041-F476-F4E5-B502-A2BBFC7DB346;Как знакомиться с детьми;kak-znakomitsya-s-detmi;zNbI6THnlmU;;;;;;;;;
E2B20C0B-ACA9-A9FB-C0FF-2087C8781615;Как воспитывать малыша до 10 лет;kak-vospityvat-malysha-do-10-let;;;;;;;;;;
D3677947-55EE-F88D-5D1D-C58160EA1A6B;Как полюбить сына;kak-polyubit-syna;yF5IyEDiBRo;;;;;;;;;
DD2533EC-15B3-F2C0-E0C0-462B9CB44A7C;Почему ребёнок становится непослушным?;pochemu-rebenok-stanovitsya-neposlushnym;;;;;;;;;;
7A6028AF-E055-CE53-9E17-AC9D9BAEFE34;Почему современным родителям не хватает времени на детей;pochemu-sovremennym-roditelyam-ne-hvataet-vremeni-na-detey;xqsaMwrfV-k;;;;;;;;;
5A47C578-8CA1-BA2B-E8DD-328A72D23BDD;Как воспитать внука;kak-vospitat-vnuka;_7YTrH-P9Qg;;;;;;;;;
72F3CD26-4AA5-0CA1-F31F-01C0CD02BDC6;Как приучить ребенка засыпать самостоятельно;kak-priuchit-rebenka-zasypat-samostoyatelno;JVOAufQqGrw;;;;;;;;;
0A718C78-5CEE-1EDA-7340-863B2CE96BD8;Как приучить ребёнка есть самостоятельно;kak-priuchit-rebyonka-est-samostoyatelno;ltYf3yR2NOY;;;;;;;;;
A745E9C5-7598-C516-8E46-D1275EE6FF80;Как правильно наказывать ребенка;pravilnoe-nakazanie;;;;;;;;;;
929E5D5F-8673-74A8-E89D-A1D45A29730A;Как наказывают родители;kak-nakazyvayut-roditeli;;;;;;;;;;
CBDDE08F-6AA7-3355-B254-E190CC6473BD;Как договориться с ребёнком;kak-dogovoritsya-s-rebyonkom;LNOMpET6ynY;;;;;;;;;
6BF39C44-8ACC-8FF6-E00B-8E2ACB079786;Как привить любовь к чтению;lyubov-k-chteniyu;fKt-iKRqRu8;;;;;;;;;
0DC6D2E6-1152-2DF4-70F3-182ED2C9BEE8;Как отвлечь ребенка от гаджетов;kak-otvlech-rebenka-ot-gadzhetov;47oQ9_-AvHU;;;;;;;;;
D066F45F-6F2D-827B-A26C-48CB821C57D2;Стоит ли раскрывать приемным детям тайну усыновления;stoit-li-raskryvat-priemnym-detyam-taynu-usynovleniya;gq8C2E771To;;;;;;;;;
9A123E5D-DB26-8A66-EE49-F98369569487;Как понять, что у ребенка стресс?;kak-ponyat-chto-u-rebenka-stress;VXsmOyt4jF0;;;;;;;;;
9A03D9FD-82EC-A8FB-6E6C-5D41AA2BE40E;Как читать книги, чтобы укрепить память ребенка;kak-chitat-knigi-chtoby-ukrepit-pamyat-rebenka;;;;;;;;;;
75A93DDB-4C1F-27C9-D84C-128D76C1B116;Когда родители обманывают своих детей;kogda-roditeli-obmanyvayut-svoih-detey;Chd6KMsstPs;;;;;;;;;
C930C605-EF8C-3EED-EFAF-254C66D9124B;Почему ребенок не слушается и что с этим делать?;pochemu-rebenok-ne-slushaetsya-i-chto-s-etim-delat;8irre-Qw970;;;;;;;;;
2A6EC928-3CAB-1F61-593D-BF65FBD7C59A;Какую работу можно доверить ребенку;kakuyu-rabotu-mozhno-doverit-rebenku;1ueGTeJhFpk;;;;;;;;;
5A058B8E-DDEA-169A-878F-CF0C18F27565;Как сообщить первому ребенку о скором пополнении в семье;kak-soobschit-pervomu-rebenku-o-skorom-popolnenii-v-seme;0CHEB9YD73g;;;;;;;;;
277D5F2F-C321-96A9-9D87-C5645D0B145C;Запрещать ли ребенку компьютер;zapreschat-li-rebenku-kompyuter;kmcVhklZDeM;;;;;;;;;
4CCBD641-0AED-2310-C13C-7504610B1C88;Учим малыша говорить;uchim-malysha-govorit;Mg85p4M2AAg;;;;;;;;;
7EA42622-EE12-3294-3122-5DFE52BA81E9;Как спрятать подарок;kak-spryatat-podarok;;;;;;;;;;
49790E60-617A-44B1-2798-51E7AB4AD2FB;Как помочь новорожденному адаптироваться к окружающему миру;kak-pomoch-novorozhdennomu-adaptirovatsya-k-okruzhayuschemu-miru;xUBRXbcynTM;;;;;;;;;
C7A128A1-21AB-8DAE-C900-6A81812B5E92;Как развивается ребенок;kak-razvivaetsya-rebenok;9lVYpWxLZCQ;;;;;;;;;
9915A3C7-0137-CE37-DB35-32C7ECC5E851;Как уберечь ребенка от конфликта с законом;kak-uberech-rebenka-ot-konflikta-s-zakonom;;;;;;;;;;
12A7A5EF-68D6-33C5-4B0F-97E66FD20102;Как решиться стать отцом;kak--reshitsya-stat-otcom;8v_iUJezl-Y;;;;;;;;;
BE39A853-6DD1-1CD1-EB0F-59F2C64C5A6E;Как держать ребенка;kak-derzhat-rebenka;wuh2V143qtw;;;;;;;;;
52FFC854-6E90-01F6-3273-5D72DD0492DA;Как постараться стать для ребенка другом;kak-postaratsya-stat-dlya-rebenka-drugom;HnW6WYw5ysc;;;;;;;;;
40CC2421-9F8A-C5AF-151F-06D2B3D3CC57;Как справиться с детскими страхами;kak-spravitsya-s-detskimi-strahami;;;;;;;;;;
A8B6B319-FA5C-81CF-AD2D-6FD92872E348;Как получить благословение родителей на брак;kak-poluchit-blagoslovenie-roditeley-na-brak;b024Ew6BQqk;;;;;;;;;
B3329FFE-0E8A-10B8-566D-16B2C2DA4E4C;Как просить руку девушки у родителей;kak-prosit-ruku-devushki-u-roditeley;G_B5KLdJjyc;;;;;;;;;
408CE944-E5BD-2DF1-2412-BFF2C4F30BEF;Как отвадить мужа от свекрови;kak-otvadit-muzha-ot-svekrovi;L-u3EU4JTHQ;;;;;;;;;
B99C3100-5671-5830-09B5-5351C56B2F6A;Как поздравить родителей;kak-pozdravit-roditeley;;;;;;;;;;
2777D8D0-7867-A131-4285-2E2CACD7AB7F;Как уговорить родителей купить телефон;kak-ugovorit-roditeley-kupit-telefon;ZCHJfLVFDRQ;;;;;;;;;
A80AD20A-F39F-8C89-3245-5C16C90779E5;Как намекнуть парню на цветы;kak-nameknut-parnyu-na-cvety;;;;;;;;;;
99A4ACDC-10EC-65E8-2BE2-366B2AB29613;Как убедить родителей;kak-ubedit-roditeley;qRIgOLRo4W8;;;;;;;;;
1E3B19E5-3F40-CC09-4D24-33701503028A;Как отпроситься у родителей погулять;kak-otprositsya-u-roditeley-pogulyat;;;;;;;;;;
5F78162E-77F1-B13F-49E5-7746C1207BDC;Как познакомить маму с парнем в 2018 году;kak-poznakomit-mamu-s-parnem;VVK3PRaWn_c;;;;;;;;;
699FC3E4-EB31-67A9-5572-F1CB87954274;Как извиниться перед мамой;kak-izvinitsya-pered-mamoy;4TLh5n7Y8ME;;;;;;;;;
