GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
42B0A51E-0D2D-7C9E-7483-F989533E7C60;Как облегчить боль при остеохондрозе;;;;;;;;;;
F11288E7-8338-2FEB-16FE-3D552B3FB86A;Как быстро отрезвиться;;;;;;;;;;
E3411B24-DC85-4751-03E2-D2D48B6CB5BB;Как облегчить боль при грыже;;;;;;;;;;
CDA300A4-FC8F-836F-C433-64ABE49FA90C;Как нормализовать низкое давление;;;;;;;;;;
639D60E1-8A67-778E-EDAC-FC39F5A6D6B3;Как удалить папиллому;RNhQkaOUC0Y;;;;;;;;;
E823DA55-7965-0C57-BF50-3E61852D81ED;Как нужно закапывать в глаза;Oo2fvlJjYC4;;;;;;;;;
03D93E40-278F-A315-2BB9-4F3221B6DF32;Как определить трещину в кости;;;;;;;;;;
6709DAB0-AE16-0868-A5D7-B73B4BBAAE72;Как быстро встать на ноги;8PuKFTkR29g;;;;;;;;;
CC78ADA5-A3C7-171E-7E02-D4151478526E;Как остановить изжогу;diPRC8zP0d4;;;;;;;;;
DBE95E35-AE76-8504-C71F-CD191D1478DD;Как остановить рост метастаз;YRL-sK0oAh0;;;;;;;;;
F2AF1155-16B1-2EDE-BC34-B471B62B52AA;Как остановить артроз;f8DtM_pUKl4;;;;;;;;;
BB869765-262E-F34E-7E48-0A1B7F189394;Как разводить сульфат магния;x6wdlzRMXYQ;;;;;;;;;
40A09A80-EB63-B965-6154-F6E618017868;Как отправить на принудительное лечение в 2018 году;;;;;;;;;;
6182A847-A692-7562-FC9D-1AB95D5771BE;Как остановить ночной кашель;;;;;;;;;;
C2DE7EE0-4AB6-2E33-C62B-85793ABE7C42;Как не чувствовать физической боли;;;;;;;;;;
33B2F2EF-A83E-B32F-1162-909DFF5ABB56;Как обрабатывать рану йодом;;;;;;;;;;
DA37D267-44B1-B1E5-4A19-8A8C9F86BDD7;Как остановить кровь из губы;MoJUlC9IdvE;;;;;;;;;
716EF8DC-9967-FDF2-1408-F3E5BCDEFB88;Как быстро восстановиться после кесарева;7G0w8vTw4NI;;;;;;;;;
77288E82-302C-0314-1618-07B4AC081E01;Как облегчить боль при ожоге;mjtpPJibwaE;;;;;;;;;
FD046C13-65BD-0309-0C6D-FE76C56C01F3;Как определить, что болит поджелудочная;jBl-afQdqx0;;;;;;;;;
5C2EE1A7-0531-17CE-59A5-CE559C50B55A;Как избавиться от головной боли;tyHtnnaDD6w;;;;;;;;;
489774A2-369A-A519-5D61-030096AF9CF1;Как выздороветь за день;GtWNxitw5ds;;;;;;;;;
56EC05FF-F3D1-0752-7D4F-69DBE9D39D35;Как обработать рану на голове;-2U4ti63s50;;;;;;;;;
6FA0067D-335E-F68A-5E22-FBAD749C95C2;Как оказать первую медицинскую помощь;9RqpOEqdXl0;;;;;;;;;
60608CA1-A4CB-09CE-5E0A-18143DE6FED4;Как победить болезни;HufUvPLuO8c;;;;;;;;;
94F808D4-45D4-E128-4A41-3631EAAEFE27;Как подготовить к родам шейку матки;Soqwwsa-L6U;;;;;;;;;
05326445-4DE3-9E16-E66C-9B8D8E7B1B82;Как проверить себя на аллергию;4qjjBtXVBY4;;;;;;;;;
F2FD6D05-C5F7-B124-419E-4CF0AB5E5D56;Как избавиться от белей в 2018 году;;;;;;;;;;
147DD960-06FE-120D-0A15-7B4EC79B7BBC;Как избавиться от прыщей на спине;;;;;;;;;;
2F1E9279-3AF2-FDAA-A423-DADD7C8B2E2E;Как избавиться от паразитов;;;;;;;;;;
D4C0653F-022F-C660-2E32-BE6AABE68A67;Как избавиться от рубцов;Ayudqy3WNn8;;;;;;;;;
2D486B18-B21A-A663-BBEE-5A3AA7171743;Как принимать мумие и от чего;rUj2n4CjT3I;;;;;;;;;
E3EFDCE7-9D56-9F59-88DD-D3E488A4A234;Как избавиться от засоса;;;;;;;;;;
8C65965D-9843-C19F-0764-5852F6A17D96;Как принимать смекту взрослым;PYZ16tT5rZo;;;;;;;;;
F6F06199-D98B-3703-C0EE-A9AF1B941599;Как подготовиться к операции;lMHZ2XYAMqo;;;;;;;;;
B084907E-8F81-048D-B3FB-E37B7704BF78;Как удалить натоптыш;;;;;;;;;;
0F749ECC-8EF2-7C30-3F76-EE2BA983373F;Как победить грипп;Yd3AoLoKz5Q;;;;;;;;;
9EFEFB04-6423-BCEC-C8B6-4CD671777778;Как удалить в домашних условиях серные пробки из ушей;bOrbGCycXXQ;;;;;;;;;
5728EAB6-B7C9-E9C5-5CF5-A999D315D730;Как вывести камни в желчном пузыре;YOosa7bP95A;;;;;;;;;
A42AAD69-BD15-7C4E-8542-F7B9E2B0D711;Как вывести холестерин;98oCMJsNx5c;;;;;;;;;
3D227A6E-A5C5-F1B3-0D22-6AFE0A19F5E5;Как повысить уровень тромбоцитов;;;;;;;;;;
CD8F719B-39AD-C62C-F16B-A6F4219C92C8;Как остановить рак в 2018 году;;;;;;;;;;
144A06A0-6D92-FF46-D2CB-D54E09819662;Как брать соскоб;;;;;;;;;;
574A0AA2-0452-145F-0DCD-C0D811CEE9E8;Как понизить билирубин крови;;;;;;;;;;
3E37B02A-040B-4EE0-2F1A-D5AD9660C744;Как бросить пить быстро;;;;;;;;;;
B96E4836-BBC6-F78B-F9F9-9651738027D6;Как понизить высокую температуру;Hdp2qDNtwWY;;;;;;;;;
7E32D9A9-15D4-CC22-BB7E-27788B0867EA;Как читать анализ крови;;;;;;;;;;
7ACD43F5-1B22-53E3-719F-16C786B9BA8A;Как выйти из похмельного синдрома;2Ij-AqKvr6M;;;;;;;;;
9811E1FD-3088-1F32-B944-4C81009AD3D3;Как помочь бросить курить;BlxHOmcCLqw;;;;;;;;;
BF895843-9D20-7F6A-320C-2B61861BCC7B;Как вывести из запоя без ведома больного;;;;;;;;;;
18B75617-1E27-7B33-53DE-EF2ADB8BE653;Как убрать прыщи на попе;;;;;;;;;;
2F6B39BB-DFF7-96E1-D715-42CFB1CDA6F6;Как бросить курить девушкам;XDFyXFKE6HI;;;;;;;;;
1D788030-C46A-D1BF-5512-E26D470A2B77;Как убрать подкожные прыщи;MuGrR_ZNv8M;;;;;;;;;
0B03F812-0F38-F65B-440E-7739FC8DF6BB;Как справиться с отёками;zH2MpOJcSnc;;;;;;;;;
CC18E559-5DFF-A104-4C06-44D7A6BA230A;Как удалять ушные пробки;1RfICHi8GuM;;;;;;;;;
D36180EA-1028-2777-6D19-B14508617710;Как проверить печень;EkR1p7fQ6YU;;;;;;;;;
EAC88A2D-A2A0-836F-1139-DD1FAD048F28;Как ставить себе горчичники;7aYzci3G2w8;;;;;;;;;
5E2B902F-DB0F-4933-72B0-8D0EBFCED553;Как заваривать ромашку ребенку;D-but7qCvm4;;;;;;;;;
B3981089-125E-A791-A8BC-3C0E8BA44512;Как сбить температуру у подростков;OBeJjAnFsxg;;;;;;;;;
5A338F10-99AA-E639-108C-F074D4F9FC79;Как нормализовать уровень гормонов;Xl56b_hZVFU;;;;;;;;;
77AA8F58-882C-701E-5EA6-24E37DAEB9BF;Как быстро избавиться от температуры;A8eXagp4Ay0;;;;;;;;;
50EFE0AF-2589-5340-8E27-DB1DEF5E7DEB;Как пережить рак;;;;;;;;;;
BB551389-8D07-451C-BB76-6CF2BEEC69E0;Как восстановить нервы;pxcWULZC8ZM;;;;;;;;;
49F96437-67CD-7715-5B39-E765EB7C4018;Как за 2 недели обострить зрение на 0.2 единицы;;;;;;;;;;
55C2F66C-992D-8740-89EC-42DD40FAFF7A;Как сбить температуру после прививки;;;;;;;;;;
E6BC1CA2-6DB9-971B-B39E-AA45734D6FA0;Как быть, если у ребёнка понос;;;;;;;;;;
E9872F6A-60CD-E445-7B68-B655C3215232;Как осуществлять правильный уход за больным;LUzjRh3qm2Y;;;;;;;;;
A0DBE75E-F9F4-E749-7D3F-03A93A689486;Как обработать ссадины и царапины;EKI0kXRP5wA;;;;;;;;;
37A61ED6-FCCF-34C3-14CD-7E3ABC67551F;Что нужно для лечения почек;f3_Z-OAkiSU;;;;;;;;;
2D197126-8291-47FF-2135-3375B0030A60;Как сбить за один день температуру;OBeJjAnFsxg;;;;;;;;;
C5FD9598-8EE1-CB75-61B6-029E810A9879;Как происходит лечение герпеса на губах;TMcgq_kAmhQ;;;;;;;;;
935E5B92-C902-F5E2-BDB1-5F523667483D;Что давать детям от запора;ACTGF47Sbnw;;;;;;;;;
C6AE7267-A7F6-64CE-193B-623FE2AD92A1;Как организовать лечение панкреатита;;;;;;;;;;
256E9D73-06FA-C8E9-5BD7-95EC0548D453;Как ускорить лечение герпеса губы;;;;;;;;;;
DB00BC53-EBB8-EE05-5A33-57BADEE15FCA;Как бороться с аллергией на тополиный пух;IYPWUAnan1M;;;;;;;;;
2B1E6305-30ED-479F-D940-A78296ACEB6C;Как происходит лазерная коррекции зрения;;;;;;;;;;
DFA7DFAE-BEA9-28FE-631A-7F7E2B5B3362;Какие могут быть осложнения после лечения герпеса на губах;zmlU-5UUmN0;;;;;;;;;
FE8B3930-A049-8CC1-A13F-C46A1D9C07A2;Как возместить расходы на лечение;1pOTpc-JEzo;;;;;;;;;
28B71832-39D9-79DF-1EBD-FA894CF7A73D;Как избавиться от укачивания на самолете;;;;;;;;;;
91A0BDD2-043B-0865-D490-0E54FACCC143;Как оказать первую помощь при ожоге;Wxdne-Nf0mI;;;;;;;;;
AA43C26A-D8EF-FDD4-12FC-732BFDDD3F29;Как начать лечение от бесплодия;dBPAiwj5O80;;;;;;;;;
C93A642D-A1DA-AE1B-8E4B-AA8B93C45A63;Как избавиться от укачивания на корабле;fwVNIWpTjbs;;;;;;;;;
71353F94-7141-A286-7BEC-DD751016F219;Как побыстрее избавиться от ветрянки;FS9PkpdSr84;;;;;;;;;
6169B5F7-9F7B-B546-B076-A72BAB4E38C2;Как удалить мозоли на пальцах ног;OzVEn0vE1Dc;;;;;;;;;
EC9AE5FF-FE55-C155-BAB7-038393F20850;Как сбить температуру при отравлении;;;;;;;;;;
879BAB6E-A8F6-F9C8-8221-3E3A326C02E8;Что такое фитотерапия;;;;;;;;;;
16172749-84F0-C57A-7701-647F3797B612;Как обработать ожог на коже;Xn3c8wlr5lA;;;;;;;;;
DB16FABA-3DEE-64B7-1CE9-582229F0E1FC;Как подготовиться к очищению печени;lsVyK8h_5ok;;;;;;;;;
0C4C5E17-29FB-F852-0594-508504A7C35B;Как снять тупую боль в пояснице;;;;;;;;;;
7BE0E7FB-72DE-1457-91F4-670954A43CC9;Как проводить лечение дисбактериоза;MW5HRn9Va_8;;;;;;;;;
9C97F505-8ED8-007C-BCCC-6B1859751734;Как проводить лечение гайморита;QW2XttLcGjk;;;;;;;;;
3F20638E-3506-CA56-5275-12A51D89722B;Как проводить лечение дерматита;;;;;;;;;;
3633678A-FD56-816E-EC90-3AF9B6FD9D69;Как сбить артериальное давление;;;;;;;;;;
5C8B4A66-074B-6D59-306D-8E68A46F6F20;Как проводить лечение кашля;oUbpSrs1B6E;;;;;;;;;
FC4FFFB1-A98F-B935-0631-2CFB57357068;Как проводить лечение обширной гематомы;aqsr5fMeYQw;;;;;;;;;
FB670991-5D7D-285F-2D44-A8C0D79C9AF9;Как проводить лечение гриппа;ZmYeGt1IJXY;;;;;;;;;
9527A213-92F8-D8B2-AE49-836D14953944;Какие продукты помогают поднять гемоглобин;;;;;;;;;;
4B155ABA-89C4-094A-37BB-C6127B8B6050;Как проводить лечение диареи;eGrW8MGajYQ;;;;;;;;;
EC3DD86D-1790-AC9E-530F-363516E7E433;Как проводить лечение кандидоза полости рта;DMDKyYrvnl0;;;;;;;;;
11171D01-39F0-6C38-2B75-06BC2389C0DB;Как проводить лечение артроза;k_fzH_WLmXI;;;;;;;;;
B732A8D6-75CE-923B-7F3F-492FBDD8A1A7;Как избавиться от резкой боли в пояснице;;;;;;;;;;
5D7460C8-69EB-E4E6-4471-6C00CF310C20;Как проводить лечение гастрита;el0ua6BvSd8;;;;;;;;;
8EEFBFBD-95C0-FF72-8765-EE9E731A2B1F;Как врачи предлагают решать проблему алкоголизма;vmCqDprLQ-w;;;;;;;;;
42409605-BD9B-8FB7-FDCD-D91AA9FA91EC;Как проводить лечение аденоидов;lg_9jBIIjjU;;;;;;;;;
ED19A01F-FF5D-4E62-7341-3FA953BAAD32;Как бороться с желчнокаменной болезнью;;;;;;;;;;
034077B6-97A5-4573-27C4-A42CD020235C;Как предотвратить атеросклероз сосудов;4yDFmYvN67M;;;;;;;;;
F5EF3A5E-C586-7BB9-A4DD-0790A7F2B7D1;Зачем вам близорукость? Избавиться от нее сейчас - просто!;;;;;;;;;;
F7D5354D-9D92-8BB2-7346-A0739FEC8112;Отзывы о Детралекс;3gDIAOrlym0;;;;;;;;;
0B7F85C6-BA01-F23A-22F4-D12CEC0512BB;Высокая температура: как облегчить состояние;A8eXagp4Ay0;;;;;;;;;
BC1F1081-4855-407F-08A7-D672356E1820;Солнечный и тепловой удар: как помочь пострадавшему;;;;;;;;;;
BEA53B00-5609-C3B1-6FA6-10F9C4694BA1;Как закрывать течь из носа, или Противостояние насморку;;;;;;;;;;
86CA3C3F-0893-C65E-818F-98B80E2C5C10;Кто такой гипотоник и как ему помочь;;;;;;;;;;
D63B023D-20B2-2CF9-39FC-04F7BDD5B16C;Как прогнать ячмень с глаз долой;;;;;;;;;;
051E84FA-82F1-7246-7078-CC1B8BC19BE0;Отчего появляются бородавки и как с ними бороться;;;;;;;;;;
C20A7B93-39CC-CA26-6924-53061CD23543;Какими народными средствами можно понизить артериальное давление;;;;;;;;;;
06DC1543-B6FD-B138-B94B-15D4E33AA4F2;Народные способы борьбы с курением;X-RaYy1IVIs;;;;;;;;;
D1756382-2C32-1002-9A64-9D7A787F3CFF;Что будет, если проглотить жвачку;;;;;;;;;;
58045FBA-A6FE-32D2-50F4-312B99CA82CE;Как себе помочь при депрессии;M0csyjCPhiU;;;;;;;;;
FEFC211C-1403-4D4D-A44A-5D4E5AA13DFD;Сколько нужно упражнений, чтобы улучшить здоровье сердца?;;;;;;;;;;
280B29CC-D80E-B55C-8E50-1C65246B28FE;Как работают медицинские банки;eTvm-IKvB2Q;;;;;;;;;
5DCB68A0-41FD-EF4A-2DFB-999831C736CA;Как остановить рост метастазов у онкологических больных;;;;;;;;;;
6742DEBD-4F60-D7A4-5EC7-4B926BF9ECFD;Как быстро снять зуд от укусов комаров;;;;;;;;;;
ED30AB64-5A4B-76B8-A390-3B44947D9A8C;Межреберная невралгия - методы борьбы с недугом;aYfwp04cgZY;;;;;;;;;
DC41A034-04AD-BF36-3E7A-CE32758BF014;Как предотвратить рост метастазов;RAGe8l1BOkM;;;;;;;;;
2CD6EC4F-C903-CE0A-761A-F8A246AE3F61;Как избавиться от набитой шишки на голове;;;;;;;;;;
A94C95A8-72FD-8A10-EEC6-4CEC28FE4AD2;Как избавиться от занозы на пальце;bla84BYX2Eo;;;;;;;;;
E7098976-F111-58D5-23D0-0D3D66B10C24;Шипицы: лечение в домашних условиях;wHfbmu3Ycv4;;;;;;;;;
108C7834-73B9-A3F3-A814-783B8C722053;Подготовка к анализу крови;;;;;;;;;;
A024A573-154D-3D51-5550-0F9FA7BA110D;Как быстро избавиться от целлюлита в домашних условиях;;;;;;;;;;
DCA00AF7-38E8-0BC1-94DC-B012EC4FE61B;Лечение поясничной боли;QG1r4OTg5oE;;;;;;;;;
D5159FF6-3E2A-7174-AF37-60B1E915E59E;Первая помощь при укусе змеи;;;;;;;;;;
11398524-E513-44DA-6DD8-7B47DFE63580;Советы по избавлению от простуды;zUZ3InJHVlM;;;;;;;;;
068468D3-FB02-4EE5-E604-A4D9DE9E39A0;Как при варикозе бороться с целлюлитом;e7F3ohXTACk;;;;;;;;;
88335618-05E2-900F-819E-4AD798284799;Как избавиться от синяка самостоятельно;;;;;;;;;;
D5F46879-E718-3F2A-4653-C854E363D84F;Занятия ЛФК для детей с нарушениями опорно-двигательного аппарата;;;;;;;;;;
27266FBD-BFDF-4830-7488-AEEC152014E4;Изжога: причины и лечение;hCetbg8xvxw;;;;;;;;;
991419D2-5669-7E40-268A-01D9929B5388;Как восстановиться после употребления алкоголя;;;;;;;;;;
F34B6BA4-C0B6-6DB4-FFDC-DC39CD51C5CF;Народные рецепты от ангины;HLIHEsl4eRI;;;;;;;;;
D146AC5A-B5F8-C11C-93C8-6DC04EBAB0DD;Бадяга в борьбе с растяжками;EsTbx-LAsqM;;;;;;;;;
6C4C53AC-9FCB-6BE2-ACCA-06A199D7D8DD;Как устранить потоотделение;;;;;;;;;;
9C8F4481-2DAF-DF21-1A0E-25B99A6C894F;Как избавиться от надоевшего целлюлита;;;;;;;;;;
915B9114-F531-5E08-51C5-8097D113A5DD;Как избавиться от ногтевого грибка народными методами.;;;;;;;;;;
A16347F6-75A6-FAAA-E349-ED2A276BCD8E;Народные средства от артрита;;;;;;;;;;
B14A2210-CC63-2E55-F10D-5D63B4E349EC;Нормы гемоглобина при беременности;;;;;;;;;;
E960DCE5-6D00-79F2-7B0C-EC3DA1E50C33;Народные средства от алопеции;rhHgZFjgnk4;;;;;;;;;
AA4BB00B-C3DA-C562-7B45-E9B877D78FAF;Прыщики у новорожденного на лице;FgcGvGjqS1s;;;;;;;;;
E3B06109-979E-4BF7-C620-42AA68108878;Лечение молочницы во время беременности;;;;;;;;;;
6B3CAF6B-7F5E-4984-D925-8FA6C17E6E8F;Как повысить иммунитет с помощью пчелиной пыльцы?;;;;;;;;;;
252976E4-A597-74E4-F934-BF94E1BFE4BF;Ротавирусная инфекция: симптомы и лечение;aBecJDU4hd8;;;;;;;;;
2E2B8559-BE31-370E-9111-9ED251C7A0A2;Гнойные раны и лечение гнойных ран;1r7gNvMcsSk;;;;;;;;;
17E4757E-837B-0745-9730-375E42235AE4;Как избавиться от дерматита на руках;rNNsSFc073Q;;;;;;;;;
FA2619CF-1D40-1201-5938-A19894B066E4;Вздутие живота после еды - как с ним бороться?;yc0-262SHFU;;;;;;;;;
2C16002D-E7AC-C2E3-7920-081F1FE3194E;Как удалить наросты на коже?;;;;;;;;;;
4C2A77AA-C25F-749B-9926-91BB20DB6CA2;Как устранить боль и тяжесть в голове;;;;;;;;;;
874FCD83-265B-7066-6DDA-18B0CC217A52;Что такое тромб в ноге?;4rY6K6I2LEg;;;;;;;;;
7219D22F-0B13-5201-9052-1C6236C1D453;Негативные последствия лучевой терапии;;;;;;;;;;
44D5E199-02AB-E1CD-12DF-A9C6B2490952;Неприятное жжение языка;xQTmBnWsTjc;;;;;;;;;
B772B3C5-81C5-B6BD-EF67-889E93B0EB8D;Негативные последствия мононуклеоза;;;;;;;;;;
B6E15947-199F-5979-5784-2719483931D9;Как устранить боли в лопатке;;;;;;;;;;
E2AB48E1-1553-01FB-2D03-2659CA301A34;Как бросить курить за полгода;JDgbBm3JnrA;;;;;;;;;
93D08B69-F33D-C04D-0AD4-01AD9A15ECCD;Здоровые зубы на долгие годы;#NAME?;;;;;;;;;
5378606E-974E-F92C-3319-D707A1F69895;Как избавиться от отека легкого?;zkfwR0Hj78Q;;;;;;;;;
508BE43E-628B-74A4-ACC3-F05D6DCA292A;Можно ли удалять пигментный невус;L50TZASsPWs;;;;;;;;;
3369D92A-73E8-1061-188F-AB6EA370F533;Локтевой сустав: как предотвратить артрит;5I7tGXS2d-8;;;;;;;;;
164066C6-0A1C-5127-3D20-A70488DE1A36;Как укрепить иммунитет осенью;4o2nzNE9ReE;;;;;;;;;
36009C7A-83A1-A095-EA67-0D5B9BED7E3D;Как устранить ноющую головную боль;dknODXtxS_E;;;;;;;;;
4ABA921B-3203-3B04-C29E-07E43A76214D;Как избавиться от нефрита почек;mkvnr0Vv3RY;;;;;;;;;
898B1BC1-EC63-FCAB-70B3-34DD15372D4E;Как избавиться от сухой мозоли на ножке;;;;;;;;;;
CB0BA959-D95B-BE73-829E-316D73AA2D4D;Зачем нужна временная пломба?;;;;;;;;;;
21242CA2-342F-C100-2E9A-1C534C3B7093;Как победить морскую болезнь;;;;;;;;;;
6ACAD4FE-5007-9423-E98E-B5E5F5C2C062;Повышаем гемоглобин. Гречка в роли панировки;;;;;;;;;;
42970379-4D1E-2B88-B150-51431D9728CC;Повышаем гемоглобин. Всего две ложки в день;vNMCKzabdI0;;;;;;;;;
1B6CE6DD-E899-D4AC-498A-58EBF3C724F8;Правильное лечение заболеваний дыхательной системы;91o-iw1VnDQ;;;;;;;;;
5F628446-CFA8-C237-E232-7697EA4FC626;Способы лечения от метеоризма;8VeGIIwhQ78;;;;;;;;;
AE58F901-93E5-C8CE-4FF3-1D41B4FA0301;Плюсы и минусы ортопедической подушки;Jrd5o-YdmvY;;;;;;;;;
FD604696-32E4-E1DD-7228-CCD3BEA0F78F;Как облегчить состояние при простуде;na4pq1wJ5U4;;;;;;;;;
B847542A-3DA0-0287-16BA-B36787E734FA;Как легко избавиться от целлюлита;;;;;;;;;;
75AC6E11-9FC0-C302-9E27-6034EFA069B8;Как успешно избавиться от шума в ушах;ZwLBBaF3mEI;;;;;;;;;
2CC1D2C1-36E6-24DD-F00D-999AED4E8C19;Как питаться при запорах;;;;;;;;;;
4D08B042-91C6-842A-3FFA-9E4589DF6795;Мятное варенье от кашля;RsBqenj1QVE;;;;;;;;;
5983C114-C1D7-C67C-EEB4-8EFD798B3495;Лечение кашля у взрослых и детей;chSOk9LdQhg;;;;;;;;;
6405503E-B5C9-A0AE-5A55-A826A35994AC;Рецепты из лапчатки для лечения печени, почек и желудка;D23jmUylejo;;;;;;;;;
D1BF737A-4E5C-FE6A-6C61-83BE23CA7F6A;Эффективное лечение угревой болезни;1tRYvC8R43Y;;;;;;;;;
37C1AE21-2785-75A2-7301-C746853E8D59;Как не дать себе разболеться;nRQRRWT-5tA;;;;;;;;;
0F6E0DE1-DFBA-7107-49B7-AF140F36CBDB;Как сдавать анализ на прогестерон;;;;;;;;;;
028BC0FC-EDB5-6E19-9414-0A146B4B012C;Как поднять нижнее давление;FxsZuvUN_nA;;;;;;;;;
DA65349E-7964-0533-F6DD-1A43318B1C3A;Как принимать ромашку;;;;;;;;;;
335D04E7-F8D4-702C-F28E-5EF695891452;Как растирать водкой при температуре;;;;;;;;;;
D211BC4B-FDC1-E5A1-E1BA-97B311CA908B;Как снять головную боль при беременности;pGyTkjGlh9k;;;;;;;;;
264C6133-63F5-1A7A-EA11-752E04D9D253;Как снять боль в поджелудочной железе;;;;;;;;;;
4F9E93A8-861B-5129-79F6-20AC35655EE5;Как снять острую зубную боль;;;;;;;;;;
844B8299-FA6B-9BE2-E0E5-8C9442F9D74D;Как снять боль от ожога языка;mjtpPJibwaE;;;;;;;;;
5DF0814E-85BD-0BFC-3B8E-9DBB65132860;Как выполнить процедуру;_geADqYTVKA;;;;;;;;;
B338BAD9-3170-D4ED-07DD-2A8858917783;Как устранить зубную боль;zT-OJJPL4Nc;;;;;;;;;
573881A1-66AA-452B-BD41-8AE10E12809C;Как избавиться от боли в ухе;;;;;;;;;;
DBCCC50D-B24F-1A1E-8CE1-0A9BD2353B6C;Как ставить инъекции;;;;;;;;;;
024CD4BD-AB5A-CD29-CAB3-FB1D0D2BDF3E;Как правильно ставить клизму;iOPa9pePrQk;;;;;;;;;
6A1636A5-CF41-01B1-18DA-CD55BF6EB742;Как забинтовать палец;;;;;;;;;;
6B655BD9-85D8-78C0-79F6-96E6045471EB;Как заглушить зубную боль;;;;;;;;;;
9A9533D1-C652-081B-7E2B-A726BE01515D;Как лечить укусы клопов;;;;;;;;;;
201207D4-4B09-C180-221B-032655AE25D6;Как уменьшить токсикоз;LLRAzlfI-IU;;;;;;;;;
39135C52-2E5E-4922-EFA5-557923E64075;Как укрепить пальцы;;;;;;;;;;
33E56992-EEF8-A1FB-D044-E8B9BC918761;Как лечить порванные связки;;;;;;;;;;
87FA1185-3AAD-6821-11B5-43271B0A255E;Как убрать гниды;;;;;;;;;;
15F1B8AE-127F-4D3E-D9C9-CB779CE465D2;Как уменьшить тестостерон у женщин;;;;;;;;;;
DC495F47-5566-D535-AE13-79B6C1B8A3CE;Как уничтожить вши;;;;;;;;;;
A1052DFB-BDB4-7CAC-D81D-78F12D8A908D;Как избавиться от тромбов;yfs9v_jgaCI;;;;;;;;;
59E70368-7E74-ED98-9359-FF8C0A4EF600;Как устранить заложенность носа;tSSEiNZ-79Q;;;;;;;;;
BAAAD455-3B21-3B9E-40F6-FC7756D5FF27;Как убрать насморк;;;;;;;;;;
F91F301A-E001-16DA-B250-E47B1A9405A5;Как вправить колено;lIyLPTKp_5w;;;;;;;;;
3C706DD6-4910-5DAB-DAA3-A85920677CDE;Как массировать предстательную железу;zCVHZ981VwQ;;;;;;;;;
EF70745A-DD74-698B-3AEE-6D4B3E984EA9;Как избавиться от моллюска;;;;;;;;;;
D803867F-26E4-EC03-6ABE-583B36BCB05B;Как вылечить чесотку в домашних условиях;6seAoFTpkk4;;;;;;;;;
90B58716-D626-D456-8014-B7A3D4FC3B0F;Как лечить фурункул на лице;0m4CEilo9fM;;;;;;;;;
847E7528-BAA2-2C13-524D-0F47B6878761;Как рассчитать когда можно забеременеть;;;;;;;;;;
0CD3207B-8184-AFD4-B822-8573C326CCEC;Как избавиться от полипов в носу;YvsZBXeCNfI;;;;;;;;;
FA1D13D7-930D-987A-3EFE-366BC676A931;Как восстановить хрящевую ткань;kc7PM4SkilQ;;;;;;;;;
420DBA07-6D4F-52C8-2952-7B5735673607;Как заставить бросить курить мужа;33M5EvMJFDs;;;;;;;;;
79A3D41F-8C31-FFE9-7AE6-843558F6F893;Как почистить печень овсом;;;;;;;;;;
8AE73117-3797-FA85-B1B8-6D8370ADBF90;Как предотвратить грипп;dVOat4lzEDM;;;;;;;;;
97296B7B-ABF8-7615-FAFD-5F83E3B7A6DC;Как обработать порез;;;;;;;;;;
DD7F7371-36CF-E5AA-3F23-CD89DA18EE54;Как гнать глистов;;;;;;;;;;
19442F64-DA66-B01B-B32E-9AD6711D1C3D;Как справиться с простудой;;;;;;;;;;
EA20515D-CAF0-4C8C-434B-E106695A5204;Как проколоть гайморит;YrRaA8cXnvo;;;;;;;;;
874E5044-B4C5-981F-D738-5BC301AA1FAC;Как прочистить печень;;;;;;;;;;
BB50CC04-3DE4-B657-CF92-CC94F6899A4D;Как защищаться от простуды;TbVTsahmsu4;;;;;;;;;
3FCE081A-D002-A1BA-35B7-4364BD657449;Как облегчить боль в горле;v0SHLTq8RVU;;;;;;;;;
EE8C0A0A-64E5-FCEC-DA43-75F57A1884EE;Как прослушать сердцебиение плода;;;;;;;;;;
41F6A32C-93BB-489E-3F97-6F36E5A2B480;Как избавиться от отёчности лица;8lw931U1UEA;;;;;;;;;
6B86ED19-C984-03AB-F0AD-D99C94613830;Как снять боли в почках;;;;;;;;;;
33BAAC98-F967-7A3F-E3A7-13890B0FFA5C;Как снять боль в позвоночнике;_DEj6hIJa40;;;;;;;;;
EE062E81-03A7-775A-1DF0-4558B5375CF5;Как перебинтовать палец;WRZIG7-qYKg;;;;;;;;;
3CEC35A1-320A-4B75-D7F7-5EF84CDD95D4;Как избавиться от пигментных пятен на руках;P-UhOynMwSM;;;;;;;;;
D318FA86-FAB8-2373-8B22-7116254F4B62;Как капать глазные капли;pmHPjnyw9Mw;;;;;;;;;
9880FDAC-6D9F-0830-11C7-C0BFF89119A7;Как избавиться от царапин на лице;;;;;;;;;;
20624C14-5F70-6762-DCA6-29E1CFE4DAA0;Как избавиться от кашля с мокротой;;;;;;;;;;
DC3C5B7D-0928-956E-C74A-A49E0EA9ABB0;Как избавиться от наркотической зависимости;nprKv1PcpiQ;;;;;;;;;
96F23FE9-DD30-3D0F-76F1-CF7E370A311B;Как избавиться от излишней потливости;;;;;;;;;;
