GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"D8731BC9-1B25-9B62-559B-C494F26EE450";"Как лечить фарингит";;"bibETtwkTa8";"Фарингит - описание, виды, причины, симптомы и лечение ...";"http://medicina.dobro-est.com/faringit-opisanie-vidyi-prichinyi-simptomyi-i-lechenie-faringita.html";"28 фев 2013 ... Что такое фарингит? Причины, виды, симптомы и лечение фарингита. Народные средства против фарингита. Фото фарингита.";"Лечение фарингита - как избавиться от фарингита у взрослых ...";"https://www.hexoral.ru/enciklopediya-gorla/faringit/lechenie";"Лечение фарингита следует начинать с первого дня болезни. Запущенный острый фарингит может переходить в хроническую форму (порой лишая ...";"Фарингит - лечение болезни. Симптомы и профилактика ...";"http://www.likar.info/bolezni/Faringit/";"Симптомы и лечение - Фарингит, диагностика и профилактика болезни. Описание болезни, симптомы, клиническая картина и методы лечения ..."
"522A8ACE-F271-9C59-B4B8-83D498079232";"Как лечить шишки на руках";;"z-k448lj9u8";"Шишка на руке под кожей: лечение народными средствами";"https://nmedicine.net/shishka-na-ruke-pod-kozhej/";"12 дек 2013 ... Шишка на руке вырастает за достаточно долгий промежуток времени. Сначала появляется небольшое уплотнение, в котором ...";"Шишки на пальцах рук: лечение народными средствами";"https://ortocure.ru/kosti-i-sustavy/artrit/narodnye-sredstva-ot-shishek-na-paltsah-ruk.html";"Были рассмотрены причины и лечение шишек на руках, которые образуются в результате артрита, однако ...";"Образование шишек под кожей и на руках: виды уплотнений ...";"https://dermatolog.guru/zabolevaniya/shishki/vidy-i-prichiny-obrazovaniya-shishek-pod-kozhey-ili-na-rukah.html";"Виды и причины образования шишек под кожей или на руках ... Самое интересное, что подобные шишки при должном лечении, можно вылечить всего ..."
"715BD6D7-A8FF-7E9E-5690-405D2A9FE983";"Как лечить боль в локтевом суставе";;"x5E8gmJSrvs";"Боли в локтевом суставе. Боли в локте. Основные причины ...";"http://www.evdokimenko.ru/boli-v-lokte.html";"В подавляющем большинстве случаев боли в области локтевого сустава ... О лечении повреждений шейно-грудного отдела позвоночника очень ...";"Боль в локтевом суставе – причины, симптомы и лечение";"https://www.ayzdorov.ru/lechenie_systavi_lokti.php";"Почему появляется боль в локтевом суставе: 8 заболеваний, вызывающих боль в локтях. Что делать, если болит локоть: диагностика и лечение боли в  ...";"Боль в локтевом суставе - причины, лечение, ноющие боли ...";"http://naran.ru/bolezni/ostraya-bol-simptomy/bol-v-loktevom-sustave/";"Узнайте, что делать при ноющих болях в локтевом суставе правой или левой руки, как лечить сильные боли в локтевом суставе после физической ..."
"39C6225D-D014-E23D-4486-819243073385";"Как лечить грыжу желудка";;"QAD0NYU4Vhc";"Причины и симптомы грыжи желудка. Как ее лучше лечить?";"https://tabletochka.su/other/kak-proisxodit-lechenie-gryzhi-zheludka.html";"Споры относительно того, как следует лечить грыжу желудка, идут до сих пор. Некоторые врачи уверены, что единственным результативным способом ...";"Грыжа желудка, что это такое и как ее лечить - Грыж.нет";"http://grizh.net/zhivot/gryzha-zheludka-chto-eto-takoe-i-kak-ee-lechit.html";"Диагностика и лечение грыжи желудка. Основные причины возникновения и симптомы болезни. Консервативные методы лечения грыжи желудка.";"Как вылечить грыжу пищеводного отверстия диафрагмы в ...";"https://steptohealth.ru/kak-vylechit-gryzhu-pishhevodnogo-otverstiya-diafragmy-v-domashnih-usloviyah/";"Грыжа пищеводного отверстия диафрагмы возникает у многих. ... продуктов и введи в рацион щелочные продукты, нейтрализующие кислоту в желудке."
"A9D20D42-26C1-02F6-7FFA-DD1E269A4756";"Как лечить отравление желудка в 2018 году";;"WjEQLy1mF5c";"Как отличить отравление от желудочной инфекции - врачи ...";"http://podrobnosti.ua/2169263-kak-otlichit-otravlenie-ot-zheludochnoj-infektsii-rasskazali-vrachi.html";"28 мар 2017 ... В некоторых случаях лечение отравления и желудочной инфекции ... Если вы можете удержать пищу в желудке, а не бегите сразу в ...";"Первая помощь при отравлении алкоголем|znaj.ua";"https://znaj.ua/ru/popcorn/pervaya-pomosh-pry-otravlenyy-alkogolem";"Ни один Новый год не обходится без алкоголя. Хотя бы немного ... Конечно, на голодный желудок лучше вообще ничего не пить. ... Смотрите: Лечение алкогольного отравления в домашних условиях .... 0. 0. 23:05 30.06.2018.";"Что делать при пищевом отравлении - Лайфхакер";"https://lifehacker.ru/pishhevoe-otravlenie/";"23 фев 2015 ... Мы расскажем, какими бывают пищевые отравления. ... Лечение. Шаг 1. Промывание желудка. При появлении первых симптомов нужно .... Модный педикюр 2018 года: цвета и дизайны, которые нельзя пропустить."
"8FEEFA40-ED4A-82E1-DFA9-7BEA4728C219";"Как лечить локтевой бурсит";;"ep5t9uUrbxI";"Бурсит локтевого сустава: лечение в домашних условиях, как ...";"http://sustavlive.ru/lechenie/narodnoe/bursit-loktevogo-sustava-lechenie-v-domashnih-usloviyah.html";"Бурсит локтевого сустава: лечение в домашних условиях,полное описание заболевания, рецепты. Как лечить локтевой бурсит народными средствами.";"Как лечить бурсит локтевого сустава? - Все о суставах";"http://sustavu.ru/bolezni-sustavov/bursit/bursit-loktevogo-sustava-lechenie.html";"Бурсит локтевого сустава - лечение которого зависит от формы и продолжительности заболевания. Вовремя поставленный специалистом диагноз ...";"Лечение бурсита локтевого сустава: последние разработки ...";"http://novyshag.ru/lechenie/kopiya-loktevoj-sustav/kopiya-bursit/";"Лечение бурсита локтевого сустава по статистике в 90% случаев дает свои результаты при консервативном подходе препаратами."
"0192E391-370A-B754-4F8E-5A01576CAA08";"Как лечить аллергическую сыпь";;"eB0uVQZre64";"Лечение аллергии народными средствами в домашних условиях ...";"https://med.vesti.ru/articles/zabolevaniya/kak-izbavitsya-ot-allergii-narodnymi-sredstvami-v-domashnih-usloviyah/";"Хотя сама по себе аллергия почти не поддается лечению, существует ... по всему телу, сыпи, кашля, стесненного дыхания, анафилактического шока.";"Симптомы и лечение аллергии на коже - возникновение ее";"https://proallergiu.ru/lechenie/allergii-na-kozhe.html";"В зависимости от причин, по которым появилась аллергическая сыпь на теле у взрослого, лечение может ...";"Лечение аллергической сыпи - Сыпи(высыпания)";"http://sblpb.ru/lechenie/197-lechenie-allergicheskoj-sypi";"Огромное количество лекарственных препаратов от аллергии разработала современная фармакология. Лечение аллергической сыпи на теле ..."
"F65E27DD-2792-80CC-E482-611A7E610601";"Как лечить простатит в 2018 году";;"lbZnKCyV5Mk";"Лечение простатита. Как лечить простатит, и какие методы ...";"https://www.kp.ru/guide/lechenie-prostatita.html";"С каждым годом все больше мужчин сталкиваются с проявлениями распространенного заболевания – простатита. Мы попробуем разобраться, что это ...";"Уролог: «Эффективное лечение простатита должно быть ... - АиФ";"http://www.aif.ru/health/mens_health/urolog_effektivnoe_lechenie_prostatita_dolzhno_byt_individualnym";"27 ноя 2017 ... У мужчин одним из наиболее распространённых и снижающих качество жизни заболеваний является простатит. Есть ли от него ...";"Жизнь без простатита. Как поддерживать мужское здоровье без ...";"http://www.aif.ru/health/life/zhizn_bez_prostatita_kak_podderzhivat_muzhskoe_zdorove_bez_tabletok";"13 дек 2016 ... Важно помнить — если не лечить простатит, то уже через несколько лет у больного мужчины появятся признаки полового бессилия и ..."
"D4B31FF1-41DC-34D2-D625-FFACDC2A6489";"Как лечить тройничный нерв";;"xawwEzx-ZgE";"Невралгия тройничного нерва: Симптомы, Причины, Лечение ...";"https://neurolikar.com.ua/%25D0%25BD%25D0%25B5%25D0%25B2%25D1%2580%25D0%25B0%25D0%25BB%25D0%25B3%25D0%25B8%25D1%258F-%25D1%2582%25D1%2580%25D0%25BE%25D0%25B9%25D0%25BD%25D0%25B8%25D1%2587%25D0%25BD%25D0%25BE%25D0%25B3%25D0%25BE-%25D0%25BD%25D0%25B5%25D1%2580%25D0%25B2%25D0%25B0/";"26 фев 2018 ... Также известная как тригеминальная невралгия, считается, что это одно из самых болезненных состояний. Невралгия характеризуется ...";"Когда болит лицо | Официальный сайт Научного центра ...";"http://www.neurology.ru/nauchno-populyarnye-stati/kogda-bolit-lico";"Лечение невралгии тройничного нерва многообразно. Назначаются противосудорожные препараты, предотвращающие развитие приступа боли  ...";"Лечение тройничного нерва народными средствами ...";"https://www.obozrevatel.com/health/recipe/02917-lechenie-trojnichnogo-nerva-narodnyimi-sredstvami.htm";"14 фев 2015 ... А лечение тройничного нерва народными средствами применяется как вспомогательное, при начальной стадии заболевания или ..."
"81F796D2-7AEF-4005-2474-6146060410E6";"Как лечить открытую рану";;"IC5n-X2qq3k";"Открытая рана на ноге: чем обрабатывать, как лечить";"https://nanogah.com/injury/otkrytaya-rana-na-noge.html";"Открытая рана на ноге при неправильном лечении представляют серьезную угрозу здоровью человека и может быть чревата осложнениями.";"Открытая рана: чем обработать и лечить - PerelomaNet.ru";"https://perelomanet.ru/rany/otkrytaya-rana.html";"И когда человек начинает лечить открытую рану сразу, процесс выздоровления проходит намного быстрей. Однако, бывают ситуации, в которых ...";"Как правильно обработать открытую рану и чем мазать, чтобы ...";"https://1travmpunkt.com/rany/obrabotka-ran/";"Чтобы правильно обработать открытую рану, необходимо определить ее тип и соответствующие правила ее обработки, для проведения которой ..."
"45CD047F-294D-5902-CAB0-BDB011EFBA04";"Как лечить разрыв мышц";;"C46-eW-bWeU";"Мышцы и сухожилия - Weinstabl";"http://www.weinstabl.at/ru/verletzungen/myshcy-i-sukhozhilija.html";"Разрыв сухожилия двуглавой мышцы ... ➠Лечение Легкие движения и тепло помогают быстрее справиться с болью в мышцах.Поворотных движений ...";"Растяжение мышц – первые симптомы и лечение компрессами ...";"https://www.segodnya.ua/lifestyle/wellness/rastyazhenie-myshc-vse-simptomy-i-kak-lechit-1123495.html";"19 мар 2018 ... Растяжение мышц – ситуация, знакомая, наверное, каждому из нас. Что делать, если это случилось, и что делать, чтобы этого не ...";"Разрыв мышц: симптомы, признаки, диагностика и лечение ...";"https://nebolet.com/bolezni/razryv-myshc.html";"Что такое разрыв мышц? Основные признаки, симптомы, методы диагностики, профилактики и лечения болезни разрыв мышц на NeBolet.com ."
"C4822C5D-B443-EF0A-0955-30EF5E19ACF8";"Как лечить загиб матки";;"uAx1eJ_HkEo";"Лечение загиба шейки матки: симптомы, упражнения - Детстрана";"https://detstrana.ru/article/roditeli/zdorove/lechenie-zagiba-shejki-matki/";"27 фев 2016 ... Загиб шейки матки лечится вполне успешно. Массаж и упражнения по специальной методике при загибе матки избавят от проблемы ...";"Загиб матки: причины и лечение - Красивая и Успешная";"https://www.sympaty.net/20150509/zagib-matki-prichiny/";"9 май 2015 ... Загиб матки: причины этого состояния. Как можно зачать ребенка при загибе матки? Можно ли исправить неправильное положение ...";"Загиб матки и его последствия | Passion.ru";"https://www.passion.ru/mama/prochie-zabolevaniya/zagib-matki-i-ego-posledstviya-58389.htm";"4 сен 2012 ... ... в будущем и откуда вообще взялся такой загиб, а также что делать в таких случаях и как лечить загиб матки, рассказывает Passion.ru."
"AA6517F3-1087-7BB0-1C88-0E3389A3F843";"Как лечить трихомониаз у мужчин";;"lHFXeQFetr0";"Трихомониаз у мужчин - симптомы, лечение | Азбука здоровья";"http://zdravotvet.ru/trixomoniaz-u-muzhchin-simptomy-lechenie-oslozhneniya/";"Трихомониаз у мужчин - симптомы, лечение, осложнения. Чем опасен трихомониаз для мужчин. Какие признаки могут быть при трихомониазе.";"Трихомониаз у мужчин — признаки, симптомы и лечение ...";"https://www.ayzdorov.ru/lechenie_trihomoniaz_myj.php";"Все о трихомониазе у мужчин: симптомы и признаки, пути передачи и длительность инкубационного периода, опасные последствия для мужского ...";"Лечение трихомониаза у мужчин: особенности";"http://kakbik.ru/zabolevaniya/venerologiya/lechenie-trixomoniaza-u-muzhchin.html";"Лечение трихомониаза у мужчин имеет свои особенности. При лечении обязательно назначаются препараты из группы нитроимидазолов, препарат  ..."
"CBF0737B-BE96-81ED-0C0C-7BB7EAF406CE";"Как лечить воспаление лицевого нерва";;"idWvOlL6_Xc";"Симптомы воспаления лицевого нерва - Мой семейный врач";"https://myfamilydoctor.ru/simptomy-vospaleniya-licevogo-nerva/";"для снятия воспаления – глюкокортикостероидные гормоны (Преднизолон) или ...";"Невралгия лицевого нерва: причины, симптомы и лечение";"https://doctor-neurologist.ru/nevralgiya-licevogo-nerva-prichiny-simptomy-i-lechenie";"Невраогия (невропатия) лицевого нерва не влияет на общее состояние организма, но воздействует на социальный и психологические аспекты жизни ...";"Воспаление лицевого нерва: симптомы и препараты для ...";"https://okeydoc.ru/simptomy-vospaleniya-licevogo-nerva-i-metody-lecheniya/";"В лечении воспаления лицевого нерва большую роль играет физиотерапия – процедуры ..."
"7F2BAB3A-13F6-3EF8-887F-04626DB7EDBA";"Как лечить воспалённые гланды";;"TwQEJiM56mg";"Как вылечить гланды в домашних условиях, если они воспалились";"http://gormonoff.com/zabolevanija/lechenie-gland-v-domashnix-usloviyax";"Вылечить гланды в домашних условиях, избавиться от воспаления и пробок в ... Воспаленные гланды у детей и взрослых имеют общую симптоматику.";"Как вылечить гланды в домашних условиях - методы и средства";"http://med-gorlo.ru/glandy/kak-vylechit-glandy-v-domashnix-usloviyax.html";"1 Когда нужно лечить гланды; 2 Как лечить миндалины дома; 3 Полоскания для ... Как лечить воспаленные гланды в домашних условиях полосканиями?";"Симптомы и лечение воспаления гланд";"http://neprostudis.ru/g/vospalenie-gland";"Как лечить воспаление гланд при помощи антибиотиков? ... Именно поэтому гланды чаще всего принимают на себя первый удар и очень часто ..."
"C7FFA10C-DF0D-C00E-3DC8-6AFB299F745F";"Как лечить выбитый палец";;"cejiX9ISSfU";"Как лечить выбитый палец? - События спортивные, яркие и позитивные ...";"http://www.forum-grad.ru/forum73/thread13130.html";"21 июн 2009 ... Раньше такое лечили компрессом из горячего парафина. Кто-нибудь знает как лечить выбитый палец другим способом, более ...";"Что делать если выбил палец на руке: первая помощь, лечение";"http://morehealthy.ru/material/chto-delat-esli-vybil-palets-na-ruke-pervaya-pomoshch-lechenie-3602.html";"10 июн 2017 ... Более серьезные травмы, которые появляются после того как выбил палец, такие как вывих, разрыв связок и перелом лучше лечить в ...";"Что делать, если выбит палец как правильно перевязывать руки ...";"https://www.kakprosto.ru/kak-85664-chto-delat-esli-vybit-palec";"Выбитый сустав пальца. Случай, когда выбит палец, называют вывихом. ... Что делать, если выбит палец; Как лечить выбитый палец · Как зашить обувь ."
"2C878769-C0B7-8128-EE17-0BFF67CDEED7";"Как лечить воспаление гланд";;"_xT4AxNbZ4A";"Воспаление гланд: симптомы и лечение в домашних условиях";"http://prolor.ru/g/simptomy-g/vospalenie-gland-i-lechenie.html";"Воспаление гланд: симптомы и лечение. Что делать при воспалении гланд в домашних условиях. Лечение воспаления гланд у детей и взрослых.";"Как лечить гланды в домашних условиях - 13 целебных отваров";"https://4damki.ru/zdorove/kak-lechit-glandyi/";"Бывают случаи, что голос исчезает полностью из-за воспаления миндалин, которые заметно отекли и увеличились в размерах, что мешает смыканию ...";"Чем лечить воспаленные гланды: лучшие лекарства, рецепты и ...";"http://tvojlor.com/lor/throat/angina/chem-lechit-vospalennye-glandy.html";"Воспалились гланды – признак ангины! Воспаление гланд может вызвать ряд причин. Но все ..."
"191260F4-4125-86E1-1FD1-3AE321791BD7";"Как лечить мениск колена";;"FV7pYjXAU1U";"Мениск коленного сустава. Эффективное лечение травмы ...";"http://medcentr-plus.ru/diagnostika-zabolevanij/lechenie-travmy-meniska/";"Травма мениска коленного сустава – одна из самых распространенных травм коленного сустава. Своевременная диагностика и правильно ...";"Мениск коленного сустава: симптомы, лечение повреждений и ...";"http://sustavy-svyazki.ru/sustavy-drugoe/124-menisk-kolennogo-sustava";"Все о повреждениях и разрыве мениска коленного сустава, как лечить и профилактика.";"Разрыв мениска: чем лечить и как не допустить повторения - АиФ";"http://www.aif.ru/society/healthcare/19415";"22 июл 2010 ... Разрыв мениска – наиболее часто встречающаяся травма коленного сустава. Неловкое движение, сильное и резкое вращение на ..."
"07C56CF2-1668-8A9F-0636-FDD41465936F";"Как вылечить простуду в домашних условиях";;"OxFX58A-we4";"Как быстро вылечить простуду в домашних условиях за день";"https://www.magicworld.su/retsepty-dlya-zdorovya/857-kak-bystro-vylechit-prostudu-v-domashnikh-usloviyakh-za-den.html";"25 сен 2017 ... Если вы не знаете, как быстро вылечить простуду в домашних условиях за день, узнайте о 18 природных средствах и эффективных ...";"Как лечить простуду в домашних условиях народными ...";"https://fitohome.ru/babushkiny-recepty/lechenie-prostudy-narodnymi-sredstvami.html";"Народные средства — это отличный способ победить простуду. В домашних условиях применяют различные методы лечения больного горла и ...";"Как лечить простуду в домашних условиях: препараты и ...";"http://onwomen.ru/prostuda.html";"Простуда – это народное название целой группы вирусных заболеваний ( ОРЗ и ОРВИ), приводящих к поражению дыхательной системы и не очень ..."
"9F97D36F-93FC-473B-E197-F48B335AF9FA";"Как лечить мозоли на пятках";;"G48i_FREWvU";"Мозоль на пятке: лечение сухих, внутренних, мокрых. Фото";"http://webdermatolog.ru/mozoli/raspolozhenie/mozol_na_pyatke/";"Какие бывают мозоли на пятках и как их предупредить? Лечим мозоль на пятке ... Пожалуй, это самый неподдающийся лечению вид . Стоит набраться  ...";"Мозоль на пятке | Что делать при мозолях на пятках ...";"https://ilive.com.ua/health/mozol-na-pyatke_113089i16070.html";"Мозоль на пятках приносит нам неудобство и боль и действуют на нервы. Особенно женщинам. Дамы очень хотят иметь ...";"Мозоль на пятке: как лечить сухие и внутренние мозоли, фото ...";"http://healthbps.ru/mozol-na-pyatke/";"Мучает мозоль на пятке? Узнайте, как избавиться от сухих и внутренних мозолей на пятках. Заходите на наш сайт!"
"B1C5C4B2-8C30-123D-ACC5-76D9241E1904";"Как быстро вылечить фингал";;"DhuNPSwb3ZM";"Как быстро вылечить синяк, чем лечить гематомы и ушибы после ...";"http://izbavsa.ru/zdorove/kak-lechit-sinyaki";"Первая помощь от синяков, как быстро вылечить ушибы на теле. Применение местных средств, постинъекционные гематомы.";"Как быстрее убрать синяк над глазом? - Woman.ru";"http://www.woman.ru/health/medley7/thread/4092534/";"15 авг 2011 ... Форумчане, помогите, пожалуйста. Упала в обморок, и рассекла веко чуть ниже брови. Теперь синяк. Вокруг всего глаза синяк желтого ...";"Фингал под глазами. Как убрать и избавиться? - MissEva.Ru";"http://misseva.ru/glaza/fingal-pod-glazami-kak-ubrat-i-izbavitsya.html";"Как убрать фингал под глазом быстро? Лечение. Как лечить фингал под глазом? Фото. Как сделать, поставить фингал? Народные средства."
"1B743F23-F11A-E80D-CF36-76415038EC99";"Как лечить паронихию";;"hHNTWiwaLHw";"Паронихия - причины, симптомы, диагностика и лечение";"http://www.krasotaimedicina.ru/diseases/zabolevanija_dermatologia/paronychia";"Паронихия. Симптомы. Диагностика. Что делать при диагнозе паронихия. Консервативное лечение и операции. Платные и бесплатные клиники, ...";"Паронихия — симптомы, лечение и профилактика";"http://nogot.net/story/paronihiya";"Паронихия представляет собой инфекционный недуг гнойно- воспалительного характера, который поражает околоногтевой участок. К такому ...";"Паронихия пальца на руке - лечение, симптомы и профилактика";"http://www.medictime.ru/paronixiya/";"Причиной паронихии является попадание в кожные покровы болезнетворных ... Паронихия: лечение в домашних условиях, симптомы и признаки."
"04A826B2-C361-C423-407C-B61BA87B51EF";"Как быстро залечить порез на пальце";;"tf1RxTEpM78";"Как быстро заживить порез - Женский сайт WomenItems.ru";"http://womenitems.ru/notes/6752.html";"22 июл 2017 ... Нередко дело осложняется тем, что порез может находиться на сгибе пальца или сустава – каждый раз человек, совершая движения, ...";"Глубокий порез пальца ножом что делать дома - Первая помощь";"http://vseopomoschi.ru/travmy/glubokij-porez-palca-nozhom-chto-delat.html";"9 фев 2016 ... Во многих случаях, если порез пальца не требует экстренной медицинской помощи, лечение можно ... После успокоения нужно быстро приступить к остановке кровотечения. ... Как лечить на пальце глубокий порез.";"Лечение и помощь при глубоком порезе пальца, как остановить ...";"http://www.sportobzor.ru/pervaya-pomosch/chto-delat-pri-poreze-palca.html";"Как остановить кровь при порезе пальца; Глубокий порез пальца; Порез ... порезы на пальце лечить очень просто, так как они сами очень быстро ..."
"D84FEAFA-B93C-6FB7-654B-699BB06F5416";"Как лечить мультифолликулярные яичники";;"Zth30kkXQNY";"Мультифолликулярные яичники: как забеременеть, лечение ...";"http://love-mother.ru/multifollikulyarnye-yaichniki-kak-zaberemenet-lechenie-prichiny.html";"29 янв 2015 ... Если компьютерная диагностика показала мультифолликулярные яичники, лечение должно последовать незамедлительно.";"Мультифолликулярные яичники - причины и признаки ...";"http://medbooking.com/illness/mulytifollikulyarnyje-jaichniki";"Лечение. Такое явление, как мультифолликулярные яичники, может наблюдаться у достаточно большого числа женщин.";"Мультифолликулярные яичники. Лечение мультифолликулярных ...";"http://www.vrachinfo.ru/multifollikulyarnie_yaichniki_lechenie";"Мультифолликулярные яичники – это превышение содержания фолликулов в яичниках. Слово мульти, по латыни, обозначает множество. Если УЗИ ..."
"AC551F97-EABD-0567-0117-18806C08E9B6";"Как лечить внутренние прыщи";;"Jcwxr9sA6Ic";"Внутренние прыщи на лице: как избавиться в домашних условиях";"https://rosy-cheeks.ru/vnutrennie-pryshhi-na-lice.html";"Почему образуются внутренние прыщи на лице. Чем может помочь косметология. Какие заболевания являются причинами их появления. Эффективное ...";"Подкожные прыщи, помогите((((( / страница 2 - Woman.ru";"http://www.woman.ru/health/medley7/thread/3850550/2/";"18 ноя 2009 ... Не знаю, что делать, появляются подкожные болезненные прыщи и , что ... суши их хоть выдавливай но шишка остается все равно... надо лечить из ...";"подкожные, внутренние прыщи, виды прыщей";"https://www.ondermatolog.ru/podkozhnie-prischi";"Что такое прыщи, причины их возникновения были рассмотрены в отделе Прыщи и причины их возникновения. Все виды прыщей доставляют своему ..."
"8DD4FDB2-17D7-BE1D-27E9-48B41F63ABD2";"Как лечить шпоры на ступнях";;"r8qtLMprKIU";"Шпора на ступне: лечение, симптомы, фото. Как лечить шпоры ...";"https://myderma.ru/shpora-na-stupne";"Шпора на ступне – это костное доброкачественное новообразование, находящееся сверху нормальной кости, как правило, небольшого размера.";"Шпора на ступне: лечение традиционно и народно";"http://bolit-sustav.ru/bolezni/shpora/lechenie-shpory-na-stupne/";"Таковая неприятная болячка, как шпора на ступне, доставляет немало бед в ... лечить шпоры можно массажем, либо гимнастикой, состоящей из ряда ...";"Шпора на ступне: причины появления и лечение в домашних ...";"https://sovets.net/6137-shpora-na-stupne.html";"Если вас беспокоит шпора на ступне, то пришла пора избавиться от ... Чтобы понять, как лечить пяточную шпору и найти эффективный метод для ..."
"8C4009AF-0014-C8EE-7EED-7EC7C1E2BFCB";"Как вылечить грибок ногтя на ногах народными средствами";;"XUanvqxdWDA";"Народное средство от грибка ногтей на ногах: самые ...";"https://legkopolezno.ru/zozh/profilaktika-i-lechenie/narodnoe-sredstvo-ot-gribka-nogtej-na-nogah/";"Какое народное средство сможет избавить от грибка ногтей на ногах? Профилактика и ... Это тоже поможет вылечить грибок ногтей. Кроме того, такой ...";"Грибок ногтей - лечение народными средствами грибка на ногах";"http://medic.ymka.ru/gribok.php";"Очень быстро вылечила ею грибки на руках и ногах (ногти). ... Прекрасно помогает и такое старинное народное средство: возьмите свежее куриное ...";"Как быстро вылечить грибок ногтей народными средствами?";"https://fitohome.ru/babushkiny-recepty/lechenie-gribka-nogtej-narodnymi-sredstvami.html";"Лечение грибка ногтей на ногах в домашних условиях · Как быстро вылечить грибок ногтей в домашних условиях · Грибковая инфекция — лечение ..."
"D2D81211-44BD-C73A-4402-9EAB9B8AF848";"Как лечить спайки кишечника";;"LohIc7d5Z2o";"Спайки кишечника: симптомы, диагностика, лечение, причины ...";"http://ponosov.net/spajki-kishechnika-simptomy-i-lechenie.html";"Причины спайки кишечника. Симптомы. Возможные осложнения. Диагностика. Методы лечения спайки кишечника.";"Симптомы и лечение: спайки кишечника";"http://pishhevarenie.com/zabolevaniya-zhkt/simptomy-i-lechenie-spajki-kishechnika/";"Спайки, как правило, возникают в области грудной клетки и брюшной полости. Спаечный процесс представляет из себя образования между петлями ...";"Спайки кишечника - лечение народными средствами ...";"http://www.1000listnik.ru/retsepti/lechenie-spaek-kishechnika-s-pomoshhyu-narodnyx-sredstv.html";"20 янв 2016 ... Спайки кишечника: причины, симптомы, последствия. Какие народные средства помогают эффективно справиться с болезнью, ..."
"85A77CFB-E178-0D44-273C-8DB6E8ABDC4C";"Как лечить сыпь на руках";;"9DZpuGKavHE";"Сыпь на руках - причины и лечение - nazdor.ru";"http://www.nazdor.ru/topics/improvement/diseases/current/477266/";"Сыпь на руках не только неприглядна, но и служит верным признаком того, что в ... вылечить сыпь самостоятельно и не надо беспокоиться о лечении.";"Сыпь на руках, кистях, запястьях в виде красных точек: чем ...";"http://pro-allergen.ru/syp-na-rukax.html";"Лечение кожной сыпи у взрослых напрямую зависит от причин, по которым она возникла. В случаях, когда она ...";"Сыпь на руках - Сыпи(высыпания)";"http://sblpb.ru/lechenie/17-syp-na-rukakh";"Сыпь на руках может появиться из-за вторичного сифилиса, ... Для того чтобы не допустить её распространение, надо лечиться комплексно. Сразу зуд ..."
"7C8FCA4F-5976-73C7-882D-22C1B059ADBF";"Как лечить чирей";;"H-aJ-ECCpkQ";"Как лечить фурункулы в домашних условиях - Новости про ...";"http://ivona.bigmir.net/health/advice/340141-Kak-lechit--furunkuly-v-domashnih-uslovijah";"26 сен 2012 ... Давай разберемся, по каким причинам появляются фурункулы и как их можно лечить в домашних условиях.";"Чирей: как лечить и в чем причина, помощь народных средств";"http://narmed24.ru/narodnye-sovety/chirej/";"Чирей – острое гнойно-некротическое воспаление волосяного фолликула и окружающих его тканей, вызываемое стафилококком. Народная медицина ...";"Чирей как лечить в домашних условиях, избавиться от фурункула";"https://vita-jizn.net/sdorovje/furunkulyi-ssadina";"13 авг 2017 ... Чиряк или фурункул очень болезненный и оставляет шрам, чирей как лечить в домашних условиях. Как вылечить фурункул на лице и ..."
"C7D21F95-F2D8-2097-A89A-1373DBEEE544";"Как лечить протромбин";;"ZXgALcJgaH4";"Повышенный протромбин: что это значит, причины и лечение ...";"http://boleznikrovi.com/analizy/svertyvaemost/povyshennyj-protrombin.html";"Чем опасен повышенный протромбин. Каким должен быть этот показатель? Что значит превышение допустимого значения? Как проводят лечение ...";"Протромбин - Лечение болезней сосудов, сердца и кровеносной ...";"http://healthy2life.com/krovenosnaya/protrombin.html";"Протромбин относится к глобулинам и является сложным белком в плазме.";"Высокий протромбин: диета при тромбозе глубоких вен нижних ...";"https://berry-lady.ru/diety/lechebnye/1232-vysokij-protrombin.html";"Диета при высоком уровне протромбина Людям, у которых в крови высокий протромбин, диета необходима. Борьба с высоким протромбином сводится ..."
"5F4AB1C8-30A0-E888-A0FC-79FDF3AF615A";"Как вылечить сколиоз в домашних условиях";;"COkMg9DKgPI";"Как вылечить сколиоз в домашних условиях? - Здоровье суставов";"http://zdorovie-sustavov.ru/kak-vylechit-skolioz-v-domashnih-usloviyah.html";"Сколиоз лечение в домашних условиях упражнения. Выполнять упражнения от ... Как известно, любое заболевание легче предупредить, чем лечить.";"Как лечить сколиоз в домашних условиях - MoyaSpina.ru";"http://moyaspina.ru/lechenie/kak-lechit-skolioz-v-domashnih-usloviyah";"Лечение сколиоза в домашних условиях: принципы лечения, народные средства при болях в спине, комплекс упражнений. Виды спорта ...";"Можно ли исправить сколиоз в домашних условиях: гимнастика ...";"http://neosports.ru/osnovnoe/mozhno-li-ispravit-skolioz-v-domashnix-usloviyax-gimnastika-massazh-zaryadka.html";"Если вовремя не задаться вопросом, как вылечить сколиоз, и допустить ... как вылечить сколиоз в домашних условиях, которые мы постараемся ..."
