GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
79A3361A-D1E4-C694-7220-C94CD02AC75F;Распухла десна около зуба: что делать;;;;;;;;;;
6E8F6141-CC24-F057-A63E-69735FA1C921;Как делать уколы инсулина;SNO-Dt5vL8w;;;;;;;;;
B4FE746D-923B-64DB-B04D-904C095439E2;Что делать, если у новорожденного гноится глазик;;;;;;;;;;
DE063D38-C561-3D49-3CDC-7FC791077261;Что делать, если начал гноиться глаз;;;;;;;;;;
54B8A9B4-536E-0B33-B2AD-1B6774483D4F;Как делать массаж грудной клетки;;;;;;;;;;
5D434904-EFDA-9A91-8567-9322B69FF7CF;Нервный тик, что делать;fgY6zNlkFec;;;;;;;;;
5347FEBD-FAD9-89BC-38A1-ABE5090DE3B9;Что делать при ожоге?;;;;;;;;;;
F34BDB3E-BF13-23B1-55D6-D38663959557;Что делать, если болит зуб мудрости;;;;;;;;;;
5495E7F5-6C85-4958-9FF7-DDB9400AC2BE;Что делать, когда сахарный диабет;ImNuHhU6HQ4;;;;;;;;;
79D309CA-A518-E76A-E738-FE2E8E6B5683;Что делать при атеросклерозе сосудов;brK03ZcEyNU;;;;;;;;;
51D6512F-6790-652B-BF97-F64B56F54AF9;Как не бояться делать зубы;;;;;;;;;;
290D0425-0C1E-880B-43DD-DEF638CEBF4F;Что делать, если удалили зуб;;;;;;;;;;
77979089-7995-029C-9B74-AE896DE0F1D2;Что делать, если защемило нерв;ZlUKSdcDYZ0;;;;;;;;;
4DEE4F3F-2207-051D-6D1A-A8316FA31F47;Как делать клизму взрослому;Mw_OeDZjJT8;;;;;;;;;
9F337EB7-BDCB-3659-569C-1070A1770140;Вросший ноготь на большом пальце: что делать;;;;;;;;;;
A1D380D9-BFE9-A7D0-A4D1-ED0FBA3C006C;Что делать при обморожении;VOjarV92024;;;;;;;;;
26C5996D-632B-76CA-33AB-38A3D797DDC9;Что делать при внезапном приступе диареи;;;;;;;;;;
F8F0FBA0-1E67-DE86-4F3B-1536B261459A;Что нужно делать при отравлении;HtjOrbODRaw;;;;;;;;;
AD06535E-AB25-E137-27A1-7147A29D1AEF;Что делать при отравлении;;;;;;;;;;
CDED7980-3ADF-38E8-4322-BC557A18CCEC;Что делать, если появился кашель во время беременности;oCbWI6--HGM;;;;;;;;;
4536A99C-39D6-0444-09C9-94E885E1A1B2;Что делать, если на коже рук появились мелкие, водянистые пузырьки;;;;;;;;;;
EA97ABF0-043F-4821-5060-8EB251D05309;Что делать при болях в пояснице;;;;;;;;;;
DA3B2F4D-D88D-8EA5-8E12-42E17DA1B4B6;Что делать, если кашель никак не проходит;;;;;;;;;;
5C0F4D3B-4AA2-931F-5805-5347376AD115;Как делать массаж от грыжи;ZaJ6QdI5Ylg;;;;;;;;;
4759C023-62D3-B984-B439-F5832565D837;Какие нужно делать упражнения при остеохондрозе;1ZwFLGHyKlM;;;;;;;;;
50380C4B-89FE-E909-93EB-C8B40D4212FA;Как делать операцию при переломе шейки бедра;;;;;;;;;;
715A4490-0F94-A5F5-9823-33BB7AC500EB;Что делать, если от простуды пропал голос;;;;;;;;;;
3E3B5055-C912-75CD-B45F-F50E4E666294;Что делать, если у ребенка высокая температура;;;;;;;;;;
B820CCE2-0CC7-79DC-4053-65F6CEBC4D32;Стоит ли делать ЭКО?;YSHt2tXvQWo;;;;;;;;;
C5BDCFEA-5681-D0E7-0CCD-9CF659C4DC6F;Что делать при укусе пчелы;6EXqQ2WgWSk;;;;;;;;;
671BEC1B-01F4-6F3E-4635-C8EEBF532DB3;Когда нужно делать спринцевание;6Hy4Zf_Goaw;;;;;;;;;
D7BBB341-9051-82E9-1C97-0B9EDE2E3373;Что делать при повышенном метеоризме;uSpEtmJg6js;;;;;;;;;
8AEFB641-DA01-502F-4589-8A0A0A869142;Что делать при переломе голени;;;;;;;;;;
5ED5D691-CB4C-F212-4D41-2DDB06CE3B51;Что делать, если у ребенка аллергия;;;;;;;;;;
3599F550-7FF1-7B8B-D672-5B092D064F26;Как сделать лазерную коррекцию зрения;PIIq1G1tkv4;;;;;;;;;
6104450D-B197-E338-08B6-C27807DF9622;Как делать водочные компрессы;;;;;;;;;;
B40B9D08-7ED9-AD25-0755-DD06693EBCF5;Что делать при ожоге глаза;;;;;;;;;;
84309598-9AD1-35B3-C602-E4F54BAED763;Свищ на десне у ребенка: что делать;UN4pp736J28;;;;;;;;;
88CEA15F-4609-9264-BC9A-674C55BE2FAC;Что делать, если бабушке трудно ходить;aUe47SU3LDU;;;;;;;;;
AD294B6C-3F34-AD08-DBED-7EF4CAA573B4;Что делать, если болит коленный или локтевой сустав;;;;;;;;;;
51F04255-9617-1A8E-D2AE-CC26DD9C4568;Какова причина запаха изо рта и что делать;;;;;;;;;;
7045253C-007F-433D-9C70-4359365CB938;Что делать, если болит зуб после удаления нерва;;;;;;;;;;
1FF4F6CD-CCE4-17C2-DCE6-3139E24B4391;Что делать при болезненности десен;;;;;;;;;;
3DE6C58D-422F-F68D-F4DF-553FB9561D76;Как делать массаж простаты;o0fnKtxuuoY;;;;;;;;;
BB0EEFBD-4358-3311-0327-617DAD614076;Что делать, если выбит зуб;;;;;;;;;;
93AA50E3-6B24-3795-15E6-9FDE9B05B99F;Что делать, если у ребенка болят уши;qFzvEfDeKuo;;;;;;;;;
C6D53119-D762-41E0-583E-CA14EBB86161;Как делать массаж при поясничной грыже;;;;;;;;;;
91E07149-65A9-08F0-5F7E-9B95A1A1CFB9;Что делать при ноющей боли в груди;Sik-FD2rxBw;;;;;;;;;
20CDD835-B59E-C412-21C0-8FBF73CA542D;Что делать при аллергии на пыльцу;;;;;;;;;;
054542C3-9CCF-7E3E-FE65-3520DD3E9EEF;Что делать, если отекают ноги;4YbgPf5UiOI;;;;;;;;;
7125ADB5-EB1A-28DF-94BD-876A16FEACD3;Что делать, если образовалась дырка в зубе?;;;;;;;;;;
3D38B657-8D78-79FB-D23E-B366161B711B;Как сделать растирание при влажном кашле;ugZxqlRLQ-I;;;;;;;;;
BD393BFA-66C8-7C30-09F1-537823506F7B;Как сделать эффективным лечение гастрита;kdbtxygebKE;;;;;;;;;
36EEAAA7-FF21-F639-2195-DD48C1CBC9DB;Что делать, если слезятся глаза;gtoqFpNFs3w;;;;;;;;;
AB8B0F5D-77CB-550E-E9D3-892E3485ABFA;Что делать, если фукорцин оставил следы? Методы удаления;;;;;;;;;;
C058B24A-A1F5-DDAE-FB4D-54F61C322977;Что делать при солнечном ожоге;in34LGPv4zA;;;;;;;;;
3723130A-2D93-8BD2-64EA-6BB98F948E68;Что делать, если у ребенка рвота;1RMyW77cu5s;;;;;;;;;
F56BC81A-7B82-09FF-D02B-FC9E94CF8209;Что делать при боли в животе беременной;Y6LFAVrCkQg;;;;;;;;;
774833A1-192A-4202-B587-A0621E5BBD83;Как делать масаж спины;QBFfXzpzLlQ;;;;;;;;;
F84BAE8F-519E-44A9-B8BE-B69CD74E31F1;Как делать расслабляющий массаж спины в 2018 году;9ms2HEI62vI;;;;;;;;;
3B69E375-72B3-360C-B6C5-DF141D7323EB;Что делать при затяжных месячных;c7bC4rnmQNk;;;;;;;;;
221C8E5C-5419-6549-B971-F4CA3FB7428A;Как сбить температуру и нужно ли это делать;;;;;;;;;;
75B4A4DA-2130-0A18-592A-FAFF9964F7C8;Как делать полезную гимнастику для позвоночника;E0QIHaP3UYo;;;;;;;;;
22082196-B917-F210-67FB-499243177F59;Что делать, если у ребенка судороги;6yXa__z1pIU;;;;;;;;;
4012BC03-04CB-A633-5175-CEADBB430DFF;Как делать массаж при кривошее;;;;;;;;;;
81E206D4-476A-A8DE-7113-7A4A6E167257;Когда следует делать маммограмму?;;;;;;;;;;
9BBB4701-14AA-F29B-47EC-BA966BEB7CB7;Повышенная чувствительность зубов: кто виноват и что делать;7Y33w2IQBhY;;;;;;;;;
76FF1E53-4E71-2852-D9E6-B3CE4472D225;Что делать, если беспокоит мигрень;;;;;;;;;;
35690D26-869D-7471-E73D-E7D82E0340E6;Что делать при бессоннице;yW_74nMxJWQ;;;;;;;;;
8A569601-8A91-9758-315C-8F2F334CE68D;Как сделать маску для лица из соды;zR7-W3R_UuA;;;;;;;;;
F483EA5C-BBD1-4478-9499-11745A971C82;Как делать элекрофорез;yBVTu7Gh-aE;;;;;;;;;
29F04542-4215-D31C-6E5C-9C42660919D4;Как сделать операцию на тазобедренном суставе в 2018 году;hjkPeM4QVbI;;;;;;;;;
09A6407C-ACF5-3F81-D44A-4A8C6E6A1C9A;Как сделать операцию по уменьшению желудка в 2018 году;FQZZkCbzXsY;;;;;;;;;
DE0D8D09-4F9D-FAA5-931E-25785B5A41D8;Что делать, если традиционное лечение геморроя безрезультатно;KnQTE2LKQfU;;;;;;;;;
8AE0B088-ADFB-01F1-5C6D-A14439091287;Как при беременности делать анестезию;McJGlKGvLMI;;;;;;;;;
0D1CD700-BBCD-30C3-31C2-E65567602CD6;Что делать, если храп мешает жить;cU_i24xBsdY;;;;;;;;;
50E4C316-40CE-2E02-C9FC-60A7C83053C0;Что делать, если укусил человек: первая помощь;YMRiO4DwT2Q;;;;;;;;;
71ADF08D-A3AA-CB1B-00D7-FB7F3013B446;Лечение гайморита. Как правильно делать промывание при гайморите;;;;;;;;;;
781CA98A-175A-BF07-1445-CB4C0EE0EAB5;Как сделать медовую лепешку от кашля;;;;;;;;;;
FAE08AC4-3511-7F8B-0F39-CE126A6ED86F;Как правильно делать маску для лица из порошка бадяги;;;;;;;;;;
9FE970DC-6AB9-C8B8-AD9B-BF8A8C83FAEE;Что делать, если ребенок упал в обморок;;;;;;;;;;
DDDCA55A-E48A-C63D-034D-9B9A47C718FF;Что делать при алкогольном отравлении;lfesEHaDT54;;;;;;;;;
3EDA9F3E-5A8F-4782-6DAB-7AF275832E59;Как правильно сделать тюбаж;;;;;;;;;;
0F21E87B-59F1-D78D-3092-AC089AD05DE6;Как делать ингаляции при гайморите;;;;;;;;;;
FD259150-6782-D08F-CFEF-280F93C553E0;Что делать при аллергической реакции на косметику;;;;;;;;;;
F9F2B0CA-61DF-CFDB-13B6-F462C2664925;Кровотечение при геморрое: что делать и как лечить;;;;;;;;;;
