"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1"
"FE03CCCD-6240-B83B-13B6-C1FC60FE5EB4";"Как отметить Новый год и Рождество";"kak-otmetit-novyy-god-i-rozhdestvo";"9OlaYYSwcW8";"Зимняя сказка-2018: восемь мест, где можно незабываемо ... - ТСН";"https://ru.tsn.ua/tourism/zimnyaya-skazka-2018-vosem-mest-gde-mozhno-nezabyvaemo-otprazdnovat-novyy-god-1037225.html&sa=U&ved=0ahUKEwjr09HWq-nXAhWCIpoKHdxMARAQFggjMAM&usg=AOvVaw3kSLcT04-M8gg1S";"13 ноя 2017 ... На Новый год украинцы могут увидеть невероятное неоновое шоу, посетить колоритные ярмарки и сказочные места, или совместить отдых, ... А тем, кто хочет встретить Новый год необычно, стоит ехать до бальнеологического курорта в Лумшоры. Село расположено в долине среди гор, ...";"Новый год и Рождество в Европе — 2018: куда поехать?";"https://make-trip.ru/podborki-kuda-poekhat/novyj-god-v-evrope&sa=U&ved=0ahUKEwjr09HWq-nXAhWCIpoKHdxMARAQFggpMAQ&usg=AOvVaw2CCOT6b2XSkV6bo";"14 сен 2017 ... 11 идей, как отпраздновать Рождество и Новый год — 2018 в Европе. Рассматриваем города и страны, где можно встретить праздники интересней всего! Новый год — сказочное время, и даже если вы с детства знаете, что Деда Мороза не существует, с наступлением 31 декабря что-то ...";"Как праздновать Новый год и как встретить Рождество (+Видео ...";"http://www.pravoslavie.ru/99829.html&sa=U&ved=0ahUKEwjr09HWq-nXAhWCIpoKHdxMARAQFggwMAU&usg=AOvVaw3lqvtzNjBsYm5iY";"29 дек 2016 ... Я не уверен, дорогие друзья, что сам Господь праздновал свой день рождения. Рождество не праздновали апостолы, в первые века этого праздника не было. А почему же мы празднуем Рождество? Если у нас есть живое общение с Богом, если мы ощущаем в себе благодать, которую дал ...";"Новый год 2018 в Москве - KudaGo.com";"https://kudago.com/msk/new-year/&sa=U&ved=0ahUKEwjr09HWq-nXAhWCIpoKHdxMARAQFgg3MAY&usg=AOvVaw1L6lBGM02XKeHSI";"Определившись с костюмом, самое время подумать о том, как отметить Новый год и Рождество 2018 года, как выбрать лучшие мероприятия из предложенных. Вопрос, куда пойти в зимние каникулы в Москве, подразумевает сотни ответов. В декабре и январе столичная афиша переполнена театральными ..."
"31DFEE27-A556-90F7-2D99-145DDD6EDD78";"Как отметить Новый год в Греции";"kak-otmetit-novyy-god-v-grecii";"EjJJYAYFk6A";"Новый Год в Греции - Grekomania";"https://www.grekomania.ru/articles/holidays/22-new-year&sa=U&ved=0ahUKEwixx7XYq-nXAhVpQJoKHdoKD-MQFgglMAM&usg=AOvVaw3YWcBKH947XyrLb";"Рождество в Греции. До сих пор не решили, где встретить Новый год и Рождество? Надоело в праздники сидеть дома перед телевизором? Так отправляйтесь в путешествие. Вкус Рождества. С чем у многих ассоциируются праздники? Конечно, с шикарным столом! А в Рождество и Новый год самое время ...";"Новый год и Рождество в Греции — Иммигрант Инвест";"https://immigrantinvest.com/blog/new-year-in-greece/&sa=U&ved=0ahUKEwixx7XYq-nXAhVpQJoKHdoKD-MQFggrMAQ&usg=AOvVaw2fIHrGCIcZaL9rs";"11 авг 2015 ... Новый год можно встретить вдали от звона бокалов, гомона радостной толпы. И, напротив, можно приблизиться к эпицентру торжеств, в любой момент влиться в хороводы и петь традиционные греческие песни. Рождество в Греции. А еще в рождественские каникулы в Греции просто ...";"Новый год в Греции — Википедия";"https://ru.wikipedia.org/wiki/%25D0%259D%25D0%25BE%25D0%25B2%25D1%258B%25D0%25B9_%25D0%25B3%25D0%25BE%25D0%25B4_%25D0%25B2_%25D0%2593%25D1%2580%25D0%25B5%25D1%2586%25D0%25B8%25D0%25B8&sa=U&ved=0ahUKEwixx7XYq-nXAhVpQJoKHdoKD-MQFggzMAU&usg=AOvVaw3vi5d68vBdcYyAA";"Новый год в Греции — государственный праздник, отмечаемый греками в соответствии с григорианским календарём, наступающий в ночь с 31 декабря на 1 января. Рождество здесь предшествует Новому году и отмечается в ночь с 24 на 25 декабря.";"Как отметить Новый год в Греции - AstroMeridian.Ru";"http://www.astromeridian.ru/poetry/otmehaem_novyj_god_v_grecii.html&sa=U&ved=0ahUKEwixx7XYq-nXAhVpQJoKHdoKD-MQFgg5MAY&usg=AOvVaw2rw3RAZjYs38pzB";"Если вы хотите встретить Новый Год за рубежом, то советуем вам посетить Грецию. Новый год в Греции подарит вам яркие, незабываемые впечатления . Как отметить Новый год в Греции - об этом мы поговорим с вами сегодня. Греки, как и многие народы, просто обожают праздники и праздновать."
"8CECA780-E324-4CCA-D84B-1DD5BA22338A";"Как встретить Новый год незабываемо";"kak-vstretit-novyy-god-nezabyvaemo";"-390OcWbxWg";"Идеи незабываемой новогодней ночи - allWomens";"http://www.allwomens.ru/17521-idei-nezabyvaemoy-novogodney-nochi.html&sa=U&ved=0ahUKEwiR-ufrq-nXAhWCQJoKHTR5DFYQFggnMAM&usg=AOvVaw00v6z8KIQPC700H";"14 дек 2012 ... А если вы решили встретить Новый год наедине со своейвторой половинкой , почему бы вам не одеться в Снегурочку и Деда Мороза? В такомвиде вы можете в новогоднюю ночь отправиться на улицу, подарив хорошее настроение не только себе, нои своим соседям. Кстати, в таком ...";"Как незабываемо встретить Новый год с коллегами – Семинар ...";"http://e.buhseminar.ru/article.aspx%3Faid%3D421529&sa=U&ved=0ahUKEwiR-ufrq-nXAhWCQJoKHTR5DFYQFgguMAQ&usg=AOvVaw1HNoOM6EaE0bD7a";"Вот уже 20 лет Новый год в вашей компании отмечают по одному сценарию? Сдвигают столы, режут бутерброды, разливается шампанское и звучит торжественная речь шефа? Традиции – это хорошо, но не пора ли стандартные посиделки превратить в уникальный праздник? Предлагаем вам разные ...";"Как встретить Новый год с любимым незабываемо - Я сама";"http://ya-sama.net/otdy-h/prazdniki/kak-neobychno-vstretit-novyj-god-s-lyubimym.html&sa=U&ved=0ahUKEwiR-ufrq-nXAhWCQJoKHTR5DFYQFgg0MAU&usg=AOvVaw39qiQhEx9px84fO";"23 июл 2015 ... Новый год считается традиционным семейным праздником, и как встретить Новый год вдвоем с любимым человеком (мужем или парнем) обычно волнует многих девушек. Ведь согласно всем известной примете, как проведешь праздник, такой и будет вся жизнь в следующем году.";"8 способов незабываемо встретить Новый Год - Я Покупаю";"http://www.yapokupayu.ru/blogs/post/8-sposobov-nezabyvaemo-vstretit-novyy-god&sa=U&ved=0ahUKEwiR-ufrq-nXAhWCQJoKHTR5DFYQFgg7MAY&usg=AOvVaw2kn-mIv4QIHYawF";"18 дек 2015 ... Каждый мой новый год не похож на предыдущий, и потому, каждый из них незабываем. Для этого нужно совсем немного. Для начала, пофантазировать и понять, чего же вы действительно хотите, а чего не хотите категорически."
"A9AAB543-5BC5-DAB6-2CE1-B645F4907285";"Как встретить Новый год одинокому человеку";"kak-vstretit-novyy-god-odinokomu-cheloveku";"4HK-NJqzFBk";"Как и где встречать новый год, если ты одинок? - Блог ...";"http://odinochestvunet.ru/2012/12/29/kak-i-gde-vstrechat-novyj-god-esli-ty-odinok/&sa=U&ved=0ahUKEwiWn_b0q-nXAhUqSJoKHc-pD4wQFggnMAM&usg=AOvVaw2wvEbaw7ncDvWMm";"29 дек 2012 ... Здравствуйте читатели, вот и приближается очередной новый год, и мы, как всегда надеемся, что он изменит нашу жизнь в лучшую сторону, принесёт больше положительных эмоций, и оставит позади все накопившееся проблемы. Многие люди ждут этот праздник, строят планы, покупают ...";"Несколько способов необычно встретить Новый год одинокому ...";"http://lati.me/articles/semja-i-dom/neskolko-sposobov-neobychno-vstretit-novyi-god-odinokomu-cheloveku.html&sa=U&ved=0ahUKEwiWn_b0q-nXAhUqSJoKHc-pD4wQFgguMAQ&usg=AOvVaw0CGDRWCDWgp5cET";"Несколько способов необычно встретить Новый год одинокому человеку. 21 декабря 2013 • Дарья Амелина. article231.jpg. Приближаются зимние праздники, и у многих возникает вопрос, как же встретить Новый год? Да так чтоб интересно, весело, запомнилось надолго, и было что рассказать коллегам по ...";"Новый год и... одиночество - Психологический навигатор";"https://psynavigator.ru/blogi-psihologov/21&sa=U&ved=0ahUKEwiWn_b0q-nXAhUqSJoKHc-pD4wQFgg0MAU&usg=AOvVaw0BGKuc9dbgoRJiR";"14 дек 2009 ... Но многим людям встретить Новый год не с кем... Близкого человека нет. Друзья переженились (подруги вышли замуж). В новогоднюю ночь одиночество переживается особенно тяжело. Случается всякое, от депрессии до суицидов... Что делать одинокому человеку в ночь с 31 декабря на 1 ...";"Новый год 2016 в одиночестве - как встречать в одиночестве";"http://glamius.ru/novyy-god-2016-v-odinochestve&sa=U&ved=0ahUKEwiWn_b0q-nXAhUqSJoKHc-pD4wQFgg7MAY&usg=AOvVaw0sz8p4U9A8F6Ozu";"Возьмите листок бумаги, чтобы написать на нем все ваши удачи, ошибки и неприятности, которые в этом году нужно исправить. Некоторые шаги можно реализовать немедленно. Обратите внимание! Чтобы встретить Новый год одинокому человеку в компании, нужно всего лишь найти таких же одиночек,  ..."
"E9117316-8AD0-19EA-0BB1-B402E67CB5C9";"Как встретить Новый год в семье";"kak-vstretit-novyy-god-v-seme";"0yOAmt5u_y0";"10 способов встретить Новый год не так, как обычно - Лайфхакер";"https://lifehacker.ru/2014/12/18/10-sposobov-vstretit-novy-j-god-ne-tak-kak-oby-chno/&sa=U&ved=0ahUKEwiyoPSOrOnXAhVmOJoKHWCPCQIQFggnMAM&usg=AOvVaw34tJW5vXiQX50Nq";"18 дек 2014 ... Вот несколько альтернативных способов отпраздновать Новый год.";"Сценарий семейного Нового Года. Семейные конкурсы - 7я.ру";"http://www.7ya.ru/article/Scenarij-semejnogo-Novogo-Goda/&sa=U&ved=0ahUKEwiyoPSOrOnXAhVmOJoKHWCPCQIQFgguMAQ&usg=AOvVaw0ML-JS9-4l1f1Gv";"Здравствуйте! Хочу поделиться новогодним сценарием, который сделала на прошлый Новый Год для своей семьи. Всем очень понравилось. Материал собирала по всему Интернету, так что если кто-то встретит что-то знакомое, не ругайте. :-) Сценарий семейного Нового Года. Старый год кончается,";"Как весело встретить Новый год в семейном кругу? Новогодний ...";"http://ladyvenus.ru/articles/domashnii-ochag-deti/psikhologiya-otnoshenii/kak-veselo-vstretit-novyi-god-v-semeinom-krugu&sa=U&ved=0ahUKEwiyoPSOrOnXAhVmOJoKHWCPCQIQFgg4MAU&usg=AOvVaw3CVz-0_IQJW9sHe";"Как интересно организовать семейный новогодний праздник, если в кругу компании собираются семейные пары вместе с детками? Какие игры и конкурсы на Новый год лучше выбрать в этом случае? Мы подскажем вариант веселого новогоднего праздника.";"Дома на Новый год. Как весело встретить Новый год дома?";"http://ladyvenus.ru/articles/domashnii-ochag-deti/psikhologiya-otnoshenii/doma-na-novyi-god-kak-veselo-vstretit-novyi-go&sa=U&ved=0ahUKEwiyoPSOrOnXAhVmOJoKHWCPCQIQFgg-MAY&usg=AOvVaw1J6k7vyP3wdAUQX";"Одной из главных составляющих увлекательного и веселого праздника являются активные новогодние игры и оригинальные, прикольные конкурсы на Новый год, которые не позволят никому из присутствующих остаться в стороне и объединят всех гостей и членов семьи."
"D219F930-FEF4-C474-0679-003F10D62A12";"Как встретить Новый год в Киеве";"kak-vstretit-novyy-god-v-kieve";"copTFK6T54k";"Новости по запросу Как встретить Новый год в Киеве";"null";"Где отпраздновать Новый год 2018 в Европе: в Праге, Варшаве, Будапеште, Мюнхене или в Кошице? Факты ICTV собрали пять историй. ... Дорога. Вы можете вылететь в столицу Польши из Киева. Сайт предлагает утренние, обеденные, послеобеденные и вечерние рейсы. На 30 декабря ...";"Зимняя сказка-2018: восемь мест, где можно незабываемо ... - ТСН";"https://ru.tsn.ua/tourism/zimnyaya-skazka-2018-vosem-mest-gde-mozhno-nezabyvaemo-otprazdnovat-novyy-god-1037225.html&sa=U&ved=0ahUKEwjwoJimrOnXAhUiOJoKHSsaBpsQFggsMAU&usg=AOvVaw1FQspEi6vSFgFUq";"13 ноя 2017 ... При этом, если вы планируете встречать Новый год в Европе, то можно его отпраздновать, как королевская особа в одном из роскошных отелей, что располагаются в сказочных замках. А для тех, кто будет встречать год Желтого Земляного Собаки в Украине, ТСН.Туризм подготовил 8 мест ...";"Где отметить Новый год 2018: во Львове, Одессе и Карпатах";"http://fakty.ictv.ua/ru/ukraine/20171123-yak-vidznachyty-novyj-rik-2018-u-lvovi-odesi-ta-karpatah/&sa=U&ved=0ahUKEwjwoJimrOnXAhUiOJoKHSsaBpsQFggyMAY&usg=AOvVaw3I9VXo3uAIceGV3";"23 ноя 2017 ... Новый год в Одессе. Те, кому надоел Киев и Львов едут к морю. Хоть оно и холодное, но все равно не теряет своей магии. Одесса, как и Львов, известна своими изысканными кафе. Все они здесь также с “задумкой” и вкусной кухней.";"Новогодняя ночь в Древнем Киеве! - Парку Київська Русь";"http://parkkyivrus.com/new-year/novogodnyaya-noch.html&sa=U&ved=0ahUKEwjwoJimrOnXAhUiOJoKHSsaBpsQFgg4MAc&usg=AOvVaw1HiJg8iwhqThsxd";"Кроме угощений князь киевский дарует вам забавы разные. В течение праздника Вас будут поздравлять настоящие сказочные персонажи! Поспешите занять место в корчме «Веселый варяг». Ведь количество мест ограничено! А лучшего места, где встретить Новый год 2018 под Киевом Вы не найдете!"
"357B4132-2434-CCEB-BBC1-A8F3D0781091";"Как встретить Новый год в Подмосковье";"kak-vstretit-novyy-god-v-podmoskove";"YMf2PtR28PA";"Новый год в Подмосковье 2018: раннее бронирование | Новый ...";"http://new-year.podmoskovie.info/%25D1%2580%25D0%25B0%25D0%25BD%25D0%25BD%25D0%25B5%25D0%25B5-%25D0%25B1%25D1%2580%25D0%25BE%25D0%25BD%25D0%25B8%25D1%2580%25D0%25BE%25D0%25B2%25D0%25B0%25D0%25BD%25D0%25B8%25D0%25B5&sa=U&ved=0ahUKEwiWnNGvrOnXAhVBG5oKHS9uAVsQFggqMAM&usg=AOvVaw0hNJZTpTvt2sbNT";"Часто приходится довольствоваться тем, что осталось – а это чревато разочарованием от долгожданных праздников. Поэтому выход для тех, кто хочет отлично встретить Новый год в Подмосковье 2018 – раннее бронирование! Novyy god rannee bronirovanie 5. Novyy god rannee bronirovanie 4. Novyy god ...";"Новый год в Подмосковье 2018 - Отдых в Подмосковье";"http://xn--b1adesjkcbdy8j.xn--p1ai/feast-newyear.htm&sa=U&ved=0ahUKEwiWnNGvrOnXAhVBG5oKHS9uAVsQFggwMAQ&usg=AOvVaw0n8oP8XH8x5lSDW";"Новый год за городом – подборка лучших отелей Подмосковья. Развлекательные программы, SPA, детский отдых, а также спецпредложения на Новый год ... Современный отель высокого уровня в 17 км от МКАД приглашает встретить Новый год 2017 в атмосфере "Альпийской сказки" (31 - 03 января), ...";"Новый год в Подмосковье";"http://xn-----dlccdgbj3apveneccbm6b6mlb.xn--p1ai/&sa=U&ved=0ahUKEwiWnNGvrOnXAhVBG5oKHS9uAVsQFgg2MAU&usg=AOvVaw2T_aGuBuVZs19M-";"Корпоративный отдых на Новый год. Новый год в Подмосковье 2018 можно встретить и тесным, дружным коллективом, заказав готовую шоу-программу или воспользовавшись предложением выбранного пансионата, отеля или базы отдыха. Ваш праздник может пройти в духе маскарада, костюмированной ...";"Новый год в Подмосковье недорого";"http://xn-----dlccdgbj3apveneccbm6b6mlb.xn--p1ai/%25D0%25BD%25D0%25B5%25D0%25B4%25D0%25BE%25D1%2580%25D0%25BE%25D0%25B3%25D0%25BE%25D0%25B9-%25D0%25BE%25D1%2582%25D0%25B4%25D1%258B%25D1%2585-%25D0%25B2-%25D0%25BF%25D0%25BE%25D0%25B4%25D0%25BC%25D0%25BE%25D1%2581%25D0%25BA%25D0%25BE%25D0%25B2%25D1%258C%25D0%25B5-%25D0%25BD%25D0%25B0-%25D0%25BD%25D0%25BE%25D0%25B2%25D1%258B%25D0%25B9-%25D0%25B3%25D0%25BE%25D0%25B4&sa=U&ved=0ahUKEwiWnNGvrOnXAhVBG5oKHS9uAVsQFgg-MAY&usg=AOvVaw2-Dt7qd9VSP8KWB";"Ответ на вопрос: «Новый год в Подмосковье недорого – это реально?», полностью определен. Да, конечно, да! И не просто отдохнуть, а получить при этом полный набор замечательных впечатлений и приятных воспоминаний на целый год. В настоящее время существует огромный выбор отелей ..."
"991FCACB-ADC2-F2F5-0E99-01398D41281C";"Как и где встретить новый год в Санкт-Петербурге";"kak-i-gde-vstretit-novyy-god-v-sankt-peterburge";"glhFORI6-_k";"Где встретить Новый год в Санкт-Петербурге: обзор ... - 2do2go";"https://www.2do2go.ru/articles/3588/gde-vstretit-novyi-god-v-sankt-peterburge&sa=U&ved=0ahUKEwjE14ywrOnXAhVhP5oKHfW2DTYQFggrMAM&usg=AOvVaw09l01ai539W3u81";"14 ноя 2017 ... Куда пойти в новогоднюю ночь в Питере: обзор способов незабываемо провести праздники, что посмотреть в Питере. Новый год с программой, концерты, экскурсии, детские утренники.";"Новый год 2017 в Санкт-Петербурге - Tripsmile.ru";"http://tripsmile.ru/kalendar/101-novyj-god-2015-v-sankt-peterburge&sa=U&ved=0ahUKEwjE14ywrOnXAhVhP5oKHfW2DTYQFggyMAQ&usg=AOvVaw1mC0LWdf48hMGxN";"27 ноя 2016 ... Как памятно и весело отпраздновать Новый год 2017 в Санкт-Петербурге: пойти в ресторан или совершить прогулку по городу, отправиться на каток или уехать за город?";"Отдых на Новый год в СПб и Ленинградской области - где ...";"http://www.gelios-otel.ru/otdykh-na-novyi-god-v-sankt-peterburge-i-leningradskoi-oblasti&sa=U&ved=0ahUKEwjE14ywrOnXAhVhP5oKHfW2DTYQFgg5MAU&usg=AOvVaw1lL-FDoiPCweINo";"Встреча Нового 2016 Года. Путевки и туры на новый год 2016. Куда Куда поехать в отпуск на новый год? «Гелиос Отель» (Зеленогорск) семейные новогодние каникулы за городом в Ленинградской области. Новый год в Санкт-Петербурге 2016. Номер, отель на Новый Год. Новый год в СПб. Где встретить ...";"Новый год 2018 в Санкт-Петербурге - 2018-god.info";"http://2018-god.info/novyj-god-2018-v-sankt-peterburge/&sa=U&ved=0ahUKEwjE14ywrOnXAhVhP5oKHfW2DTYQFgg_MAY&usg=AOvVaw1KFeoc-rDV5KvDR";"Новый год 2018 в Санкт-Петербурге: приготовление к празднику; где можно отметить; погода в Питере; организация праздника; празднование Нового Года 2018 Собаки."
"8083884C-9BD2-836A-1FE9-368B2200D20C";"Как бережно относиться к природе";"kak-berezhno-otnositsya-k-prirode";"9Lpd1U8Pq80";"сочинение на тему как человек должен относиться к природе";"https://otvet.mail.ru/question/57369378&sa=U&ved=0ahUKEwi7xtu2rOnXAhXIYpoKHZZTAKEQFgglMAM&usg=AOvVaw1dfcFgpbBUc0Tzg";"В детстве родители знакомят ребенка с окружающей средой, приучают бережно относиться к ней, заботиться о животных и растениях. В школе любить и уважать природу дети учатся на уроках природоведения и валеологии. Нужно помнить о том, сколько радости дарит нам окружающий ...";"Как бережно относиться к природе как люди должны относиться ...";"https://www.kakprosto.ru/kak-122829-kak-berezhno-otnositsya-k-prirode&sa=U&ved=0ahUKEwi7xtu2rOnXAhXIYpoKHZZTAKEQFggsMAQ&usg=AOvVaw23mZWuukUkQRqJz";"Загрязнение воды и воздуха, уменьшение площадей плодородных земель, разрушение озонового слоя и другие экологические проблемы невозможно решать в одиночку. Но бережно относиться к природе может и обязан отдельно взятый человек. Чтобы сохранить окружающий мир, придерживайтесь ...";"Как нужно относиться к природе? | Экзаменационные сочинения ...";"http://ege-essay.ru/kak-nuzhno-otnositsya-k-prirode/&sa=U&ved=0ahUKEwi7xtu2rOnXAhXIYpoKHZZTAKEQFggxMAU&usg=AOvVaw0oxDif_ZQlzCBy7";"Как нужно относиться к природе — вот проблема, над которой рассуждает Василий Михайлович Песков. Известный корреспондент с возмущением рассказывает о конкретном жизненном случае, когда для расширения площади лугов решили не корчевать лес, а «отравить его с самолета, а потом уж ...";"БЕРЕЖНО ОТНОСИТЬСЯ К ПРИРОДЕ » Край Смалявiцкi";"http://kraism.by/zakon-byaspeka/12423-berezhno-otnositsya-k-prirode.html&sa=U&ved=0ahUKEwi7xtu2rOnXAhXIYpoKHZZTAKEQFgg3MAY&usg=AOvVaw3Dp4pJA_33MYxnI";"10 ноя 2016 ... Каждый человек пользуется различными дарами природы: собирает грибы, ягоды, охотится, рыбачит, использует лес для строительства и отопления жилья и т. д. Бережное отношение к природе помогает."
"A6AB6A5F-BF36-F803-DD2B-2E3615D7D92E";"Как провести оригинальный Новый год";"kak-provesti-originalnyy-novyy-god";"I647bGjlUns";"Новогодний корпоратив 2017-2018: идеи организации, места ...";"https://www.kp.ru/guide/novogodnii-korporativ.html&sa=U&ved=0ahUKEwjd9PLPrOnXAhXEYpoKHdc5DZoQFggoMAM&usg=AOvVaw0SLt25qCOk2fV-j";"30 сен 2016 ... Оригинальные тематические конкурсы и программы, организованные командой профессиональных аниматоров, помогут ярче провести новогоднюю ночь. Варианты ... Сейчас кажется, что Новый год еще не скоро, однако подготовку к корпоративу нужно начинать заблаговременно. Уже за ...";"Как весело встретить новый год вдвоем, оригинальные идеи ...";"http://www.allwomens.ru/14235-kak-vstretit-vdvoem-novyy-god.html&sa=U&ved=0ahUKEwjd9PLPrOnXAhXEYpoKHdc5DZoQFgguMAQ&usg=AOvVaw04ZCFm3oq7PkKBQ";"Новый Год - прекрасный праздник, который может превратиться в по- настоящему романтичное время с любимым. Как его правильно организовать, читайте далее.";"Как весело провести Новый год вдвоем с мужем? - allWomens";"http://www.allwomens.ru/40845-novyy-god-s-muzhem-kak-sdelat-prazdnik-zapominayuschimsya-i-originalnym.html&sa=U&ved=0ahUKEwjd9PLPrOnXAhXEYpoKHdc5DZoQFgg0MAU&usg=AOvVaw2Yroi-dz-F1gX1c";"29 окт 2014 ... И если вдруг обстоятельства складываются так, что этот праздник вам придется отмечать вдвоем с мужем – не стоит настраивать себя на то, что будет все банально и скучно. Данная публикация расскажет вам о самых незабываемых и оригинальных идеях встречи Нового года вдвоем с ...";"14 оригинальных идей как встретить Новый год вне дома | Help Tur";"http://www.helptur.ru/14-originalnyx-idej-kak-vstretit-novyj-god-vne-doma/&sa=U&ved=0ahUKEwjd9PLPrOnXAhXEYpoKHdc5DZoQFgg7MAY&usg=AOvVaw01xwumAQRqzCnHg";"22 сен 2015 ... Чтобы оригинально встретить Новый год, можно отправиться в "дремучий" лес, выбрать комфортный отдых в загородном коттедже, посетить тематический маскарад или."
"0978952C-A337-9B02-F3DC-C05DA336D832";"Куда съездить на новогодние праздники";"kuda-sezdit-na-novogodnie-prazdniki";"hOwHkRskEbM";"Куда поехать на Новый Год 2018 — где отдохнуть в России ...";"https://www.tourister.ru/publications/908&sa=U&ved=0ahUKEwjQqr_WrOnXAhUEQJoKHVb7ADoQFggpMAM&usg=AOvVaw2SrAhs4On2hkw3y";"Новый год для россиян — один из самых любимых праздников. К нему готовятся заранее, его ждут всей страной независимо от вероисповедания и политических убеждений, его обсуждают во всех СМИ. А вот отмечают этот праздник по-разному. Кто-то исключительно дома с семьей, кто-то — в гостях с ...";"Куда поехать на Новый год 2018 в России: отдых на праздники и ...";"https://sutochno.ru/info/novyj-god&sa=U&ved=0ahUKEwjQqr_WrOnXAhUEQJoKHVb7ADoQFgg0MAQ&usg=AOvVaw3eDIjU9hWpEPOw6";"1 ноя 2017 ... Пора решать, где отдохнуть на новогодних каникулах. Суточно.ру предлагает самые лучшие варианты, куда можно поехать на Новый год 2018 и провести яркий праздник.";"Куда поехать на новогодние каникулы: 5 сказочных мест ...";"https://lifehacker.ru/2016/11/28/grabr/&sa=U&ved=0ahUKEwjQqr_WrOnXAhUEQJoKHVb7ADoQFgg6MAU&usg=AOvVaw24vxDS0QB383cRE";"28 ноя 2016 ... Лайфхакер совместно с сервисом Grabr подготовил подборку из пяти мест, где можно незабываемо провести праздники. Расскажем, как сэкономить и что купить.";"Куда поехать с детьми на Новый год? - Путешествуем с детьми";"http://www.kids-in-trips.ru/kuda-poehat-s-detmi-na-novyj-god.html&sa=U&ved=0ahUKEwjQqr_WrOnXAhUEQJoKHVb7ADoQFghBMAY&usg=AOvVaw3CDQzTjTpxYW5cV";"Здравствуйте, друзья! Дети, как, впрочем, и их родители, с нетерпением ждут зимние каникулы. И, пожалуй, ничуть не меньше, чем летние. Тем более что в этом году праздники продлятся целых 11 дней. Этого времени вполне достаточно, чтобы хорошо отдохнуть и набраться сил. Остается только ..."
"CB1CFCE7-CB09-2CE0-919C-17115F3C123B";"Как не остаться одной в новогоднюю ночь";"kak-ne-ostatsya-odnoy-v-novogodnyuyu-noch";"zslq7WsTBMA";"Как провести новогоднюю ночь :: как не остаться ... - atuahanen.ru";"http://atuahanen.ru/otvety-na-voprosy/29167-kak-provesti-novogodnjuju-noch.html&sa=U&ved=0ahUKEwjD-4yDrenXAhWGA5oKHf4MA4sQFggkMAM&usg=AOvVaw0cZgUtPoZZOSnG0";"Новый год – волшебное, необычное время, когда людям хочется верить в чудо, шутить и смеяться, веселиться и дарить радость близким, получать подарки и поздравления. Для того чтобы встреча праздника запомнилась надолго, стоит заранее подумать о том, как провести новогоднюю ночь, чтобы она ...";"КАК не остаться одной в новогоднюю ночь :: Как встречать ...";"http://withrusi.ru/vopros/3507-kak-ne-ostatsja-odnoj-v-novogodnjuju-noch.html&sa=U&ved=0ahUKEwjD-4yDrenXAhWGA5oKHf4MA4sQFggpMAQ&usg=AOvVaw0B4jieOjFAPbtue";"Когда кто-то заболевает или внезапно уезжает в командировку, отлично спланированное мероприятие по празднованию Нового года срывается. Чтобы не остаться одной в новогоднюю ночь, полезно иметь в запасе несколько дополнительных вариантов, как в веселой компании отметить волшебный ...";"На Новый Год я одна! Что делать? Чем заняться? Я в Москве? - Woman.ru";"http://www.woman.ru/relations/medley4/thread/4135756/&sa=U&ved=0ahUKEwjD-4yDrenXAhWGA5oKHf4MA4sQFgguMAU&usg=AOvVaw3Rs5evQAqHh_jLt";"29 дек 2011 ... Не понятен сам факт страха остаться одной... и когда? Всего лишь на НГ ))) Как будто 20 лет. Ответить; Ссылка. Гость 13. Гость | 29.12.2011, 13:21:23 [ 2738917543]. Мне тоже почти 40 лет. Если б была одна в клуб пошла..в новогоднюю ночь моя любимая группа играет. Ответить; Ссылка.";"Как провести Новый год в одиночестве и не пожалеть (себя ...";"http://www.marieclaire.ru/psychology/psychology_rabota-nad-soboy/kak-provesti-novyiy-god-v-odinochestve-i-ne-pojalet-sebya-/&sa=U&ved=0ahUKEwjD-4yDrenXAhWGA5oKHf4MA4sQFgg1MAY&usg=AOvVaw1wlXJlt3d8rzNEH";"Встречая Новый год в одиночестве не обязательно надевать праздничную одежду, но атмосфера праздника должна присутствовать. Давайте смотреть с положительной стороны. Если, в новогоднюю ночь вы остались одна, значит Вы сами того захотели! Оставшись дома, можно заняться собой, ..."
